Posição da bola        Input da perna  Tempo do unity  Acerto          Tempo da colisão 
 (0.211, 0.755, 0.879)  (0.786, 0.214)        2605,301         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.696, 0.304)        2605,823         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2606,346         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.495, 0.505)        2606,861         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.484, 0.516)        2607,367         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.484, 0.516)        2607,890         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.493, 0.507)        2608,397         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.506, 0.494)        2608,905         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2609,424         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.691, 0.309)        2609,926         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.786, 0.214)        2610,447         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.818, 0.182)        2610,949         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.841, 0.159)        2611,453         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.860, 0.140)        2611,964         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.866, 0.134)        2612,477         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.852, 0.148)        2612,992         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.844, 0.156)        2613,505         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.819, 0.181)        2614,019         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.775, 0.225)        2614,532         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.655, 0.345)        2615,046         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2615,548         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.487, 0.513)        2616,053         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.491, 0.509)        2616,557         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.487, 0.513)        2617,079         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2617,607         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2618,113         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2618,616         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.255, 0.745)        2619,130         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.208, 0.792)        2619,646         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.175, 0.825)        2620,162         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.154, 0.846)        2620,674         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.141, 0.859)        2621,188         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.151, 0.849)        2621,704         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.166, 0.834)        2622,218         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.175, 0.825)        2622,733         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.209, 0.791)        2623,249         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.276, 0.724)        2623,764         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2624,286         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2624,809         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2625,314         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2625,830         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.489, 0.511)        2626,347         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.489, 0.511)        2626,867         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.492, 0.508)        2627,383         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.659, 0.341)        2627,897         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.779, 0.221)        2628,410         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.819, 0.181)        2628,922         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.846, 0.154)        2629,434         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.859, 0.141)        2629,945         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.862, 0.138)        2630,460         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.856, 0.144)        2630,974         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.840, 0.160)        2631,494         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.810, 0.190)        2632,013         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.773, 0.227)        2632,538         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.599, 0.401)        2633,051         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2633,565         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.495, 0.505)        2634,077         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.494, 0.506)        2634,587         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.494, 0.506)        2635,108         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2635,627         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.495, 0.505)        2636,145         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.490, 0.510)        2636,658         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.312, 0.688)        2637,175         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.201, 0.799)        2637,690         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.181, 0.819)        2638,212         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.163, 0.837)        2638,731         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.147, 0.853)        2639,260         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.145, 0.855)        2639,776         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.156, 0.844)        2640,293         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.175, 0.825)        2640,808         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.220, 0.780)        2641,321         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.293, 0.707)        2641,836         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.491, 0.509)        2642,355         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.507, 0.493)        2642,879         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2643,406         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2643,929         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2644,447         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2644,970         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2645,479         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.571, 0.429)        2645,989         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.792, 0.208)        2646,510         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.819, 0.181)        2647,019         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.837, 0.163)        2647,521         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.862, 0.138)        2648,043         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.870, 0.130)        2648,570         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.860, 0.140)        2649,073         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.838, 0.162)        2649,573         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.822, 0.178)        2650,094         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.776, 0.224)        2650,605         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.534, 0.466)        2651,127         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.507, 0.493)        2651,631         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2652,151         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2652,658         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2653,175         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.514, 0.486)        2653,700         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2654,229         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.493, 0.507)        2654,729         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.276, 0.724)        2655,230         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.197, 0.803)        2655,732         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.173, 0.827)        2656,255         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.160, 0.840)        2656,774         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.147, 0.853)        2657,294         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.156, 0.844)        2657,801         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.169, 0.831)        2658,301         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.188, 0.812)        2658,808         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.208, 0.792)        2659,309         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.270, 0.730)        2659,824         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.492, 0.508)        2660,346         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2660,869         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2661,393         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2661,917         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2662,440         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.493, 0.507)        2662,945         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.493, 0.507)        2663,453         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.332, 0.668)        2663,968         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.223, 0.777)        2664,478         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.173, 0.827)        2664,999         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.159, 0.841)        2665,511         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.149, 0.851)        2666,037         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.150, 0.850)        2666,546         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.161, 0.839)        2667,051         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.180, 0.820)        2667,560         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.198, 0.802)        2668,084         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.243, 0.757)        2668,606         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.475, 0.525)        2669,127         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2669,649         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2670,172         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.505, 0.495)        2670,694         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.506, 0.494)        2671,196         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2671,696         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2672,220         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.555, 0.445)        2672,744         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.745, 0.255)        2673,250         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.811, 0.189)        2673,773         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.833, 0.167)        2674,293         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.848, 0.152)        2674,795         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.862, 0.138)        2675,306         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.856, 0.144)        2675,828         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.838, 0.162)        2676,350         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.819, 0.181)        2676,871         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.791, 0.209)        2677,390         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.580, 0.420)        2677,891         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.510, 0.490)        2678,414         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.509, 0.491)        2678,919         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.507, 0.493)        2679,426         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2679,937         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.495, 0.505)        2680,443         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2680,948         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.512, 0.488)        2681,458         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.512, 0.488)        2681,958         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2682,469         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2682,972         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2683,492         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.490, 0.510)        2683,998         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.490, 0.510)        2684,503         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2685,009         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2685,510         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.494, 0.506)        2686,027         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.508, 0.492)        2686,538         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2687,045         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2687,548         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.490, 0.510)        2688,060         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.492, 0.508)        2688,582         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.490, 0.510)        2689,090         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.494, 0.506)        2689,597         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2690,101         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2690,625         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2691,130         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2691,649         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2692,160         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.492, 0.508)        2692,666         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.494, 0.506)        2693,182         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.500, 0.500)        2693,687         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.488, 0.512)        2694,203         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.485, 0.515)        2694,713         ACERTOU          16:31:50
 (0.211, 0.755, 0.879)  (0.487, 0.513)        2695,235         ACERTOU          16:31:50
 (0.006, 0.755, 0.884)  (0.490, 0.510)        2695,741           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.485, 0.515)        2696,248           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.495, 0.505)        2696,756           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.505, 0.495)        2697,261           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2697,768           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2698,275           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2698,782           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.516, 0.484)        2699,292           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.514, 0.486)        2699,813           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.518, 0.482)        2700,329           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.523, 0.477)        2700,839           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.522, 0.478)        2701,346           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.514, 0.486)        2701,849           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.506, 0.494)        2702,368           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2702,874           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.493, 0.507)        2703,394           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.495, 0.505)        2703,900           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.488, 0.512)        2704,406           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.488, 0.512)        2704,915           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2705,416           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.493, 0.507)        2705,923           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.488, 0.512)        2706,435           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.489, 0.511)        2706,940           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2707,446           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.494, 0.506)        2707,969           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2708,478           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2708,986           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2709,492           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2709,998           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2710,505           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.511, 0.489)        2711,009           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.507, 0.493)        2711,518           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.508, 0.492)        2712,019           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2712,540           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.492, 0.508)        2713,051           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.506, 0.494)        2713,576           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.509, 0.491)        2714,083           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.511, 0.489)        2714,614           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.518, 0.482)        2715,116           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.516, 0.484)        2715,623           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.510, 0.490)        2716,133           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.508, 0.492)        2716,660           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2717,166           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.487, 0.513)        2717,683           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.483, 0.517)        2718,202           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.470, 0.530)        2718,721           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.475, 0.525)        2719,244           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.479, 0.521)        2719,764           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.483, 0.517)        2720,264           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.487, 0.513)        2720,772           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.493, 0.507)        2721,279           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.493, 0.507)        2721,787           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2722,299           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2722,819           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2723,350           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2723,863           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2724,369           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2724,881           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.510, 0.490)        2725,388           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2725,907           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2726,413           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2726,923           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2727,432           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2727,937           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.489, 0.511)        2728,447           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.489, 0.511)        2728,963           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.494, 0.506)        2729,473           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.484, 0.516)        2729,992           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.487, 0.513)        2730,498           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2731,003           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2731,509           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2732,014           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2732,520           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2733,026           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2733,534           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2734,042           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2734,564           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2735,079           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2735,600           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2736,117           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2736,642           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2737,162           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2737,670           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.487, 0.513)        2738,172           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.491, 0.509)        2738,699           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.490, 0.510)        2739,214           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2739,726           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2740,248           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2740,769           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2741,285           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2741,816           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.486, 0.514)        2742,329           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.488, 0.512)        2742,832           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.488, 0.512)        2743,354           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.488, 0.512)        2743,863           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2744,375           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2744,881           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2745,386           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2745,904           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.509, 0.491)        2746,418           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.506, 0.494)        2746,939           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.495, 0.505)        2747,454           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2747,970           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2748,477           ERROU          16:33:30
 (0.006, 0.755, 0.884)  (0.500, 0.500)        2748,987           ERROU          16:33:30
