img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,attempt.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,8,8,0,0,8,8,0,61.110217300010845,,,,,,61.10693770000944,,,,2,61.110290000011446,74261.312408,61.110217300010845,63.10771019999811,63.145371300008264,63.16287110000849,3,63.162893200002145,74263.365015,64.37965440000698,64.3796938000014,64.40720539999893,5,64.40722990001086,74264.6093507,68.13942820001103,68.13947449999978,68.13953510001011,6,61.11024429999816,74261.3123659,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,9,9,0,0,9,9,6,68.16538260001107,,,,,,68.13964990001114,,,,2,68.16544630000135,74268.3675646,68.16538260001107,70.14529680000851,70.18307020000066,70.20100990000356,4,70.20102740000584,74270.403148,71.39637320001202,71.39641240000492,71.4225305,5,71.42255699999805,74271.6246787,75.1683575000061,75.16839489999984,75.1684518000111,6,68.16540040000109,74268.3675216,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,10,0,1,1,0,10,6,75.17106220001006,,,,,,75.16856970000663,,,,2,75.17113729999983,74275.3732581,75.17106220001006,77.17337140000018,77.21138390000851,77.25458380000782,4,77.25461020000512,74277.4567315,78.42664800000784,78.42668340000091,78.42975819999992,5,78.42977630000678,74278.631902,82.18479470000602,82.18483389999892,82.1848905000079,6,75.1710829000076,74275.373205,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,11,1,1,1,1,11,3,82.18757120000373,,,,,,82.18500160000985,,,,2,82.1876493000018,74282.3897683,82.18757120000373,84.19540599999891,84.23280610000074,84.25048560000141,3,84.25049990000844,74284.4526203,85.4526043000078,85.45264220000536,85.48042279999936,5,85.48044720001053,74285.6825682,89.18744000000879,89.18747740000254,89.18753450000077,6,82.18759250000585,74282.3897149,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,12,2,1,1,2,12,9,89.19103270000778,,,,,,89.18764460000966,,,,2,89.19113820001076,74289.3932618,89.19103270000778,91.22625079999852,91.26459050000994,91.28025160000834,4,91.2802675999992,74291.4823882,92.443614600008,92.44365980000293,92.44679280000855,5,92.44681910000509,74292.6489412,96.20235260001209,96.20239270001184,96.2024545000022,6,89.19105140000465,74289.3931731,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,13,3,1,1,3,13,7,96.20585470000515,,,,,,96.20256260001042,,,,2,96.20593350000854,74296.4080518,96.20585470000515,98.19037150000804,98.22792040000786,98.27033060000394,4,98.27035960000649,74298.4724806,99.45423960000335,99.45429270000022,99.480931099999,5,99.4809602000023,74299.6830837,103.21065870000166,103.2106974000053,103.21075800000108,6,96.20587970000634,74296.4080011,98.27033060000394,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,14,4,1,1,4,14,1,103.23698860000877,,,,,,103.21087590001116,,,,2,103.2370651000092,74303.4391833,103.23698860000877,105.2133024000068,105.24966330001189,105.26691260001098,3,105.26692670000193,74305.469047,106.46499430001131,106.46503269999812,106.46739990000788,5,106.46743140000035,74306.6695526,110.2166758000094,110.21671410001,110.21677060000366,6,103.23701320000691,74303.4391341,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,15,5,1,1,5,15,5,110.23541670000122,,,,,,110.21687630000815,,,,2,110.23551959999895,74310.4376387,110.23541670000122,112.2275115000084,112.26611490000505,112.30731760000344,4,112.30734389999998,74312.5094651,113.47218830000202,113.47223040000245,113.47527760000958,5,113.47529660000873,74313.6774179,117.21660150001117,117.21663429999899,117.21666930000356,6,110.23544170000241,74310.4375632,,117.21940890001133,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,16,6,1,1,6,16,0,117.21940890001133,,,,,,117.21677450000425,,,,2,117.2194862000033,74317.4216046,117.21940890001133,119.22096000000602,119.25883560000511,119.27462920000835,3,119.27464360000158,74319.4767643,120.48226370000339,120.48230460000923,120.48475709999911,5,120.48477570000978,74320.6868978,124.21857880000607,124.21861680000438,124.21867360000033,6,117.2194368000055,74317.4215589,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,17,7,1,1,7,17,2,124.2464869000105,,,,,,124.21878580001066,,,,2,124.2465654000116,74324.448684,124.2464869000105,126.23124370000733,126.26915220000956,126.33529800000542,3,126.3353233000089,74326.5374443,127.49405819999811,127.49409530000412,127.49787020000804,5,127.49789610000153,74327.7000176,131.22417790000327,131.2242183000053,131.2242741000082,6,124.24651110000559,74324.4486318,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,18,8,1,1,8,18,4,131.25296090000484,,,,,,131.2244156000088,,,,2,131.25303600000916,74331.4551546,131.25296090000484,133.24263880000217,133.28028659999836,133.2986077000096,3,133.29862380000122,74333.5007445,134.47895560000325,134.47899660000985,134.50505079999857,5,134.5050734000106,74334.7071943,138.2313254000037,138.23136650001106,138.23142470000312,6,131.2529852000007,74331.4551066,,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,19,9,1,1,9,19,8,138.2340327999991,,,,,,138.23153090001142,,,,2,138.23411889999988,74338.4362392,138.2340327999991,140.22753440000815,140.26568530000804,140.3019925999979,4,140.30202580000332,74340.5041477,141.4887466000073,141.48878690000856,141.51769860000059,5,141.51772319999873,74341.7198444,145.27115500000946,145.27120980000473,145.27129520000017,6,138.23405790000106,74338.4361798,140.3019925999979,,660726,001,2025-09-01_15h31.37.935,Graz,,2025.1.1,37.12653949899536,2025-09-01 15h31.44.589985 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,145.32195460000366,74345.5240758,,,,,,,,,,,
