img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.07329409988597035,0.07336259982548654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
,,,,,,,,,,,,,0.0733931998256594,0.07342859986238182,,,,,,,,,,,,,,,,,,,,,,,,,,,,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,4,0.09340739995241165,,,,,,0.07829019986093044,1,0.09342729998752475,1176808.3831643,2,0.09346909984014928,1176808.3832028,3.077353499829769,5.077019399963319,5.128463399829343,5.144825199851766,3,5.14484480000101,1176813.4345815,6.325911500025541,6.325946499826387,6.343024599831551,5,6.343044699868187,1176814.6327815,10.077515800017864,10.077586599858478,10.094926899997517,6,10.094965499825776,1176818.3847085,12.075451500015333,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,2,12.092112799873576,,,,,,12.075578599935398,,,,2,12.092138999840245,1176820.381876,12.092112799873576,14.079877899959683,14.126829999964684,14.14327729982324,3,14.143296199850738,1176822.4330329,15.325652599800378,15.325691599864513,15.341895999852568,5,15.341916400007904,1176823.6316527,19.077883899910375,19.07792149996385,19.09298499999568,6,19.09301960002631,1176827.38276,21.078502599848434,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,1,21.09412969998084,,,,,,21.078641899861395,,,,2,21.09415919985622,1176829.3838964,21.09412969998084,23.07902569998987,23.123348499881104,23.143429699819535,3,23.143452199874446,1176831.4331892,24.32726569985971,24.327414399944246,24.344698099885136,5,24.34475599997677,1176832.6345027,28.077442299807444,28.077564499806613,28.096462599933147,6,28.09651349997148,1176836.386258,30.076941899955273,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,6,30.092946499818936,,,,,,30.07729829987511,,,,2,30.0930200999137,1176838.3827673,30.092946499818936,32.07576869986951,32.12301260000095,32.14314649999142,4,32.14316749991849,1176840.4329038,33.32464409992099,33.32469129981473,33.341399299912155,5,33.34142259997316,1176841.6311597,37.07422710000537,37.074263099813834,37.09065939998254,6,37.09068259992637,1176845.3804201,39.075511100003496,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,4,4,0,0,4,4,8,39.09067469998263,,,,,,39.07574129989371,,,,2,39.09070719988085,1176847.3804458,39.09067469998263,41.075359399896115,41.120807099854574,41.125663599930704,4,41.125687199877575,1176849.4154243,42.3254729998298,42.325552199967206,42.341967599932104,5,42.34201559983194,1176850.6317578,46.0753653999418,46.075422500027344,46.091007499955595,6,46.0910445000045,1176854.380786,48.07526039984077,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,3,48.09336799988523,,,,,,48.07552439998835,,,,2,48.09339619986713,1176856.3831335,48.09336799988523,50.07676129997708,50.13557449984364,50.14239449985325,3,50.14241719990969,1176858.4321536,51.325252699898556,51.32534329988994,51.34289209987037,5,51.342933599837124,1176859.632676,55.07437839987688,55.07441859995015,55.09022509981878,6,55.09024930000305,1176863.3799871,57.08063540002331,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,9,57.09006159985438,,,,,,57.0808068998158,,,,2,57.09009179985151,1176865.3798296,57.09006159985438,59.074855600018054,59.12127160001546,59.14321459992789,4,59.143242799909785,1176867.4329822,60.32396569987759,60.32402909989469,60.341711999848485,5,60.34174810000695,1176868.6314895,64.07360839983448,64.07365119992755,64.08932529995218,6,64.08935329993255,1176872.3790913,66.0748771999497,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,7,7,0,0,7,7,0,66.08955559995957,,,,,,66.07500249985605,,,,2,66.08958859997801,1176874.3793264,66.08955559995957,68.0763385000173,68.1289822999388,68.14057469996624,3,68.14059489988722,1176876.4303319,69.32409769995138,69.32418979983777,69.34228369989432,5,69.3423672998324,1176877.6321217,73.08975139982067,73.08981499983929,73.10778289986774,6,73.10783819993958,1176881.3975863,75.07587199984118,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,8,8,0,0,8,8,7,75.0901978998445,,,,,,75.07621269999072,,,,2,75.09026760002598,1176883.3800161,75.0901978998445,77.07352959993295,77.12948170001619,77.14091319986619,4,77.1409353998024,1176885.4306724,78.34098390000872,78.34103029989637,78.35573920002207,5,78.35576459998265,1176886.6455022,82.08901479979977,82.08905759989284,82.10572759993374,6,82.10575239988975,1176890.3954899,84.08867979981005,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,9,9,0,0,9,9,5,84.10634239995852,,,,,,84.088869899977,,,,2,84.10638909996487,1176892.3961301,84.10634239995852,86.07351089990698,86.1278986998368,86.13962789997458,4,86.13965000002645,1176894.4293871,87.34079159982502,87.34085379983298,87.35569279990159,5,87.3557134999428,1176895.6454503,91.07483509997837,91.07492809998803,91.08970689983107,6,91.0897603998892,1176899.3795062,93.07369739981368,140679,001,2025-12-03_18h50.54.277,Graz,,2025.1.1,59.78626413471668,2025-12-03 18h51.01.580993 -0300,
