img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.054092900129035115,0.05415250011719763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
,,,,,,,,,,,,,0.054177199956029654,0.05420950008556247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,1,0.07449049991555512,,,,,,0.05914380005560815,1,0.0745089000556618,1295810.4092264,2,0.07455149991437793,1295810.4092672,3.058853199938312,5.092453100020066,5.041379600064829,5.080431899987161,5.092453100020066,3,5.092473499942571,1295815.4271901,6.307811799924821,6.307840700028464,6.325569800101221,5,6.3255861001089215,1295816.6603032,10.05900020012632,10.059028800111264,10.074677699944004,6,10.074693399947137,1295820.4094101,12.059045100118965,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,8,12.074584299931303,,,,,,12.059152600122616,,,,2,12.074602500069886,1295822.4093188,12.074584299931303,,14.059031100012362,14.093979800119996,14.109040300128981,4,14.10905610001646,1295824.4437732,15.307990700006485,15.308021600125358,15.325682299910113,5,15.325694700004533,1295825.6604106,19.059165799990296,19.059195900103077,19.07469639996998,6,19.074710400076583,1295829.4094272,21.05918430001475,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,6,21.074652600102127,,,,,,21.059283999959007,,,,2,21.074669800000265,1295831.4093861,21.074652600102127,,23.059304099995643,23.090997999999672,23.1430357999634,4,23.14305269997567,1295833.4777693,24.308305399958044,24.30833650007844,24.325844299979508,5,24.325856700073928,1295834.6605729,28.059404500061646,28.059434100054204,28.074996300041676,6,28.075013000052422,1295838.4097297,30.059380799997598,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,7,30.075061399955302,,,,,,30.05948400008492,,,,2,30.07508460013196,1295840.4098012,30.075061399955302,,32.0592847999651,32.090663800016046,32.14337139995769,4,32.1433890000917,1295842.4781065,33.30838020006195,33.30841189995408,33.32603950006887,5,33.32605389994569,1295843.6607704,37.05947079998441,37.05949919996783,37.07504729996435,6,37.07506070006639,1295847.4097775,39.05958310002461,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,5,39.07505140011199,,,,,,39.05968099995516,,,,2,39.07507280004211,1295849.4097901,39.07505140011199,,41.05950510012917,41.09118290012702,41.10995539999567,4,41.109972400125116,1295851.4446893,42.30849010008387,42.30852019996382,42.32615939993411,5,42.32617140002549,1295852.6608876,46.0597151000984,46.05974410008639,46.07533950009383,6,46.075355200096965,1295856.4100719,48.05975360004231,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,9,48.07534330012277,,,,,,48.05986090004444,,,,2,48.075364500051364,1295858.4100815,48.07534330012277,,50.05966649996117,50.091165699996054,50.14351369999349,4,50.143529900116846,1295860.4782467,51.308739700121805,51.30877220002003,51.32640970009379,5,51.326425899984315,1295861.6611428,55.06002110010013,55.060051900101826,55.07549940003082,6,55.075515500037,1295865.4102323,57.0598689999897,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,4,57.075351000064984,,,,,,57.059966600034386,,,,2,57.0753679999616,1295867.4100845,57.075351000064984,,59.05984649993479,59.090336499968544,59.11005169991404,3,59.11006770003587,1295869.4447846,60.30894699995406,60.308978700079024,60.32653809990734,5,60.32655470003374,1295870.6612712,64.06006229994819,64.06009189994074,64.07557380013168,6,64.07558720000088,1295874.4103036,66.06003460008651,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,0,66.0755763000343,,,,,,66.0601333999075,,,,2,66.07559469994158,1295876.4103111,66.0755763000343,,68.05999829992652,68.090686700074,68.09481070004404,3,68.0948280999437,1295878.4295453,69.30913519999012,69.30916720000096,69.32673650002107,5,69.3267530000303,1295879.6614698,73.06023499998264,73.06026550009847,73.07583039999008,6,73.07584660011344,1295883.4105636,75.06018509995192,061483,001,2025-09-17_15h02.46.043,Graz,,2025.1.1,60.006684697776514,2025-09-17 15h03.05.208733 -0300,
