img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08666240004822612,0.08674270007759333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
,,,,,,,,,,,,,0.0867753999773413,0.08681210014037788,,,,,,,,,,,,,,,,,,,,,,,,,,,,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,4,0.09497290011495352,,,,,,0.09268600004725158,1,0.09498950000852346,1239146.3806228,2,0.09502870007418096,1239146.3806591,5.0961188999935985,7.148155600065365,7.083105100085959,7.142103499965742,7.148155600065365,3,7.148178800009191,1239153.4338118,8.352306400192901,8.352346900152043,8.368825500132516,5,8.368855400010943,1239154.6544892,12.094313299981877,12.094368600053713,12.094443200156093,,,,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,8,12.109096100088209,,,,,,12.094567300053313,,,,2,12.109177800128236,1239158.3948082,12.109096100088209,,14.096021900186315,14.139814499998465,14.146282600006089,4,14.146314000012353,1239160.4319486,15.34826340014115,15.348305999999866,15.364723999984562,5,15.364748100051656,1239161.6503821,19.105619400041178,19.105661400128156,19.105723600136116,6,12.109126500086859,1239158.3947614,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,5,19.12194550014101,,,,,,19.105835600057617,,,,2,19.122015699977055,1239165.407646,19.12194550014101,,21.11024000006728,21.15245550009422,21.158696200000122,4,21.15878180018626,1239167.4444238,22.361091300146654,22.36113109998405,22.37762670009397,5,22.377651900053024,1239168.6632858,26.118150300113484,26.118206500075758,26.118293300038204,6,19.121969799976796,1239165.4076035,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,0,26.134655200177804,,,,,,26.118455100106075,,,,2,26.134728300152346,1239172.4203631,26.134655200177804,,28.12175210006535,28.166979999979958,28.17116060014814,3,28.17117810016498,1239174.4568115,29.374138900078833,29.374185899971053,29.390695300186053,5,29.390720900148153,1239175.6763552,33.13082049996592,33.130860900040716,33.13092290004715,6,26.134680000133812,1239172.4203133,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,3,33.14744390011765,,,,,,33.131040500011295,,,,2,33.147519200108945,1239179.4331497,33.14744390011765,,35.13469380000606,35.18065630015917,35.185678200097755,3,35.185705200070515,1239181.4713392,36.38667030003853,36.38671120000072,36.40315320016816,5,36.403177300002426,1239182.6888115,40.14432720001787,40.14436680008657,40.14442820008844,6,33.14746930007823,1239179.4331043,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,5,5,0,0,5,5,2,40.160104600014165,,,,,,40.14454110013321,,,,2,40.16018100013025,1239186.4458112,40.160104600014165,,42.147792800096795,42.19406810007058,42.19957770011388,3,42.199614900164306,1239188.485251,43.399502500193194,43.39954650006257,43.41595769999549,5,43.41598010016605,1239189.7016136,47.15643219999038,47.15647070016712,47.156531900167465,6,40.160128799965605,1239186.4457625,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,1,47.17319390014745,,,,,,47.15664350008592,,,,2,47.17330939997919,1239193.4589408,47.17319390014745,,49.16002050018869,49.20067950012162,49.20495280018076,3,49.20497280010022,1239195.4906055,50.41218450013548,50.41222930001095,50.4289957000874,5,50.42901960015297,1239196.7146536,54.16915880003944,54.169198099989444,54.16926300013438,6,47.17323810001835,1239193.4588751,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,6,54.18603980005719,,,,,,54.16938260011375,,,,2,54.18611490004696,1239200.4717458,54.18603980005719,,56.17297350009903,56.21684700017795,56.22158640017733,4,56.221604000078514,1239202.5072383,57.42508830013685,57.425132300006226,57.442433800082654,5,57.44245780003257,1239203.7280908,61.181994300102815,61.18203530018218,61.18209640006535,6,54.186064100125805,1239200.4716981,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,8,8,0,0,8,8,7,61.19868790009059,,,,,,61.18221690016799,,,,2,61.19875820004381,1239207.4843891,61.19868790009059,,63.18640230013989,63.23059030016884,63.23503129999153,4,63.23505590017885,1239209.5206895,64.43797620013356,64.43804650008678,64.45425630011596,5,64.45428330008872,1239210.7399176,68.19487000000663,68.19491029996425,68.19498830009252,6,61.19871150003746,1239207.4843454,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,9,9,0,0,9,9,9,68.21136720012873,,,,,,68.19510790007189,,,,2,68.2114375999663,1239214.4970679,68.21136720012873,,70.19833789998665,70.23907850007527,70.24702870007604,4,70.24705330003053,1239216.5326871,71.45075129996985,71.45081080007367,71.46736939996481,5,71.46739560016431,1239217.7530299,75.20804710010998,75.20808640005998,75.20814650016837,6,68.21139169996604,1239214.4970253,432597,001,2025-08-28_16h52.02.416,Graz,,2025.1.1,59.85776596659775,2025-08-28 16h52.17.419394 -0300,
