img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08061410000664182,0.08068079999065958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
,,,,,,,,,,,,,0.08071139999083243,0.08074740000301972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,9,0.09163780001108535,,,,,,0.08780909999040887,1,0.09165749998646788,177277.5840462,2,0.09169989998918027,177277.5840855,3.0934681000071578,5.092705799994292,5.151020799996331,5.160432300006505,4,5.160453599994071,177282.652842,6.3425504000042565,6.342589300009422,6.3589240000001155,5,6.358949199988274,177283.8513388,10.092041299998527,10.092078499990748,10.108293400000548,6,10.108314199984306,177287.6007021,12.095414999988861,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,1,1,0,0,1,1,5,12.108828199998243,,,,,,12.09570689999964,,,,2,12.10885540000163,177289.6012447,12.108828199998243,14.092481900006533,14.144291500007967,14.15923419999308,4,14.159256399987498,177291.6516449,15.344282200007001,15.344320500007598,15.360066399996867,5,15.360088799992809,177292.8524776,19.091091799986316,19.091127299994696,19.10769090001122,6,19.107712199998787,177296.6001011,21.091405899991514,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,2,21.108061100007035,,,,,,21.09157449999475,,,,2,21.108092599984957,177298.600483,21.108061100007035,23.091276999999536,23.140627199987648,23.158526599989273,3,23.158548999985214,177300.6509377,24.341863000008743,24.341904100001557,24.359774499986088,5,24.359796400007326,177301.8521849,28.092731299984735,28.092812299990328,28.108967700012727,6,28.109016400005203,177305.6014128,30.102036600001156,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,3,3,0,0,3,3,3,30.110825100011425,,,,,,30.102184299990768,,,,2,30.110854099999415,177307.6032429,30.110825100011425,32.09359679999761,32.15676139999414,32.17479469999671,3,32.17481759999646,177309.6672064,33.344277299998794,33.3443460999988,33.36089730000822,5,33.36093500000425,177310.8533288,37.09244340000441,37.09253749999334,37.1097918000014,6,37.109861600009026,177314.6022612,39.092965799995,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,0,39.10918120000861,,,,,,39.093292900011875,,,,2,39.109250899986364,177316.6016495,39.10918120000861,41.09311610000441,41.15782439999748,41.174288999987766,3,41.17431080000824,177318.6666991,42.34321709998767,42.34333020000486,42.35968630001298,5,42.35974409998744,177319.8521437,46.09038770000916,46.090431299991906,46.106938200013246,6,46.1069717000064,177323.5993633,48.090101200010395,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,5,5,0,0,5,5,6,48.107156000012765,,,,,,48.09024019999197,,,,2,48.10719700000482,177325.5995891,48.107156000012765,50.089656500000274,50.134427999990294,50.140269499999704,4,50.140296300000045,177327.6326858,51.34103189999587,51.34110230000806,51.356495699990774,5,51.35652219998883,177328.8489126,55.08990640001139,55.08995140000479,55.1066756999935,6,55.10669779998716,177332.5990867,57.092221900005825,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,6,6,0,0,6,6,4,57.10564019999583,,,,,,57.09253960000933,,,,2,57.10568179999245,177334.5980708,57.10564019999583,59.09252070001094,59.144473199994536,59.15751339998678,3,59.15753500000574,177336.6499233,60.339393500005826,60.339433599991025,60.35571929998696,5,60.3557412000082,177337.8481302,64.08935439999914,64.08939469998586,64.10616440000013,6,64.10619530000258,177341.5985865,66.09168589999899,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,8,66.10767480000504,,,,,,66.09202700000606,,,,2,66.10774440001114,177343.6001439,66.10767480000504,68.08981879998464,68.14518210000824,68.15631409999332,4,68.15633689999231,177345.6487257,69.34191630000714,69.34202809998533,69.35803420000593,5,69.35809339999105,177346.8504926,73.08834640000714,73.08838440000545,73.10531889999402,6,73.10534159999224,177350.5977302,75.09171760000754,,,,,,728637,001,2026-08-10_18h57.33.401,Graz,,2025.1.1,59.89695328834096,2026-08-10 18h57.43.208606 -0300,
