img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.09955519996583462,0.099627599818632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
,,,,,,,,,,,,,0.09966119984164834,0.09969699988141656,,,,,,,,,,,,,,,,,,,,,,,,,,,,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,5,0.17773279990069568,,,,,,0.13584859995171428,1,0.17776039987802505,1254849.1054643,2,0.1778149998281151,1254849.1055161,3.1364801998715848,5.103118599858135,5.213776799850166,5.293634099885821,4,5.293658799957484,1254854.2213635,6.352538099978119,6.352661899989471,6.377479499904439,5,6.377501499839127,1254855.3052049,10.100768100004643,10.100927399937063,10.126775299897417,6,10.126796799944714,1254859.0545013,12.123802099842578,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,3,12.150481499964371,,,,,,12.123934399802238,,,,2,12.150510199833661,1254861.0782142,12.150481499964371,14.125158799812198,14.191375899827108,14.228430999908596,3,14.22845709999092,1254863.1561638,15.353861499810591,15.353935399791226,15.379812599858269,5,15.379837499931455,1254864.3075414,19.122660900000483,19.12270179996267,19.151425499934703,6,19.151450800010934,1254868.0791541,21.111147599993274,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,2,21.137568600010127,,,,,,21.1112757998053,,,,2,21.13762309984304,1254870.065332,21.137568600010127,23.12645209999755,23.171989999944344,23.230705099878833,3,23.23072939994745,1254872.158433,24.350576399825513,24.350627299863845,24.378635099856183,5,24.378658699803054,1254873.3063623,28.10395559994504,28.10399360000156,28.129786799894646,6,28.129808699944988,1254877.0575119,30.105806299950927,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,9,30.131427499931306,,,,,,30.10593399987556,,,,2,30.13145919982344,1254879.059163,30.131427499931306,32.12110190000385,32.16581319994293,32.21747679985128,4,32.21750509995036,1254881.1452103,33.36836969992146,33.36840829998255,33.396696500014514,5,33.39671709993854,1254882.3244201,37.12362299999222,37.12366299983114,37.14907049993053,6,37.14909209986217,1254886.0767956,39.10641649994068,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,4,39.13238979992457,,,,,,39.10655069979839,,,,2,39.1324173999019,1254888.0601211,39.13238979992457,41.11908009997569,41.16337429988198,41.17159669985995,3,41.17161369998939,1254890.0993169,42.364927699789405,42.36496749985963,42.3904029999394,5,42.39042549999431,1254891.3181289,46.11043999996036,46.110480999806896,46.13591620000079,6,46.135940899839625,1254895.0636447,48.11214559990913,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,5,5,0,0,5,5,7,48.13738859980367,,,,,,48.11234419979155,,,,2,48.13742009992711,1254897.0651246,48.13738859980367,50.10964079992846,50.15396669995971,50.18768639978953,4,50.18770879996009,1254899.1154121,51.358436999842525,51.358478099806234,51.38426379999146,5,51.38428549980745,1254900.3119886,55.118043599883094,55.1180828998331,55.143985599977896,6,55.14400679990649,1254904.0717098,57.1016651999671,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,6,6,0,0,6,6,0,57.12741139996797,,,,,,57.10180689999834,,,,2,57.12745869997889,1254906.0551669,57.12741139996797,59.113514999859035,59.15678739990108,59.19167049997486,3,59.19169269991107,1254908.1193962,60.354645599843934,60.354684099787846,60.38916239980608,5,60.38918749988079,1254909.316891,64.10919240000658,64.10923309996724,64.13482079980895,6,64.13484439998865,1254913.0625482,66.10709759988822,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,6,66.13700759992935,,,,,,66.10724099981599,,,,2,66.13703989982605,1254915.0647436,66.13700759992935,68.10344549990259,68.14848979981616,68.15723719983362,4,68.1572606000118,1254917.0849643,69.36404059990309,69.36408639978617,69.39119359990582,5,69.39121699985117,1254918.3189206,73.11433119978756,73.1143693998456,73.13979859999381,6,73.13982639997266,1254922.0675304,75.11878279992379,262707,001,2025-12-04_16h31.34.270,Graz,,2025.1.1,36.959449582502494,2025-12-04 16h31.40.138629 -0300,
