img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.07379260007292032,0.0738623000215739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
,,,,,,,,,,,,,0.07389330002479255,0.07392970006912947,,,,,,,,,,,,,,,,,,,,,,,,,,,,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,9,0.07980079995468259,,,,,,0.07802250003442168,1,0.07981100003235042,1227345.272692,2,0.07984380004927516,1227345.2727225,5.0728631999809295,7.110991799971089,7.060711600119248,7.1057637999765575,7.110991799971089,4,7.111010600114241,1227352.3038923,8.329680100083351,8.329711999977008,8.345488700084388,5,8.345502400072291,1227353.5383836,12.086567600024864,12.086604400072247,12.086652100086212,,,,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,4,12.102384299971163,,,,,,12.08675769995898,,,,2,12.102447899989784,1227357.2953276,12.102384299971163,,14.09023050009273,14.126627099933103,14.131120200036094,3,14.13113410002552,1227359.3240154,15.341797100147232,15.341835099970922,15.358495899941772,5,15.358516900101677,1227360.5513993,19.098898200085387,19.098935700021684,19.098994800122455,6,12.102400399977341,1227357.295282,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,3,19.115294100018218,,,,,,19.099108000053093,,,,2,19.11536550009623,1227364.308245,19.115294100018218,,21.102354400092736,21.13796790014021,21.14213729999028,3,21.142150500090793,1227366.3350316,22.354687799932435,22.354729500133544,22.371310000075027,5,22.37133019999601,1227367.5642115,26.11157099995762,26.11163070006296,26.111705099930987,6,19.11531629995443,1227364.3081986,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,7,26.128102200105786,,,,,,26.111837600125,,,,2,26.12819980015047,1227371.3210814,26.128102200105786,,28.116012000013143,28.156867099925876,28.16173700010404,4,28.161755400011316,1227373.3546389,29.368177500087768,29.368213400011882,29.383928100112826,5,29.383942400105298,1227374.5768236,33.12506510014646,33.12510389997624,33.12515929993242,6,26.128127000061795,1227371.3210099,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,2,33.14096530014649,,,,,,33.12527050008066,,,,2,33.14104140014388,1227378.3339215,33.14096530014649,,35.12777839996852,35.1640951000154,35.16896710009314,3,35.16898400010541,1227380.3618668,36.38103169994429,36.3810708001256,36.39752950007096,5,36.39754429995082,1227381.5904258,40.13712490000762,40.137163900071755,40.1372210001573,6,33.140985399950296,1227378.3338675,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,6,40.15353829995729,,,,,,40.13733640010469,,,,2,40.15359909995459,1227385.3464782,40.15353829995729,,42.14073650003411,42.1790539000649,42.18380150012672,4,42.18381349998526,1227387.3766946,43.39292460004799,43.39296060008928,43.41048580012284,5,43.41050620004535,1227388.6033912,47.149691900005564,47.14972719992511,47.149773800047114,6,40.15355350007303,1227385.3464351,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,0,47.16642599995248,,,,,,47.149885500082746,,,,2,47.16649079998024,1227392.35937,47.16642599995248,,49.15330750006251,49.19600800005719,49.200274999951944,3,49.20028660004027,1227394.3931678,50.4057283999864,50.40576590015553,50.422477799933404,5,50.422501099994406,1227395.6153833,54.163333100033924,54.163366799941286,54.16341989999637,6,47.16644209995866,1227392.3593239,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,1,54.17913460009731,,,,,,54.16352970013395,,,,2,54.17919809999876,1227399.3720777,54.17913460009731,,56.16689980006777,56.20399080007337,56.20871110004373,3,56.208737700013444,1227401.4016193,57.41849790001288,57.41856020013802,57.435104000149295,5,57.435147300129756,1227402.6280293,61.17533010011539,61.17536360002123,61.17541739996523,6,54.17915019998327,1227399.3720323,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,8,8,0,0,8,8,8,61.19190730014816,,,,,,61.17553100013174,,,,2,61.191968500148505,1227406.3848478,61.19190730014816,,63.17969559994526,63.21868719998747,63.22358840005472,4,63.22360590007156,1227408.4164882,64.43206740007736,64.43210550001822,64.44878170010634,5,64.44880220014602,1227409.641684,68.18809360009618,68.18812930001877,68.188183600083,6,61.19192200014368,1227406.3848031,384345,001,2025-08-28_13h35.11.510,Graz,,2025.1.1,59.829832019398,2025-08-28 13h35.36.313271 -0300,
