img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,attempt.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.062014700000872836,0.06211279999115504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
,,,,,,,,,,,,,0.06215290000545792,0.06219070000224747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,1,0.08792259999609087,,,,,,0.06736089999321848,1,0.08794389999820851,67879.0006657,2,0.08799119999457616,67879.0007095,5.084797799994703,7.078892999998061,7.136674599998514,7.180134700000053,3,7.180177699992782,67886.0929004,8.340102699992713,8.340140899992548,8.343295200000284,5,8.343318700004602,67887.2560407,12.082920100001502,12.08296079999127,12.083018399993307,,,,,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,5,12.086461200000485,,,,,,12.08313640000415,,,,2,12.086546599995927,67890.9992653,12.086461200000485,14.080052000004798,14.122805899998639,14.155541700005415,4,14.155572399991797,67893.068294,15.352481299996725,15.352522200002568,15.355542499994044,5,15.355564700003015,67894.2682878,19.08337140000367,19.08341360000486,19.083476400002837,6,12.086486400003196,67890.999208,14.155541700005415,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,9,19.13314599999285,,,,,,19.08359660000133,,,,2,19.13322909999988,67898.0459478,19.13314599999285,21.104487699994934,21.144188399994164,21.155868799993186,4,21.155898199998774,67900.0686189,22.341405300001497,22.34144639999431,22.36845589999575,5,22.368479800003115,67901.2812014,26.085972799992305,26.086014100001194,26.08607380000467,6,19.13317339999776,67898.0458951,,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,8,26.089443199991365,,,,,,26.086189900001045,,,,2,26.089522599999327,67905.0022412,26.089443199991365,28.091657199998735,28.131003400005284,28.143053799998597,4,28.143068599994876,67907.0557891,29.346447599993553,29.34648799999559,29.349670600000536,5,29.349694399992586,67908.2624171,33.08304679999128,33.08308820000093,33.083139099995606,6,26.089467400001013,67905.0021887,,33.13201669999398,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,3,33.13201669999398,,,,,,33.08330149999529,,,,2,33.13212290000229,67912.0448417,33.13201669999398,35.10332589999598,35.14200520000304,35.15604639999219,3,35.15606029999617,67914.0687808,36.38546629999473,36.38550449999457,36.38775890000397,5,36.387791799992556,67915.3005172,40.09267699999327,40.09271579999768,40.09277139999904,6,33.13205030000245,67912.0447872,,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,7,40.09790609999618,,,,,,40.092883199991775,,,,2,40.09798829999636,67919.010707,40.09790609999618,42.101684399996884,42.14168630000495,42.18006729999615,4,42.18009059999895,67921.0928123,43.35079670000414,43.35083310000482,43.37836539999989,5,43.37838819999888,67922.2911094,47.14129499999399,47.1413321,47.141391099998145,6,40.097929499999736,67919.0106508,,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,0,47.14414560000296,,,,,,47.14150499999232,,,,2,47.144299699997646,67926.0570214,47.14414560000296,49.15132829999493,49.189993099993444,49.229667099993094,3,49.22969110000122,67928.1424128,50.40804690000368,50.40808690000267,50.43771030000062,5,50.437734599996475,67929.350456,54.17051789999823,54.17057119999663,54.1706422999996,6,47.14418410000508,67926.056909,,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,4,54.19952310000372,,,,,,54.17079459999513,,,,2,54.1996450000006,67933.1123672,54.19952310000372,56.20333550000214,56.24593350000214,56.2945985999977,3,56.294670999996015,67935.2074031,57.441650499997195,57.44168780000473,57.44609209999908,5,57.44611499999883,67936.3588363,61.194601299997885,61.194716800004244,61.195025399996666,6,54.1995551,67933.1122792,,,866450,001,2025-09-01_13h46.12.851,Graz,,2025.1.1,36.01759243262927,2025-09-01 13h46.23.344038 -0300,
