img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,attempt.stopped,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08943939999153372,0.08951859999797307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
,,,,,,,,,,,,,0.08955419999256264,0.08959869999671355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,4,0.11213039999711327,,,,,,0.09426430000166874,1,0.11214739999559242,74836.9841845,2,0.11219590000109747,74836.9842274,5.092402199996286,7.191346599996905,7.081781600005343,7.173391699994681,7.191346599996905,3,7.191368799991324,74844.0634037,8.346057899994776,8.346094199994695,8.34848200000124,5,8.348501600004965,74845.2205379,12.112296999999671,12.084544299999834,12.084572199994,12.084605299998657,,,,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,5,12.112296999999671,,,,,,12.084708099995623,,,,2,12.112372999996296,74848.9844045,12.112296999999671,,14.096478899999056,14.133807599995635,14.157355599993025,4,14.157371599998442,74851.0294061,15.34493740000471,15.344974199993885,15.349287899996853,5,15.349299800000153,74852.2213334,,19.088586900004884,19.088623499992536,19.08868060000532,6,12.112326899994514,74848.9843618,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,2,19.091310999996495,,,,,,19.088789599991287,,,,2,19.091417599993292,74855.9634511,19.091310999996495,,21.088832599998568,21.126544300001115,21.13906709999719,3,21.139090399999986,74858.0111254,22.341450199994142,22.341492099993047,22.367913599999156,5,22.36793540000508,74859.2399706,,26.090953199993237,26.091069400004926,26.091244399998686,6,19.091339999999036,74855.9633797,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,1,26.117662499993457,,,,,,26.09159609999915,,,,2,26.11773589999939,74862.9897673,26.117662499993457,,28.09675729999435,28.133768200001214,28.15022699999099,3,28.1502513000014,74865.0222862,29.345657400001073,29.34569360000023,29.373095599992666,5,29.37311889999546,74866.2451537,,33.09315040000365,33.09319240000332,33.09325039999385,6,26.117684500000905,74862.9897198,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,9,33.096609999993234,,,,,,33.093365699998685,,,,2,33.09666579999612,74869.9686975,33.096609999993234,35.13308739999775,35.08055250000325,35.11842119999346,35.13308739999775,4,35.13310819999606,74872.005143,36.35688160000427,36.35693409999658,36.38497329999518,5,36.384995100001106,74873.25703,,40.108975099996314,40.10901190000004,40.109067700002925,6,33.09662389999721,74869.9686576,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,7,40.111711000005016,,,,,,40.10917310000514,,,,2,40.11180329999479,74876.9838351,40.111711000005016,,42.11172539999825,42.14984719999484,42.163466900005005,4,42.16348200000357,74879.0355159,43.36201169999549,43.36205009999685,43.36449670000002,5,43.36451400000078,74880.2365498,,47.12210399999458,47.12214130000211,47.122199399993406,6,40.11174239999673,74876.983778,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,47.124754199991,,,,,,47.122307400000864,,,,2,47.124820299999556,74883.9968518,47.124754199991,49.15491199999815,49.11066930000379,49.14819049999642,49.15491199999815,4,49.154929600001196,74886.0269638,50.38855249999324,50.3885883000039,50.39124470000388,5,50.39125859999331,74887.2632926,,54.148080600003595,54.14811969999573,54.148179900003015,6,47.124772700000904,74883.996807,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,0,54.15109020000091,,,,,,54.14828559999296,,,,2,54.15117850000388,74891.0232106,54.15109020000091,,56.15602199999557,56.19327340000018,56.20767849999538,3,56.2076953999931,74893.0797293,57.400798000002396,57.400834300002316,57.42825979999907,5,57.42828340000415,74894.3003183,,61.15500159999647,61.155038400000194,61.15509499999462,6,54.15111869999964,74891.0231546,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
