img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.0722234999993816,0.07230310002341866,,,,,,,,,,,,,516917,001,2026-06-22_14h37.01.438,Graz,,2025.1.1,60.16959403426891,2026-06-22 14h37.12.275620 -0300,
,,,,,,,,,,,,,0.07232869998551905,0.07236140000168234,,,,,,,,,,,516917,001,2026-06-22_14h37.01.438,Graz,,2025.1.1,60.16959403426891,2026-06-22 14h37.12.275620 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,7,0.08101169997826219,,,,,,0.07680299994535744,1,0.08103040000423789,607040.5302547,2,0.08107990003190935,607040.5302943,3.079937299946323,,5.063759400043637,,,,,,,,,
