img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.05799899999965419,0.058058900000105496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
,,,,,,,,,,,,,0.05808279999928345,0.05811379999977362,,,,,,,,,,,,,,,,,,,,,,,,,,,,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,0,0.0661960999996154,,,,,,0.061747400000058406,1,0.06621099999938451,7873.7126004,2,0.06624669999928301,7873.7126336,6.7839874999999665,7.067101499999808,7.103829399999995,7.117222399999264,3,7.11723449999954,7880.7636233,8.31734299999971,8.317369899999903,8.33327829999962,5,8.333291399999325,7881.9796802,12.067209199999525,12.067239500000142,12.085581599999387,6,12.085596399999304,7885.7319859,14.067061899999317,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,5,14.085576599999513,,,,,,14.067166599999837,,,,2,14.085601499999939,7887.7319918,14.085576599999513,16.067849499999284,16.09914679999929,16.135138099999494,4,16.135154599999623,7889.7815449,17.31678649999958,17.31681639999988,17.333166800000072,5,17.333179199999904,7890.979568,21.068471199999294,21.068508499999552,21.085564799999702,6,21.08558819999962,7894.7319794,23.06716679999954,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,9,23.083966999999575,,,,,,23.067278299999998,,,,2,23.08399389999977,7896.7303842,23.083966999999575,25.067033999999694,25.098040599999877,25.100010299999667,4,25.100020999999288,7898.7464101,26.31659319999926,26.31662150000011,26.33328369999981,5,26.333294699999897,7899.9796837,30.06718180000007,30.067216299999927,30.083738499999527,6,30.08375569999953,7903.7301453,32.06677200000013,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,1,32.083460199999536,,,,,,32.06687520000014,,,,2,32.0834748999996,7905.7298638,32.083460199999536,34.067235900000014,34.1006297999993,34.117000299999745,3,34.1170175999996,7907.7634085,35.31692789999943,35.31695679999939,35.333421199999975,5,35.33343269999932,7908.9798219,39.06728209999983,39.06731349999973,39.083900799999356,6,39.083922699999675,7912.730313,41.067309600000044,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,8,41.08401389999926,,,,,,41.067414899999676,,,,2,41.08403779999935,7914.7304283,41.08401389999926,43.06738749999931,43.09979049999947,43.11717520000002,4,43.117194099999324,7916.7635849,44.31794719999925,44.317978299999595,44.3343006999994,5,44.33431669999936,7917.9807063,48.067614099999446,48.06764569999996,48.08404650000011,6,48.08406379999997,7921.7304536,50.06755179999982,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,7,50.084043899999415,,,,,,50.06765899999937,,,,2,50.08406569999988,7923.7304553,50.084043899999415,52.06755199999952,52.101707499999975,52.11732369999936,4,52.11734119999983,7925.7637308,53.317212500000096,53.31724109999959,53.33376880000014,5,53.33378229999926,7926.9801713,57.06722699999955,57.06725659999938,57.083869299999606,6,57.08388009999999,7930.7302688,59.0676298999997,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,6,59.08426150000014,,,,,,59.067733699999735,,,,2,59.08428399999957,7932.7306742,59.08426150000014,61.06782849999945,61.09958649999953,61.11750739999934,4,61.117524199999934,7934.763914,62.31770580000011,62.31773989999965,62.334333299999344,5,62.33435079999981,7935.9807406,66.06794009999976,66.06797159999951,66.08448880000014,6,66.08450670000002,7939.7308965,68.06821289999971,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,3,68.0845116999999,,,,,,68.0683197999997,,,,2,68.08453430000009,7941.7309243,68.0845116999999,70.06798230000004,70.09949899999992,70.11923819999993,3,70.11925919999976,7943.7656513,71.3180255999996,71.3180582999994,71.33465230000002,5,71.33467179999934,7944.9810623,75.06808399999954,75.0681126999998,75.08464789999925,6,75.08466529999987,7948.7310585,77.0682057999993,099452,001,2025-09-02_17h17.06.992,Graz,,2025.1.1,60.076044256686856,2025-09-02 17h17.10.356938 -0300,
