img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.0828562998212874,0.0829523999709636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
,,,,,,,,,,,,,0.08299739984795451,0.08306289999745786,,,,,,,,,,,,,,,,,,,,,,,,,,,,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,7,0.0899794998113066,,,,,,0.08783139986917377,1,0.0899932999163866,1228547.8602233,2,0.09002809994854033,1228547.8602561,5.08953439979814,7.131396599812433,7.076789199840277,7.12442409992218,7.131396599812433,4,7.131425499916077,1228554.9016565,8.345640099840239,8.345680199796334,8.362233799882233,5,8.362260199850425,1228556.1324913,12.0857547998894,12.085793199948967,12.085855699842796,,,,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,2,12.102538299979642,,,,,,12.085971299791709,,,,2,12.102646099869162,1228559.8728773,12.102538299979642,,14.089600299950689,14.129675599979237,14.13414779980667,3,14.134171299869195,1228561.9044023,15.34158409992233,15.341622599866241,15.358405299950391,5,15.358430599793792,1228563.1286616,19.098779099993408,19.09884379990399,19.098941299831495,6,12.102560399798676,1228559.8727915,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,4,19.11534609994851,,,,,,19.09913119999692,,,,2,19.1154803999234,1228566.8857169,19.11534609994851,,21.1021070999559,21.139697599923238,21.144272199831903,3,21.144293899880722,1228568.9145246,22.354528399882838,22.35457540000789,22.371022199979052,5,22.371045199921355,1228570.141277,26.11128730000928,26.1113275999669,26.111385899828747,6,19.11537029989995,1228566.8856014,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,5,26.12790729990229,,,,,,26.111505599925295,,,,2,26.128019999945536,1228573.8982546,26.12790729990229,,28.115120599977672,28.152706599794328,28.157078299904242,4,28.157093699788675,1228575.9273243,29.367533499840647,29.367576299933717,29.384098899783567,5,29.38412439986132,1228577.1543568,33.12442749994807,33.12447279994376,33.1245344998315,6,26.127934999996796,1228573.8981669,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,6,33.14059149986133,,,,,,33.124648599885404,,,,2,33.14067559991963,1228580.9109038,33.14059149986133,,35.12797719985247,35.165238599991426,35.16994579997845,4,35.16996779991314,1228582.9401989,36.380021599819884,36.38006090000272,36.39686079998501,5,36.396884199930355,1228584.1671157,40.13698979979381,40.137030999874696,40.13709370000288,6,33.140613599913195,1228580.9108445,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,5,5,0,0,5,5,0,40.153573899995536,,,,,,40.13721219985746,,,,2,40.153684199787676,1228587.9239166,40.153573899995536,,42.14070259989239,42.17806539987214,42.182650099974126,3,42.182667299872264,1228589.9528976,43.39303089980967,43.39307429990731,43.40961440000683,5,43.40963659994304,1228591.1798675,47.14971359982155,47.1497584998142,47.149819899816066,6,40.15359999984503,1228587.9238316,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,1,47.16635730001144,,,,,,47.14994399994612,,,,2,47.166470899945125,1228594.9367033,47.16635730001144,,49.153755499981344,49.19069610000588,49.19512789999135,3,49.19514959980734,1228596.9653802,50.4058825999964,50.40593079989776,50.42284579994157,5,50.42286799987778,1228598.1930992,54.163068800000474,54.163109299959615,54.16317129996605,6,47.166382799856365,1228594.9366148,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,9,54.17925429996103,,,,,,54.163286299910396,,,,2,54.17934269993566,1228601.9495759,54.17925429996103,,56.16663869982585,56.205103599932045,56.20961879985407,4,56.209638899890706,1228603.9798697,57.41855589998886,57.41859979997389,57.43515289993957,5,57.435176600003615,1228605.205408,61.175443899817765,61.17548199999146,61.175543799996376,6,54.17927549988963,1228601.9495076,101983,001,2025-08-28_13h55.32.766,Graz,,2025.1.1,59.912850842892695,2025-08-28 13h55.38.899913 -0300,
