img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08780890004709363,0.08791970019228756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
,,,,,,,,,,,,,0.08796160016208887,0.08800099999643862,,,,,,,,,,,,,,,,,,,,,,,,,,,,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,2,0.0940990000963211,,,,,,0.09215040015988052,1,0.09411150007508695,1499846.3073201,2,0.09414599998854101,1499846.3073517,5.098778899991885,7.139543900033459,7.085880200145766,7.134897500043735,7.139543900033459,3,7.139565700199455,1499853.3527752,8.354610600043088,8.35464460006915,8.371205599978566,5,8.371224300004542,1499854.5844331,12.094843700062484,12.094879199983552,12.094934400171041,,,,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,3,12.111486800014973,,,,,,12.09504170017317,,,,2,12.11155190016143,1499858.3247578,12.111486800014973,,14.098389300052077,14.135882999980822,14.140005600173026,3,14.140019100159407,1499860.3532274,15.350693800020963,15.350731000071391,15.367356300121173,5,15.367375400150195,1499861.5805841,19.10778580000624,19.10782330017537,19.10787730012089,6,12.111506400164217,1499858.3247154,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,0,19.125174600165337,,,,,,19.107984100002795,,,,2,19.12527330010198,1499865.3384803,19.125174600165337,,21.111327800201252,21.148648800095543,21.15306150005199,3,21.153077200055122,1499867.3662865,22.36353910015896,22.363577699987218,22.380024100188166,5,22.380042500095442,1499868.5932516,26.12047730013728,26.12051310017705,26.1205691001378,6,19.125193000072613,1499865.3384017,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,4,26.13696949998848,,,,,,26.120680700056255,,,,2,26.137033600127324,1499872.3502399,26.13696949998848,,28.1239178001415,28.16407830012031,28.16846610000357,3,28.168480799999088,1499874.3816898,29.376462200190872,29.376498400000855,29.39292630017735,5,29.392946199979633,1499875.6061551,33.13319480000064,33.1332361001987,33.13329290016554,6,26.136987700127065,1499872.3501965,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,1,33.14982930012047,,,,,,33.13340100017376,,,,2,33.14989600004628,1499879.3631024,33.14982930012047,,35.136636400129646,35.17350780009292,35.17760769999586,3,35.1776229001116,1499881.3908315,36.389019900001585,36.38905890006572,36.405523100169376,5,36.405544199980795,1499882.6187531,40.14587050001137,40.14590870006941,40.145964900031686,6,33.14985000016168,1499879.3630589,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,5,40.16244180011563,,,,,,40.14607310015708,,,,2,40.16250900016166,1499886.3757152,40.16244180011563,,42.14947970001958,42.18629780015908,42.19034530012868,4,42.19036050001159,1499888.4035691,43.401858900208026,43.40189540013671,43.41861510020681,5,43.41863580001518,1499889.6318445,47.15864400006831,47.1586844001431,47.158737500198185,6,40.1624613001477,1499886.3756705,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,47.17552290018648,,,,,,47.15884290006943,,,,2,47.17561490018852,1499893.3888227,47.17552290018648,,49.16230800002813,49.1995141999796,49.20363920019008,4,49.203654600074515,1499895.4168674,50.41481990017928,50.41486660018563,50.43129500001669,5,50.43131690006703,1499896.6445255,54.1714523001574,54.17149069998413,54.17154940008186,6,47.17554850014858,1499893.388759,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,7,54.18803480011411,,,,,,54.17166390013881,,,,2,54.188106200192124,1499900.4013132,54.18803480011411,,56.17510830005631,56.212678800104186,56.2173071000725,4,56.21731980005279,1499902.4305286,57.42741880007088,57.427453899988905,57.44402669998817,5,57.44404640002176,1499903.6572552,61.184131500078365,61.18416740000248,61.18422120017931,6,54.18805560003966,1499900.4012654,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,8,8,0,0,8,8,9,61.20086310012266,,,,,,61.18433210020885,,,,2,61.20092790015042,1499907.414134,61.20086310012266,,63.187953900080174,63.22538730013184,63.229953500209376,4,63.22997340001166,1499909.4431828,64.44024180015549,64.44028330012225,64.45681250002235,5,64.4568313001655,1499910.6700403,68.19710410013795,68.19714050018229,68.19719490013085,6,61.20088280015625,1499907.4140917,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,9,9,0,0,9,9,6,68.2136570001021,,,,,,68.19730080012232,,,,2,68.2137253000401,1499914.4269316,68.2136570001021,,70.20074840006419,70.23757050000131,70.24198850011453,4,70.24200220010243,1499916.4552107,71.45294840005226,71.45298380008899,71.46963860001415,5,71.46965920017101,1499917.6828681,75.20972630009055,75.20976330013946,75.20981959998608,6,68.21367740002461,1499914.4268866,678743,001,2025-08-31_17h16.56.086,Graz,,2025.1.1,59.89971587123966,2025-08-31 17h17.04.655483 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,75.22633620002307,1499921.4395449,,,,,,,,,
