img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,attempt.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06670720000693109,0.06677700000000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
,,,,,,,,,,,,,0.06680880000931211,0.06684420000237878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,4,0.09209279999777209,,,,,,0.07102479999593925,1,0.0921165000036126,72071.8691113,2,0.09216960000048857,72071.8691609,5.08515470000566,7.092461399995955,7.1738890999986324,7.215812099995674,3,7.215841199998977,72078.9928356,8.32333820000349,8.323372600003495,8.349797800008673,5,8.349820700008422,72080.126815,12.080214700006763,12.080253499996616,12.080311199999414,,,,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,8,12.083628799999133,,,,,,12.080435700001544,,,,2,12.083685400008108,72083.8606766,12.083628799999133,14.088447600006475,14.12561000000278,14.136752200007322,4,14.136765000002924,72085.9137583,15.347141200007172,15.3471833000076,15.350218200008385,5,15.350244300003396,72087.12724,19.09815059999528,19.09818620000442,19.098245800007135,6,12.08364260000235,72083.8606361,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,19.124376000007032,,,,,,19.09835369999928,,,,2,19.124448999995366,72090.9014399,19.124376000007032,21.110203100004583,21.147618899994995,21.15964480000548,4,21.159661600002437,72092.9366604,22.35235709999688,22.352395399997476,22.355585299999802,5,22.35560819999955,72094.1326037,26.10195530000783,26.10199300000386,26.102052999995067,6,19.124399000007543,72090.9013936,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,0,26.10570810000354,,,,,,26.10217110000667,,,,2,26.105814399998053,72097.8828066,26.10570810000354,28.113148999997065,28.152494099995238,28.16622680000728,3,28.166249600006267,72099.9432433,29.359353100007866,29.35939060000237,29.361692400008906,5,29.361717599997064,72101.1387137,33.11379270000907,33.11383090000891,33.11389140000392,6,26.105738800004474,72097.882735,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,9,33.11672120000003,,,,,,33.113999000008334,,,,2,33.11679080000613,72104.8937819,33.11672120000003,35.120665700000245,35.15848840000399,35.19276069999614,4,35.192789000007906,72106.9697834,36.375367200002074,36.37541069999861,36.37778110000363,5,36.37779830000363,72108.1547923,40.122904999996535,40.12294280000788,40.12301170000865,6,33.116743000005954,72104.8937378,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,5,40.1264574000088,,,,,,40.12312459999521,,,,2,40.12654199999815,72111.9035337,40.1264574000088,42.15539159999753,42.19259690000035,42.20476590000908,4,42.20477850000316,72113.9817719,43.39021599999978,43.390253300007316,43.39333190000616,5,43.393350800004555,72115.1703445,47.15311970000039,47.15316349999921,47.15322770000785,6,40.126482000006945,72111.9034786,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,6,47.15583659999538,,,,,,47.15334129999974,,,,2,47.155908600005205,72118.9329,47.15583659999538,49.15266770000744,49.19116119999671,49.225791999997455,4,49.225822399996105,72121.0028174,50.44223850000708,50.44227660000615,50.44541470000695,5,50.445440299998154,72122.2224365,54.154662700006156,54.15471129999787,54.15478589999839,6,47.15585799999826,72118.9328523,49.225791999997455,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,1,54.15948159999971,,,,,,54.15493950000382,,,,2,54.1595410000009,72125.9365319,54.15948159999971,56.16023100000166,56.19830469999579,56.25400020000234,3,56.254028299998026,72128.0310228,57.42571589999716,57.42575160000706,57.428418800001964,5,57.428457300004084,72129.2054556,61.15814390000014,61.1581823000015,61.158237600000575,6,54.15949750000436,72125.9364916,,,109386,001,2025-09-01_14h56.12.810,Graz,,2025.1.1,36.94636791342001,2025-09-01 14h56.16.213689 -0300,
