img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.13140069996006787,0.1314743000548333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
,,,,,,,,,,,,,0.13150970009155571,0.13154669990763068,,,,,,,,,,,,,,,,,,,,,,,,,,,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,9,0.137778100091964,,,,,,0.1357541000470519,1,0.1377976001240313,1230888.2548817,2,0.13783859997056425,1230888.2549196,5.145726900082082,7.13289269991219,7.1811005000490695,7.186737600015476,4,7.186759900068864,1230895.3038446,8.385208199964836,8.385247000027448,8.40181319997646,5,8.401836900040507,1230896.5189214,12.14197070011869,12.14200729993172,12.142067299922928,,,,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,4,12.15860900003463,,,,,,12.142184800002724,,,,2,12.158698100131005,1230900.2757815,12.15860900003463,14.145518000004813,14.184447800042108,14.18888820009306,3,14.188917899969965,1230902.3060025,15.398067400092259,15.398107700049877,15.414534399984404,5,15.414565399987623,1230903.5316522,19.15499750012532,19.155040699988604,19.155114900087938,6,12.158631100086495,1230900.2757155,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,19.17133600008674,,,,,,19.155247899936512,,,,2,19.171429800102487,1230907.2885137,19.17133600008674,21.158338899957016,21.197335500037298,21.20184320001863,4,21.201860199915245,1230909.3189436,22.410590999992564,22.410631499951705,22.427346599986777,5,22.42737070005387,1230910.5444551,26.167461900040507,26.167500900104642,26.1675587000791,6,19.171363499946892,1230907.2884481,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,2,26.184308900032192,,,,,,26.167670000111684,,,,2,26.184397200122476,1230914.3014789,26.184308900032192,28.171431200113147,28.21022000000812,28.215308600105345,3,28.215329499915242,1230916.3324138,29.42334460001439,29.42338449996896,29.440251199994236,5,29.440273399930447,1230917.5573575,33.180641700048,33.18068370013498,33.18075200007297,6,26.184333800105378,1230914.3014185,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,1,33.19684659992345,,,,,,33.18087409995496,,,,2,33.19699320010841,1230921.3140957,33.19684659992345,35.184678700054064,35.22296219994314,35.227685400051996,3,35.22770470008254,1230923.3447886,36.436651800060645,36.43671769998036,36.453207900049165,5,36.453266999917105,1230924.5703594,40.19304249994457,40.19309989991598,40.193180799949914,6,33.196876799920574,1230921.3139627,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,6,40.209929700009525,,,,,,40.193334999959916,,,,2,40.210040299920365,1230928.3271242,40.209929700009525,42.19681950006634,42.235624599969015,42.2407631999813,4,42.24078320013359,1230930.3578669,43.44904540013522,43.44908900000155,43.46571259992197,5,43.46573680010624,1230931.5828212,47.20605990011245,47.206102000083774,47.206169000128284,6,40.209961799904704,1230928.3270475,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,3,47.22241159994155,,,,,,47.206285499967635,,,,2,47.222509999992326,1230935.3396003,47.22241159994155,49.20978579996154,49.24744120007381,49.25177330011502,3,49.25178800011054,1230937.3688713,50.46196170011535,50.46200560010038,50.478599899914116,5,50.47862139996141,1230938.5957052,54.21906160004437,54.21912069991231,54.21920490008779,6,47.22243380011059,1230935.3395173,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,5,54.235432599904016,,,,,,54.21933660004288,,,,2,54.23555830004625,1230942.352654,54.235432599904016,56.22232900001109,56.2620127000846,56.26639369991608,4,56.266408500028774,1230944.3834919,57.47474390012212,57.47478469996713,57.49134390009567,5,57.49136619991623,1230945.6084514,61.231624600011855,61.23166329995729,61.23172549996525,6,54.23546200012788,1230942.3525465,898735,001,2025-08-28_14h34.24.319,Graz,,2025.1.1,59.79538018238151,2025-08-28 14h34.39.295445 -0300,
