img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06510670005809516,0.06516390002798289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
,,,,,,,,,,,,,0.06518639996647835,0.065217399969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.08606969995889813,,,,,,0.0690152000170201,1,0.08608289994299412,615347.2232267,2,0.0861159999622032,615347.2232578,3.0708331000059843,5.105808099964634,5.053564899950288,5.09814010001719,5.105808099964634,4,5.105837099952623,615352.2429823,6.3202842000173405,6.320317800040357,6.336913699982688,5,6.336931400001049,615353.4740752,10.070346800028346,10.070377100026235,10.08693770004902,6,10.086954499944113,615357.2240986,12.070508599979803,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,2,12.086995300021954,,,,,,12.070616999990307,,,,2,12.087020199978724,615359.2241647,12.086995300021954,,14.070386899984442,14.109303100034595,14.121162800001912,3,14.121185000054538,615361.2583309,15.32078760000877,15.32081800000742,15.337400799966417,5,15.337418999988586,615362.4745631,19.070453600026667,19.07049900002312,19.087431699968874,6,19.08744889998343,615366.224593,21.07140769995749,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,8,21.087744800024666,,,,,,21.071530299959704,,,,2,21.087768199970014,615368.2249129,21.087744800024666,,23.070946600055322,23.110087299952284,23.121349000022747,4,23.121367400046438,615370.2585118,24.320678199990653,24.32071060000453,24.337261199951172,5,24.33727809996344,615371.4744225,28.070757000008598,28.070788500015624,28.08732609997969,6,28.08734580001328,615375.2244899,30.07092129997909,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,7,30.087318400037475,,,,,,30.071034400025383,,,,2,30.087343899998814,615377.2244887,30.087318400037475,,32.070867600035854,32.11234089999925,32.12152539996896,4,32.121568199945614,615379.258719,33.32085679995362,33.32088879996445,33.337723699980415,5,33.33774180000182,615380.4748861,37.07082360005006,37.070857299957424,37.08746569999494,6,37.087484500021674,615384.2246294,39.07157360005658,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,0,39.08804009994492,,,,,,39.07168729999103,,,,2,39.08806270000059,615386.2252066,39.08804009994492,,41.07091110001784,41.10864740004763,41.12171830004081,3,41.12173669994809,615388.2588813,42.32131010002922,42.32134529994801,42.33793469995726,5,42.33795259997714,615389.475097,46.071086299954914,46.071117399958894,46.08768490003422,6,46.08770250005182,615393.2248465,48.071070199948736,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,3,48.087602699990384,,,,,,48.07117939996533,,,,2,48.087627699947916,615395.2247713,48.087602699990384,,50.07108489994425,50.11172070004977,50.123255699989386,3,50.12327480001841,615397.2604196,51.32152690005023,51.3215610999614,51.33796150004491,5,51.33797999995295,615398.4751239,55.07120699994266,55.071237799944356,55.08808889996726,6,55.08810799999628,615402.225252,57.07173850003164,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,6,6,0,0,6,6,4,57.088227799977176,,,,,,57.07186210004147,,,,2,57.088250800035894,615404.225395,57.088227799977176,,59.07164940005168,59.11165640002582,59.12202749995049,3,59.122045999974944,615406.2591904,60.32133069995325,60.3213623999618,60.337886000052094,5,60.33790309994947,615407.4750464,64.07179179997183,64.07182389998343,64.08843070000876,6,64.08844830002636,615411.2255922,66.07148090004921,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,9,66.08794490003493,,,,,,66.07158820005134,,,,2,66.08796729997266,615413.2251112,66.08794490003493,,68.07148110005073,68.110614300007,68.122159200022,4,68.12217740004417,615415.2593217,69.32160969998222,69.32164380000904,69.33838229998946,5,69.33840789995156,615416.4755545,73.0715557000367,73.07158999994863,73.08809049997944,6,73.08810789999552,615420.2252534,75.07150670001283,,,,,,864643,001,2026-06-22_16h55.29.104,Graz,,2025.1.1,59.992069057920325,2026-06-22 16h55.38.956174 -0300,
