img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08856410000001347,0.08863300000001573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
,,,,,,,,,,,,,0.08866299999999683,0.08869820000001027,,,,,,,,,,,,,,,,,,,,,,,,,,,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.09578369999999836,,,,,,0.09350930000002222,1,0.09579510000000369,182.0067326,2,0.09583340000000362,182.0067687,5.10167770000001,7.088875000000002,7.144059900000002,7.149447400000014,4,7.149459800000017,189.0603979,8.341012700000022,8.341045500000007,8.357764500000002,5,8.35777760000002,190.268715,12.09800580000001,12.098040800000007,12.098091100000005,,,,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,9,12.114639100000005,,,,,,12.098197900000002,,,,2,12.114707199999998,194.0256427,12.114639100000005,14.101491400000015,14.137360200000018,14.141983100000004,4,14.141994900000014,196.0529325,15.3539375,15.353968900000012,15.370607400000011,5,15.370618200000024,197.2815555,19.110892000000007,19.110959700000024,19.111004700000024,6,12.1146612,194.0255992,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,19.127463200000022,,,,,,19.111109900000002,,,,2,19.127514100000013,201.0384498,19.127463200000022,21.114303000000007,21.151061800000008,21.155931900000013,4,21.155944000000005,203.0668819,22.366778900000014,22.366810600000008,22.38340740000001,5,22.383423800000003,204.2943621,26.123456900000008,26.123488900000012,26.12353090000002,6,19.127475800000013,201.0384135,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,2,26.14038480000002,,,,,,26.12364020000001,,,,2,26.1404359,208.0513713,26.14038480000002,28.127275400000002,28.175058800000016,28.17975560000002,3,28.179767800000008,210.0907055,29.379538600000018,29.379571200000015,29.396216699999997,5,29.396228200000024,211.3071658,33.136499800000024,33.1365328,33.13657380000001,6,26.140396100000004,208.0513334,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,1,33.15300720000002,,,,,,33.1366773,,,,2,33.15305710000001,215.0639926,33.15300720000002,35.13991950000002,35.1749987,35.17987430000002,3,35.1798866,217.0908243,36.3922742,36.39230810000001,36.408870200000024,5,36.4089079,218.3198465,40.149103,40.1491379,40.149182800000005,6,33.15301870000002,215.0639562,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,5,5,0,0,5,5,3,40.165857200000005,,,,,,40.14929750000002,,,,2,40.16592180000001,222.0768572,40.165857200000005,42.1528505,42.18820820000002,42.1930376,3,42.193051,224.1039887,43.404976300000015,43.405013500000024,43.421628700000014,5,43.421643500000016,225.3325814,47.1621366,47.1621681,47.162208600000014,6,40.165877600000016,222.0768158,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,4,47.178773800000016,,,,,,47.16231770000002,,,,2,47.17882230000001,229.0897578,47.178773800000016,49.16579850000002,49.201007300000015,49.205968600000006,3,49.205980100000005,231.1169177,50.41801270000002,50.41804920000001,50.43459300000001,5,50.434614400000015,232.3455529,54.1747053,54.174737100000016,54.17477890000001,6,47.17878480000002,229.0897225,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,8,54.191466400000024,,,,,,54.1748887,,,,2,54.191518100000025,236.1024535,54.191466400000024,56.17839710000001,56.2141211,56.218797800000004,4,56.21881020000001,238.1297483,57.43087790000001,57.4309126,57.4474548,5,57.4474726,239.3584112,61.187555,61.18758890000001,61.1876388,6,54.19147910000001,236.1024167,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,8,8,0,0,8,8,5,61.20409990000002,,,,,,61.1877441,,,,2,61.20416560000001,243.1151016,61.20409990000002,63.19143680000002,63.22804450000001,63.23296050000002,4,63.23297360000001,245.1439116,64.44363520000002,64.44366630000002,64.4602902,5,64.46030200000001,246.3712399,68.20043430000001,68.20046960000002,68.2005178,6,61.20411870000001,243.1150584,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,9,9,0,0,9,9,0,68.21702540000001,,,,,,68.20062610000002,,,,2,68.2170773,250.1280126,68.21702540000001,70.2045741,70.2396842,70.24434530000002,3,70.2443581,252.1552959,71.45645520000002,71.45648630000002,71.472924,5,71.4729356,253.3838742,75.21342190000001,75.21345380000002,75.21349889999999,6,68.21703720000002,250.1279756,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,10,0,1,1,0,10,7,75.22989239999998,,,,,,75.21360340000001,,,,2,75.22994299999999,257.1408786,75.22989239999998,77.21703030000003,77.25287309999999,77.2574945,4,77.2575084,259.1684462,78.4690091,78.46904190000004,78.4856734,5,78.48568549999999,260.3966232,82.22597510000003,82.22600750000004,82.2260498,6,75.22990429999999,257.1408418,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,11,1,1,1,1,11,6,82.2428018,,,,,,82.22615300000001,,,,2,82.24285170000002,264.1537869,82.2428018,84.22974240000002,84.26549950000003,84.2703932,4,84.27040550000004,266.1813433,85.48204179999999,85.48207610000003,85.49857680000002,5,85.49859229999998,267.4095298,89.23902450000003,89.2390565,89.23909850000001,6,82.24281350000001,264.1537507,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,12,2,1,1,2,12,0,89.25561620000002,,,,,,89.2392092,,,,2,89.2556654,271.1666008,89.25561620000002,91.24257590000002,91.27774010000002,91.28249420000003,3,91.28253050000001,273.1934707,92.49493720000004,92.49496779999998,92.51147330000003,5,92.51148570000004,274.4224229,96.25163620000001,96.2516718,96.25172079999999,6,89.25562730000001,271.1665651,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,13,3,1,1,3,13,5,96.2682868,,,,,,96.25183370000002,,,,2,96.26836789999999,278.1793053,96.2682868,98.25548730000003,98.29139129999999,98.2963049,4,98.29631710000001,280.2072549,99.50763169999999,99.50766429999999,99.5243509,5,99.52436320000004,281.4353005,103.26452119999999,103.26455909999999,103.26461210000002,6,96.2683068,278.1792469,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,14,4,1,1,4,14,4,103.2812002,,,,,,103.2647164,,,,2,103.28126980000002,285.1922052,103.2812002,105.26800050000003,105.3028501,105.30771529999998,3,105.307728,287.2186659,106.52051440000002,106.5205464,106.53716630000002,5,106.5371859,288.4481241,110.27744000000001,110.2774746,110.27752100000004,6,103.28121830000003,285.1921571,401237,001,2025-08-31_18h58.02.016,Graz,,2025.1.1,60.02058706136466,2025-08-31 18h58.11.134857 -0300,
