img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.07203470000058587,0.07210000000122818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
,,,,,,,,,,,,,0.07212720000097761,0.07216500000140513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,3,0.09211130000039702,,,,,,0.07694439999977476,1,0.0921319000008225,9098.1128446,2,0.0921905000013794,9098.1129024,3.0745436000015616,5.109253000000535,5.0580127000012,5.09906410000076,5.109253000000535,3,5.109275800001342,9103.129987,6.324640599999839,6.324671700000181,6.341199399999823,5,6.341217799999868,9104.361928,10.074670500000138,10.074700099999973,10.091236500000377,6,10.091254000000845,9108.1119648,12.074691200001325,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,1,1,0,0,1,1,9,12.091298700001062,,,,,,12.074796500000957,,,,2,12.091322199999922,9110.1120323,12.091298700001062,,14.07520889999978,14.113202900000033,14.126005400001304,4,14.126024099999995,9112.1467356,15.324798499999815,15.32483289999982,15.341364400001112,5,15.341382200000226,9113.3620928,19.07485600000109,19.074888700000884,19.09140590000061,6,19.091423800000484,9117.1121348,21.07496380000157,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,21.091513500001383,,,,,,21.075068800000736,,,,2,21.091537700000117,9119.1122484,21.091513500001383,,23.075027700000646,23.114687200000844,23.126865899999757,4,23.12688630000048,9121.1475982,24.325451100001374,24.325484900000447,24.341949800000293,5,24.341967500000464,9122.3626783,28.075026000000435,28.075058500000523,28.091623000000254,6,28.09164050000072,9126.1123518,30.07504289999997,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,3,3,0,0,3,3,2,30.091659000001528,,,,,,30.0751479999999,,,,2,30.091688800001066,9128.112401,30.091659000001528,,32.07508830000006,32.1124620999999,32.12620000000061,3,32.12622100000044,9130.1469333,33.32519630000024,33.32522880000033,33.34173050000027,5,33.341748500000904,9131.3624594,37.07519930000126,37.075232700000925,37.09177590000036,6,37.09179349999977,9135.1125044,39.07523500000025,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,0,39.09189450000122,,,,,,39.07535120000102,,,,2,39.09192030000122,9137.1126321,39.09189450000122,,41.07524240000021,41.11229540000022,41.126374500001475,3,41.126394200000504,9139.1471057,42.3253093000003,42.325344300001234,42.34192440000152,5,42.34194610000122,9140.3626582,46.07530709999992,46.07533810000132,46.09195750000072,6,46.091975500001354,9144.1126867,48.075363600000856,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,5,5,0,0,5,5,5,48.09204510000018,,,,,,48.075465100000656,,,,2,48.09207080000124,9146.112782,48.09204510000018,,50.075421800000186,50.11356280000109,50.12655310000082,4,50.12657089999993,9148.1472819,51.32549680000011,51.325529100000495,51.342022000000725,5,51.34204060000047,9149.3627515,55.07553619999999,55.075576700000966,55.092126100000314,6,55.09214600000087,9153.1128573,57.075604999999996,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,57.09216850000121,,,,,,57.07572160000018,,,,2,57.09219250000024,9155.1129038,57.09216850000121,,59.07555810000122,59.114006900001186,59.12665870000092,4,59.12667670000155,9157.1473877,60.32562140000118,60.325655200000256,60.342247399999906,5,60.34226510000008,9158.3629752,64.07566860000043,64.07570310000119,64.0922384000005,6,64.09225550000156,9162.1129663,66.07570940000005,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,7,7,0,0,7,7,4,66.09234130000004,,,,,,66.0758177000007,,,,2,66.09236840000085,9164.1130797,66.09234130000004,,68.07573840000077,68.11285710000084,68.12688270000035,3,68.12690040000052,9166.1476118,69.32579220000116,69.32582480000019,69.34233050000148,5,69.34234819999983,9167.3630589,73.07582490000095,73.07585500000096,73.09242919999997,6,73.0924457000001,9171.1131563,75.07590500000151,,,,,,194797,001,2026-07-20_16h38.34.346,Graz,,2025.1.1,59.827612716949936,2026-07-20 16h38.42.310802 -0300,
