img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,attempt.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.039197900012368336,0.12839270000404213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
,,,,,,,,,,,,,0.12844710001081694,0.1285045000113314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,0,0.13530660000105854,,,,,,0.13269680000666995,1,0.13531979999970645,71821.9136655,2,0.13535460000275634,71821.9136978,5.176559300001827,7.154574500003946,7.235408100008499,7.3047718000016175,3,7.3047978000104195,71829.0831454,8.399925500008976,8.39996290000272,8.41833850000694,5,8.418364299999666,71830.196712,12.129867000010563,12.129906000001938,12.129968599998392,,,,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,9,12.154832800006261,,,,,,12.130080200004159,,,,2,12.154917899999418,71833.9332619,12.154832800006261,14.138440900002024,14.187256900011562,14.23320670000976,4,14.233233600010863,71836.0115814,15.393262800003868,15.39330000001064,15.41973880000296,5,15.419763600002625,71837.1981105,19.13974510000844,19.139780500001507,19.13984139999957,6,12.154855800006771,71833.9332054,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,2,19.142573300006916,,,,,,19.139948000010918,,,,2,19.14265300000261,71840.9209981,19.142573300006916,21.129155000002356,21.165189400009695,21.21110490000865,3,21.2111353000073,71842.9894823,22.401391899999,22.401430300000357,22.40446950000478,5,22.404538300004788,71844.1828892,26.137012600011076,26.137042100002873,26.137075400009053,6,19.142591900003026,71840.9209392,21.21110490000865,26.161945200001355,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,6,26.161945200001355,,,,,,26.137183800005005,,,,2,26.162035500005004,71847.940381,26.161945200001355,28.15810220000276,28.195930900008534,28.209924300012062,4,28.20995540000149,71849.9883021,29.41147940000519,29.411516799998935,29.415335700003197,5,29.415363500011154,71851.1937115,33.1571210000111,33.15716030000476,33.15721740000299,6,26.161979200012865,71847.9403261,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,7,33.159827600000426,,,,,,33.157331000009435,,,,2,33.15990949999832,71854.9382536,33.159827600000426,35.16429120000976,35.202103200004785,35.21381860000838,4,35.21384700000635,71856.9921952,36.41172230000666,36.41176300001098,36.414772900010576,5,36.41479239999899,71858.1931393,40.17282390000764,40.17286910000257,40.1729350000096,6,33.15984950000711,71854.9381967,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,5,5,0,0,5,5,1,40.20090700000583,,,,,,40.17304590001004,,,,2,40.20099100000516,71861.9793351,40.20090700000583,42.1854280000116,42.222294700011844,42.26251980000234,3,42.262555200009956,71864.0409041,43.42346090001229,43.423501600002055,43.45047590001195,5,43.45049940000172,71865.2288466,47.179824100006954,47.179862800010596,47.17992390001018,6,40.20093180000549,71861.9792787,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,47.20760050001263,,,,,,47.180036800011294,,,,2,47.20769520000613,71868.9860419,47.20760050001263,49.276961600000504,49.31585949999862,49.4086621000024,4,49.408687400005874,71871.1870347,50.433522800012724,50.43356540000241,50.4852169000078,5,50.485241700007464,71872.2635884,54.206543100008275,54.20657960000972,54.20663480000803,6,47.20762640000612,71868.9859738,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,5,54.23432160000084,,,,,,54.20674300000246,,,,2,54.234402700007195,71876.0127462,54.23432160000084,56.2148087000096,56.252141700009815,56.29824490001192,4,56.29828010000347,71878.0766284,57.484357599998475,57.48439500000677,57.486828600012814,5,57.48685070000647,71879.2651986,61.20793540000159,61.20797319999838,61.20802910000202,6,54.234345700009726,71876.0126929,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,8,8,0,0,8,8,4,61.23531040000671,,,,,,61.208137300011,,,,2,61.23540030000731,71883.0137438,61.23531040000671,63.25476830000116,63.2903723000054,63.30932990000292,3,63.30935020001198,71885.0876969,64.50901800001157,64.50905510000302,64.53733300000022,5,64.53736230000504,71886.3157099,68.23159570001008,68.23163660000137,68.23169490000873,6,61.2353398000123,71883.0136878,,,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,9,9,0,0,9,9,3,68.25821460000589,,,,,,68.23180920000596,,,,2,68.2582953000092,71890.0366389,68.25821460000589,70.24085630000627,70.27665179999894,70.29294030000165,3,70.29296220000833,71892.0713088,71.48480950000521,71.48485330000403,71.48791140000685,5,71.48799570000847,71893.2663524,75.22922560000734,75.22925620000751,75.2292909000098,6,68.25823940000555,71890.0365869,,75.25483960000565,336519,001,2025-09-01_14h51.57.365,Graz,,2025.1.1,None,2025-09-01 14h52.06.188164 -0300,
