img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.09174699988216162,0.09181819995865226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
,,,,,,,,,,,,,0.09185090009123087,0.0918890000320971,,,,,,,,,,,,,,,,,,,,,,,,,,,,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.11621390003710985,,,,,,0.09698659996502101,1,0.11623549996875226,1256484.6513781,2,0.11628689989447594,1256484.651426,3.117250799899921,5.110307999886572,5.1961922000627965,5.237646099878475,4,5.237674599979073,1256489.7728169,6.3680368000641465,6.368076999904588,6.393668599892408,5,6.39369049994275,1256490.928832,10.1044922999572,10.104528700001538,10.124630599981174,6,10.12465239991434,1256494.6597946,12.101699399994686,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,1,1,0,0,1,1,9,12.127751299878582,,,,,,12.10182849992998,,,,2,12.12777810008265,1256496.6629199,12.127751299878582,14.10861189989373,14.152625199873,14.18633920000866,4,14.18637580005452,1256498.7215175,15.35182820004411,15.351868099998683,15.377654500072822,5,15.37767679989338,1256499.9128184,19.103091900004074,19.103136299876496,19.12877029995434,6,19.128791899885982,1256503.6639335,21.099715000018477,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,8,21.1336707000155,,,,,,21.099838899914175,,,,2,21.13370030000806,1256505.6688421,21.1336707000155,23.10353960003704,23.14727389998734,23.182376899989322,4,23.182399899931625,1256507.717542,24.3545371000655,24.354577000020072,24.380026000086218,5,24.380047499900684,1256508.9151889,28.09384680003859,28.09388400008902,28.11953860009089,6,28.11962589994073,1256512.6547768,30.10563399991952,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,3,3,0,0,3,3,3,30.133142800070345,,,,,,30.105756799923256,,,,2,30.133172600064427,1256514.6683147,30.133142800070345,32.09867929993197,32.142754999920726,32.17595799989067,3,32.17598220007494,1256516.711125,33.36592769995332,33.36596779990941,33.416533699957654,5,33.416558200027794,1256517.9517005,37.108629199909046,37.10866630007513,37.134114200016484,6,37.134137500077486,1256521.6692796,39.102902699960396,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,4,39.12916189990938,,,,,,39.103027400095016,,,,2,39.12919540004805,1256523.6643381,39.12916189990938,41.103117200080305,41.1607745999936,41.18100850004703,3,41.181053600041196,1256525.7162031,42.35212439997122,42.35216169990599,42.377720299875364,5,42.37774239992723,1256526.9128839,46.10319619998336,46.10323220002465,46.130086000077426,6,46.130119499983266,1256530.6652628,48.10189220006578,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,5,5,0,0,5,5,7,48.12778549990617,,,,,,48.102025399915874,,,,2,48.127814000006765,1256532.662956,48.12778549990617,50.114571899874136,50.15877079986967,50.191910800058395,4,50.19193199998699,1256534.7270736,51.36373899993487,51.36378809995949,51.389305300079286,5,51.38932690001093,1256535.9244683,55.09632380004041,55.09636069997214,55.12251199991442,6,55.122547399951145,1256539.6576893,57.09642120008357,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,5,57.121931300032884,,,,,,57.0965489000082,,,,2,57.12196430005133,1256541.6571065,57.121931300032884,59.10017509991303,59.14644669997506,59.2015557999257,4,59.201583799906075,1256543.7367261,60.3430389999412,60.3430901998654,60.368466099957004,5,60.36849049990997,1256544.903633,64.10087059997022,64.10091009992175,64.15112569998018,6,64.15115160006098,1256548.6862939,66.10812420002185,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,7,7,0,0,7,7,2,66.13378229993396,,,,,,66.10825569997542,,,,2,66.1338152999524,1256550.6689581,66.13378229993396,68.11227539996617,68.15599590004422,68.16477659996599,3,68.16481380001642,1256552.6999569,69.34747939999215,69.34751800005324,69.37343159993179,5,69.373452299973,1256553.9085937,73.10030229995027,73.10034139989875,73.12582589988597,6,73.12584699993022,1256557.6609887,75.11653680005111,711944,001,2025-12-04_16h58.46.636,Graz,,2025.1.1,38.10902994501984,2025-12-04 16h58.55.738138 -0300,
