img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.0703476001508534,0.07041750010102987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
,,,,,,,,,,,,,0.07044890010729432,0.07048540003597736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.0958272002171725,,,,,,0.07663180003874004,1,0.09587600012309849,1276170.1295258,2,0.09599300008267164,1276170.1296392,3.0836819000542164,5.0709659000858665,5.128079200163484,5.138903700048104,4,5.1389547002036124,1276175.1726035,6.3243358000181615,6.324381500016898,6.3413888001814485,5,6.341445300029591,1276176.3750948,10.080603700131178,10.080647499999031,10.096674000145867,6,10.096697400091216,1276180.1303402,12.083979800110683,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,1,12.099797500064597,,,,,,12.08410400012508,,,,2,12.09983120020479,1276182.1334738,12.099797500064597,14.070627300068736,14.11610720003955,14.120859900023788,3,14.120879500173032,1276184.1545219,15.324617300182581,15.32467810017988,15.343012500088662,5,15.343050900148228,1276185.3766978,19.079888600157574,19.07992360019125,19.09641750017181,6,19.096441900124773,1276189.1300852,21.083668700186536,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,5,21.100149400066584,,,,,,21.083800700027496,,,,2,21.100177600048482,1276191.1338201,21.100149400066584,23.08744979999028,23.134389400016516,23.155098300194368,4,23.155120900133625,1276193.1887631,24.324008700205013,24.324048600159585,24.341189300175756,5,24.341213200008497,1276194.3748564,28.079383300151676,28.07942090020515,28.095969900023192,6,28.09599050018005,1276198.1296322,30.083120400086045,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,8,30.09944190015085,,,,,,30.083242900203913,,,,2,30.099471800029278,1276200.1331144,30.09944190015085,32.08718490018509,32.13514710008167,32.1547070001252,4,32.154730500187725,1276202.1883731,33.32390410010703,33.32394470018335,33.33944010012783,5,33.339461400173604,1276203.3731038,37.07914190017618,37.079178400104865,37.09561700001359,6,37.0956372001674,1276207.1292794,39.08353210007772,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,3,39.100597500102594,,,,,,39.08370400010608,,,,2,39.10064509999938,1276209.1342922,39.100597500102594,41.08722810004838,41.13326490018517,41.15455080009997,3,41.15457250014879,1276211.1882149,42.32375880004838,42.32380110002123,42.34246960002929,5,42.34249080019072,1276212.3761328,46.08359460020438,46.08364050020464,46.09870500001125,6,46.098727400181815,1276216.1323702,48.08563410001807,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,0,48.102222100133076,,,,,,48.08602250018157,,,,2,48.1022991000209,1276218.1359541,48.102222100133076,50.085899900179356,50.13184370007366,50.13715369999409,3,50.137172900140285,1276220.170815,51.322465600213036,51.32251860015094,51.339599600061774,5,51.3396350000985,1276221.3732807,55.081301800208166,55.08139850012958,55.09799800021574,6,55.09804920013994,1276225.1316998,57.08252880000509,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,7,57.098967800149694,,,,,,57.08268570015207,,,,2,57.09900150005706,1276227.1326451,57.098967800149694,59.07234410010278,59.13826290005818,59.15360960015096,4,59.15365520003252,1276229.187303,60.32215300016105,60.322195100132376,60.33850200008601,5,60.33852640003897,1276230.3721696,64.07846130011603,64.07849950017408,64.0951324000489,6,64.09515490010381,1276234.1287974,66.08169350004755,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,9,66.10194990015589,,,,,,66.08181750006042,,,,2,66.10202600015327,1276236.1356799,66.10194990015589,68.08687760005705,68.13544600014575,68.15354000008665,4,68.15356750017963,1276238.187211,69.32578060007654,69.32582190004177,69.34194190008566,5,69.34196670004167,1276239.3756099,73.07809319999069,73.07813070015982,73.0952636001166,6,73.09528390015475,1276243.1289256,75.08576750010252,,,,,,405178,001,2026-05-27_21h12.19.697,Graz,,2025.1.1,60.359938370726674,2026-05-27 21h12.29.573242 -0300,
