img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,attempt.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.017695699993055314,0.017772299994248897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
,,,,,,,,,,,,,0.01780379998672288,0.01784879999468103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,4,0.04245470000023488,,,,,,0.02362409999477677,1,0.042477399998460896,72335.1782441,2,0.04252249999262858,72335.1782857,5.044460999997682,7.032974099987769,7.1186845999909565,7.1591532999882475,3,7.159177499997895,72342.2949438,8.312609899992822,8.312661899995874,8.337593899996136,5,8.337619999991148,72343.4733861,12.042799999995623,12.042841099988436,12.042904699992505,,,,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,6,12.068419799994444,,,,,,12.043030499989982,,,,2,12.068500399996992,72347.204264,12.068419799994444,14.064483199996175,14.10951429999841,14.115993399987929,4,14.116012599988608,72349.2517788,15.31294699999853,15.312983099996927,15.33853409999574,5,15.338558799994644,72350.474325,19.044993599993177,19.04503009999462,19.045086799989804,6,12.068446799996309,72347.2042139,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,19.07236429999466,,,,,,19.045224599991343,,,,2,19.0724412999989,72354.2082046,19.07236429999466,21.067273699998623,21.10524710000027,21.133276900000055,4,21.133302899994305,72356.2690693,22.298443299994688,22.29848869999114,22.323547599997255,5,22.32357839999895,72357.4593457,26.05867029998626,26.05871249998745,26.058769699986442,6,19.07239019998815,72354.2081563,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,3,26.06142889999319,,,,,,26.05887470000016,,,,2,26.061501099989982,72361.197266,26.06142889999319,28.05920539998624,28.098039799995604,28.13342019999982,3,28.1334468999994,72363.2692136,29.36295969999628,29.363002799989772,29.367146399992635,5,29.367169999997714,72364.5029368,33.06230759999016,33.062349199986784,33.06240739999339,6,26.061448799999198,72361.1972154,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,5,33.067214699985925,,,,,,33.06251869999687,,,,2,33.06729559999076,72368.2030591,33.067214699985925,35.058187199989334,35.100392499996815,35.13456239999505,4,35.134594099989044,72370.2703614,36.31885589999729,36.31889779999619,36.34647559998848,5,36.346507099995506,72371.4822743,40.12141569999221,40.121457399989595,40.12160199999926,6,33.0672399999894,72368.2030071,35.13456239999505,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,9,40.12496079999255,,,,,,40.12172299998929,,,,2,40.125053899988416,72375.2608182,40.12496079999255,42.1505041999917,42.188844199990854,42.20404069998767,4,42.20405759999994,72377.3398232,43.38972019999346,43.38976079999702,43.39313569999649,5,43.39316109998617,72378.5289282,47.14681599999312,47.14685799999279,47.14691939999466,6,40.12499249998655,72375.2607617,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,0,47.15032389998669,,,,,,47.14703309998731,,,,2,47.15040339999541,72382.2861666,47.15032389998669,49.143384999988484,49.18182569999772,49.22409879999759,3,49.22412959999929,72384.3598965,50.43367209999997,50.43370999999752,50.4614128999965,5,50.46143699999084,72385.5972035,54.16927329999453,54.1693091999914,54.16936539999733,6,47.15035050000006,72382.286118,49.22409879999759,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,1,54.19817219999095,,,,,,54.16947329998948,,,,2,54.19824999998673,72389.3340134,54.19817219999095,56.1859187999944,56.2289635999914,56.24044479998702,3,56.24047019999125,72391.3762368,57.43556539999554,57.43560529999377,57.43879589998687,5,57.438823499993305,72392.5745902,61.18737639999017,61.18741529999534,61.187474499995005,6,54.19819899999129,72389.3339653,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,8,8,0,0,8,8,2,61.19084049999947,,,,,,61.187585599996964,,,,2,61.19091769999068,72396.3266814,61.19084049999947,63.17773279998801,63.217788199995994,63.231395599999814,3,63.23141519998899,72398.3671808,64.48990789998788,64.48994539999694,64.51557099999627,5,64.51559739999357,72399.6513641,68.20104159999755,68.20108249998884,68.20114009999088,6,61.190865699987626,72396.3266323,63.231395599999814,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,9,9,0,0,9,9,8,68.2044831999956,,,,,,68.20125099999132,,,,2,68.20456009999907,72403.3403233,68.2044831999956,70.23108079998929,70.27442759998667,70.28780939998978,4,70.28783409998869,72405.4236006,71.46906409999065,71.46910769998794,71.49500379999517,5,71.49504460000026,72406.6308121,75.21020979998866,75.21024689999467,75.21030219999375,6,68.20450769999297,72403.340274,,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,10,0,1,1,0,10,5,75.21427429998585,,,,,,75.21041029998742,,,,2,75.21435769999516,72410.3501213,75.21427429998585,77.1981941999984,77.2374157999875,77.36893449998752,4,77.36897399999725,72412.5047424,78.48337729999912,78.48341399998753,78.48885479998717,5,78.48887809998996,72413.6246448,82.22402009999496,82.22405929998786,82.22411779999675,6,75.21430139998847,72410.3500681,77.36893449998752,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,11,1,1,1,1,11,2,82.22751699999208,,,,,,82.22422569998889,,,,2,82.22758819999581,72417.3633518,82.22751699999208,84.21883729999536,84.25907309999457,84.32054899999639,3,84.32057999999961,72419.4563469,85.49352399999043,85.49356559998705,85.49749899999006,5,85.49752209999133,72420.6332886,89.24847669999872,89.24851689999923,89.24857709999196,6,82.22753769998963,72417.3633049,84.32054899999639,,177308,001,2025-09-01_15h00.31.835,Graz,,2025.1.1,None,2025-09-01 15h00.39.523908 -0300,
