img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06179340000016964,0.061876000000211206,,,,,,,,,,,,584050,001,2025-09-02_15h54.01.394,Graz,,2025.1.1,331.64525896361386,2025-09-02 15h54.04.742287 -0300,
,,,,,,,,,,,,,0.06191630000012083,0.061958100000083505,,,,,,,,,,584050,001,2025-09-02_15h54.01.394,Graz,,2025.1.1,331.64525896361386,2025-09-02 15h54.04.742287 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,5,0.06791050000038013,,,,,,0.06667540000034933,1,0.06793050000032963,2885.5292851,2,0.06797670000014477,2885.5293279,5.297218200000316,7.062598200000139,,,,,,,,,
