img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06772440008353442,0.07224010000936687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
,,,,,,,,,,,,,0.07230350002646446,0.07240170007571578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,3,0.09574560006149113,,,,,,0.07916790002491325,1,0.09577040001749992,615580.5310578,2,0.09582660009618849,615580.5311103,3.076805500080809,5.110761900083162,5.06012959999498,5.101761900004931,5.110761900083162,3,5.11078250000719,615585.5460648,6.326810300000943,6.3268400999950245,6.343324000015855,5,6.343341100029647,615586.7786241,10.076802200055681,10.076831700047478,10.093424100079574,6,10.09344179998152,615590.5287254,12.076824499992654,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,1,12.093522200011648,,,,,,12.076962899998762,,,,2,12.093545900075696,615592.5288292,12.093522200011648,,14.076852400088683,14.113393499981612,14.127427600091323,3,14.127445499994792,615594.5627288,15.326970600057393,15.327003300073557,15.34351580007933,5,15.343533000093885,615595.7788165,19.07701780006755,19.07704890007153,19.09358940005768,6,19.093605900066905,615599.5288889,21.07701360003557,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,5,21.09360420005396,,,,,,21.07712520007044,,,,2,21.09362559998408,615601.5289077,21.09360420005396,,23.07704740006011,23.11407600005623,23.12762190005742,4,23.127638600068167,615603.5629215,24.327115199994296,24.327147500007413,24.343691500020213,5,24.343707800027914,615604.7789911,28.077173700090498,28.07720350008458,28.093735300004482,6,28.093751700012945,615608.529034,30.077166100032628,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,3,3,0,0,3,3,0,30.093815100030042,,,,,,30.077268499997444,,,,2,30.09383740008343,615610.5291201,30.093815100030042,,32.077199700055644,32.11404560005758,32.12779370008502,3,32.12781069998164,615612.5630934,33.32736580003984,33.32739790005144,33.34386310004629,5,33.34387930005323,615613.7791619,37.077320700045675,37.07735190005042,37.093941000057384,6,37.0939583000727,615617.5292412,39.07735989999492,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,4,4,0,0,4,4,9,39.09397160005756,,,,,,39.077464100089855,,,,2,39.09399389999453,615619.5292769,39.09397160005756,,41.077382100047544,41.11417509999592,41.12792820006143,4,41.12794480007142,615621.5632271,42.32746240007691,42.3274967999896,42.34400360006839,5,42.34402050008066,615622.7793031,46.07748460001312,46.077514600008726,46.09409250004683,6,46.094108600053005,615626.5293906,48.07756360003259,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,5,5,0,0,5,5,6,48.09421150002163,,,,,,48.07767780008726,,,,2,48.094235000084154,615628.5295183,48.09421150002163,,50.07757180009503,50.11493799998425,50.12815430003684,4,50.12817130004987,615630.563454,51.32761799998116,51.3276491999859,51.34421090001706,5,51.34422760002781,615631.779511,55.07765350001864,55.07768390001729,55.094300400000066,6,55.09432200004812,615635.5296058,57.077706700074486,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,7,57.094320000032894,,,,,,57.077809300040826,,,,2,57.09434300009161,615637.5296262,57.094320000032894,,59.07775420008693,59.11449499998707,59.12827260000631,4,59.12828880001325,615639.5635714,60.327788199996576,60.32781950000208,60.34438280004542,5,60.34440000005998,615640.779683,64.07784799998626,64.07787750009447,64.0944363999879,6,64.0944540000055,615644.5297363,66.0778954999987,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,7,7,0,0,7,7,4,66.09453130001202,,,,,,66.07799700007308,,,,2,66.0945531000616,615646.5298367,66.09453130001202,,68.07789050007705,68.11432410008274,68.12848610000219,3,68.12850260001142,615648.5637857,69.3279972000746,69.32802890008315,69.34458290005568,5,69.34459970006719,615649.7798822,73.07802260003518,73.07805300003383,73.09459460002836,6,73.09461360005662,615653.5298967,75.07802970008925,,,,,,984487,001,2026-06-22_16h59.29.134,Graz,,2025.1.1,61.677149730647336,2026-06-22 16h59.32.256992 -0300,
