img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.07442699998500757,0.197873700002674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
,,,,,,,,,,,,,0.1979476999840699,0.19801779999397695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,1,0.2086970999953337,,,,,,0.2028846000030171,1,0.20871949999127537,177645.0828512,2,0.20877130000735633,177645.0828994,3.2100732999970205,5.260524599987548,5.192792799993185,5.244438399997307,5.260524599987548,3,5.260551299987128,177650.1346825,6.458439399983035,6.458475099992938,6.474641200009501,5,6.474660999985645,177651.348791,10.20834320000722,10.208384099998511,10.224377799982904,6,10.22440189999179,177655.0985338,12.208299599995371,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,2,12.226058000000194,,,,,,12.208428299985826,,,,2,12.226091999997152,177657.1002254,12.226058000000194,,14.211889700003667,14.271570199984126,14.293673300009686,3,14.293694099993445,177659.1678248,15.461636799998814,15.461748800007626,15.475080300006084,5,15.475100699986797,177660.3492317,19.20923340000445,19.209344400005648,19.223403199983295,6,19.223425100004533,177664.0975557,21.20818290000898,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,6,21.224748999986332,,,,,,21.208377600007225,,,,2,21.224791399989044,177666.0989255,21.224748999986332,,23.206398699985584,23.251355599990347,23.25791049998952,4,23.25792909998563,177668.1320596,24.4587196999928,24.458795199985616,24.475850499991793,5,24.475888599990867,177669.350024,28.206925500009675,28.206969899998512,28.223968600010267,6,28.224004899995634,177673.0981395,30.208884899999248,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,9,30.224975099990843,,,,,,30.209276399982627,,,,2,30.225052299996605,177675.0991943,30.224975099990843,,32.20880669998587,32.27447589999065,32.2909912999894,4,32.29101349998382,177677.1651445,33.45678219999536,33.456820399995195,33.47316319998936,5,33.47318349999841,177678.3473144,37.205911600001855,37.205948799994076,37.22286229999736,6,37.22288690001005,177682.0970183,39.20908179998514,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,3,39.22514229998342,,,,,,39.209373299992876,,,,2,39.225202600006014,177684.0993406,39.22514229998342,,41.208766800002195,41.26980300000287,41.2740111000021,3,41.27402929999516,177686.1481598,42.459649299999,42.45968919998268,42.47606359998463,5,42.47608429999673,177687.3502145,46.20820239998284,46.20824000000721,46.224419800011674,6,46.22444240000914,177691.0985728,48.20596769999247,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,0,48.222648399998434,,,,,,48.20612339998479,,,,2,48.22269709999091,177693.0968328,48.222648399998434,,50.20863839998492,50.26879719999852,50.27410740000778,3,50.27412990000448,177695.1482606,51.45778349999455,51.45787640000344,51.4748530999932,5,51.47491109999828,177696.3490527,55.206392799998866,55.20649169999524,55.223919699987164,6,55.22397560000536,177700.0981161,57.20582959998865,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,57.22247750000679,,,,,,57.205954500008374,,,,2,57.22250720000011,177702.0966386,57.22247750000679,,59.206212699995376,59.26064900000347,59.27645470001153,4,59.27648199998657,177704.1506148,60.45609079999849,60.45612940000137,60.47247000000789,5,60.47248979998403,177705.3466205,64.205532699998,64.20558839998557,64.22531030001119,6,64.22533539999858,177709.0994671,66.20521210000152,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,7,7,0,0,7,7,4,66.22184199999901,,,,,,66.2053401999874,,,,2,66.22186960000545,177711.0960007,66.22184199999901,,68.20522720000008,68.2489086999849,68.2556493000011,3,68.25566520000575,177713.1297958,69.4555221000046,69.45557489999919,69.47222369999508,5,69.47225970000727,177714.3463934,73.20416719999048,73.20421619998524,73.22063500000513,6,73.22066190000623,177718.094794,75.20660249999491,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,8,8,0,0,8,8,5,75.22164730000077,,,,,,75.20672980000381,,,,2,75.22167709999485,177720.0958083,75.22164730000077,,77.20370779998484,77.25228509999579,77.27177610000945,4,77.2717968999932,177722.145928,78.45406119999825,78.45410249999259,78.47046710000723,5,78.47049259999767,177723.344624,82.20349529999658,82.20353319999413,82.22002069998416,6,82.22005410000565,177727.0941846,84.20342189999064,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,9,9,0,0,9,9,7,84.21997969999211,,,,,,84.20354990000487,,,,2,84.2200223999971,177729.0941537,84.21997969999211,,86.20379410000169,86.25166330000502,86.2712867000082,4,86.27130809999653,177731.1454391,87.45400850000442,87.4540471000073,87.47029409999959,5,87.47031519998563,177732.3444459,91.20357779998449,91.2036157999828,91.22023849998368,6,91.2202668999962,177736.0943981,93.20301019999897,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,10,0,1,1,0,10,5,93.21956019999925,,,,,,93.20313790001092,,,,2,93.21959160000551,177738.0937234,93.21956019999925,,95.20374369999627,95.25950799998827,95.2744199000008,4,95.27444310000283,177740.1485746,96.4539637999842,96.4540282000089,96.47040689998539,5,96.47043079999276,177741.344562,100.20246359999874,100.20253300000331,100.2191399000003,6,100.21916449998389,177745.0932961,102.20295159998932,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,11,1,1,1,1,11,8,102.21942429998307,,,,,,102.20308410000871,,,,2,102.21945489998325,177747.0935862,102.21942429998307,,104.20242509999662,104.24992199998815,104.25364929999341,4,104.25366859999485,177749.127799,105.45309150000685,105.45313370000804,105.46938299998874,5,105.46940619999077,177750.3435373,109.20558639999945,109.20564480000758,109.2233578999876,6,109.22338219999801,177754.0975131,111.20876559999306,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,12,2,1,1,2,12,3,111.22421240000403,,,,,,111.20889839998563,,,,2,111.2242419999966,177756.0983728,111.22421240000403,,113.20593239998561,113.25432700000238,113.28039649999118,3,113.28042049999931,177758.1545527,114.4500696999894,114.45010960000218,114.47538129999884,5,114.47540490000392,177759.3495361,118.20863350000582,118.20867190000718,118.22414189999108,6,118.22416449998855,177763.0982952,120.20207830000436,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,13,3,1,1,3,13,1,120.21855399999185,,,,,,120.20221409999067,,,,2,120.2185882999911,177765.0927199,120.21855399999185,,122.2106053000025,122.26018769998336,122.29098289998365,3,122.29100800000015,177767.1651394,123.44888290000381,123.44892389999586,123.4615511999873,5,123.46157419998781,177768.3357054,127.21158460000879,127.2116221000033,127.22223509999458,6,127.22226370000863,177772.0963956,129.20478229998844,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,14,4,1,1,4,14,7,129.2253633000073,,,,,,129.2049083999882,,,,2,129.2253927999991,177774.0995245,129.2253633000073,,131.2078490999993,131.25457389999065,131.29043930000626,4,131.2904647999967,177776.1645962,132.4569000999909,132.45694040000672,132.4780691000051,5,132.47809250000864,177777.3522236,136.2062401000003,136.20628439998836,136.21844870000496,6,136.21849910001038,177781.092632,138.20338250001078,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,15,5,1,1,5,15,6,138.22741279998445,,,,,,138.20355229999404,,,,2,138.22744560000137,177783.1015786,138.22741279998445,,140.20424299998558,140.24908370000776,140.30452489998424,4,140.3045509000076,177785.1786823,141.46036540000932,141.46042980000493,141.4741332999838,5,141.4741601999849,177786.3482936,145.21356030000607,145.21359890000895,145.2275981999992,6,145.22762260001036,177790.101754,147.21102580000297,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,16,6,1,1,6,16,2,147.22391100000823,,,,,,147.21116969999275,,,,2,147.2239411000046,177792.0980726,147.22391100000823,,149.21050640000612,149.25671640000655,149.3055083999934,3,149.30553370001144,177794.1796648,150.45847720000893,150.4585173999949,150.47240739999688,5,150.47243080000044,177795.346562,154.20988350000698,154.20992359999218,154.2227794000064,6,154.2228024000069,177799.0969343,156.2032981000084,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,17,7,1,1,7,17,9,156.22776800001157,,,,,,156.2034813000064,,,,2,156.22780140000395,177801.1019342,156.22776800001157,,158.19986389999394,158.2557824999967,158.3549614000076,4,158.35498679999728,177803.2291185,159.45055710000452,159.45060869998997,159.4909037000034,5,159.49093229998834,177804.3650637,163.20701049998752,163.20705050000106,163.21819240000332,6,163.2182227000012,177808.0923559,165.20923400000902,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,18,8,1,1,8,18,0,165.22116489999462,,,,,,165.20936449998408,,,,2,165.22120279999217,177810.0953371,165.22116489999462,,167.20672889999696,167.25467819999903,167.29635099999723,3,167.29637659998843,177812.1705082,168.45625540000037,168.45631619999767,168.47486049999134,5,168.4748869999894,177813.3490188,172.20617910000146,172.206234399986,172.2199052000069,6,172.21993250001105,177817.0940638,174.21173159999307,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,19,9,1,1,9,19,4,174.22585029999027,,,,,,174.21187179998378,,,,2,174.22588059998816,177819.1000124,174.22585029999027,,176.20412199999555,176.2543447999924,176.30241030000616,3,176.30243419998442,177821.1765657,177.45615610000095,177.4561965999892,177.4709801999852,5,177.47100679998402,177822.3451386,181.21221450000303,181.2122534000082,181.22589979998884,6,181.22592520000762,177826.1000583,183.21151890000328,,,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.21161030000076,183.21169570001075,,,,942726,001,2026-08-10_19h03.47.570,Graz,,2025.1.1,59.15815578146872,2026-08-10 19h03.50.584238 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,183.22525519999908,177828.0993871,,,,,,,,,
