img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.058590900036506355,0.05868800007738173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
,,,,,,,,,,,,,0.058722799993120134,0.05878710001707077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,0,0.07830779999494553,,,,,,0.06402900000102818,1,0.07833200006280094,607468.3906974,2,0.0783850000007078,607468.3907467,3.0591170000843704,5.094328599981964,5.042736500035971,5.085477099986747,5.094328599981964,3,5.094350200030021,607473.4067134,6.309400100028142,6.3094301000237465,6.3259490000782534,5,6.325964700081386,607474.638327,10.05921410000883,10.059244000003673,10.075830799993128,6,10.075841900077648,607478.3882039,12.059404500061646,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,1,1,0,0,1,1,6,12.075961900060065,,,,,,12.059504400007427,,,,2,12.075981799978763,607480.3883442,12.075961900060065,,14.05936399998609,14.097242000047117,14.110018200008199,4,14.110054100048728,607482.422418,15.309649200062267,15.309683400089853,15.326186700025573,5,15.326204900047742,607483.6385679,19.05938370001968,19.059413200011477,19.076023200061172,6,19.0760358000407,607487.3883983,21.059668599977158,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,4,21.07607910002116,,,,,,21.05977380007971,,,,2,21.076095400028862,607489.3884573,21.07607910002116,,23.059643300017342,23.09725210000761,23.110341600026004,3,23.110365300090052,607491.4227336,24.30979099997785,24.309823199990205,24.326361400075257,5,24.326377300079912,607492.6387399,28.059565800009295,28.059596300008707,28.076203700038604,6,28.076216000015847,607496.3885788,30.059764900011942,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,3,3,0,0,3,3,2,30.076469700085,,,,,,30.059879500069655,,,,2,30.076491000014357,607498.3888536,30.076469700085,,32.0596944000572,32.09657400008291,32.11034430004656,3,32.11035620002076,607500.4227189,33.309694300056435,33.309724600054324,33.326273099984974,5,33.3262847000733,607501.6386466,37.05975220003165,37.0597826000303,37.076317799976096,6,37.076329500065185,607505.3886914,39.05979570001364,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,3,39.07639429997653,,,,,,39.059894300065935,,,,2,39.07641129998956,607507.3887735,39.07639429997653,,41.05982920003589,41.09625760000199,41.110502700088546,3,41.11051460006274,607509.4228769,42.31015789997764,42.310190699994564,42.3266143000219,5,42.32662910001818,607510.638991,46.06018979998771,46.060220399987884,46.07678120001219,6,46.076797700021416,607514.3891601,48.06001140002627,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,1,48.076682200073265,,,,,,48.06011419999413,,,,2,48.07670189999044,607516.3890643,48.076682200073265,,50.06073340005241,50.097621600027196,50.11164010001812,3,50.1116562000243,607518.4240201,51.31032170006074,51.31035470007919,51.32685130008031,5,51.326867500087246,607519.6392297,55.06008209998254,55.06011140008923,55.07672110002022,6,55.07673380000051,607523.3890959,57.06014800001867,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,57.07678090000991,,,,,,57.060247800080106,,,,2,57.076799100032076,607525.3891613,57.07678090000991,,59.06026800000109,59.09756180003751,59.11090700002387,4,59.11091809999198,607527.4232804,60.310485500027426,60.3105192000512,60.327009800006635,5,60.32702510000672,607528.6393873,64.06030090001877,64.06033290002961,64.07688349997625,6,64.07689560006838,607532.3892572,66.06044580007438,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,9,66.07697890000418,,,,,,66.06054330000188,,,,2,66.07699790003244,607534.3893601,66.07697890000418,,68.06035960000008,68.09780210000463,68.11103560007177,4,68.11104600003455,607536.4234081,69.31058100005612,69.31061340007,69.32718979998026,5,69.32720539998263,607537.6395678,73.06047570006922,73.06050620006863,73.07707870006561,6,73.07709150004666,607541.3894531,75.06068890006281,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,8,8,0,0,8,8,5,75.07732050004415,,,,,,75.06078910001088,,,,2,75.07734249997884,607543.3897058,75.07732050004415,,77.06060870003421,77.09776829998009,77.11124090000521,4,77.11125389998779,607545.4236171,78.3105800000485,78.31061420007609,78.32725990004838,5,78.32727410004009,607546.6396363,82.06066369998734,82.06069369998295,82.0772372999927,6,82.07724890008103,607550.3896107,84.0606324999826,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,9,9,0,0,9,9,7,84.07724220003001,,,,,,84.06073220004328,,,,2,84.07725810003467,607552.38962,84.07724220003001,,86.06077650003135,86.09907840006053,86.11146210005973,4,86.11147720005829,607554.4238399,87.3110421000747,87.31107370008249,87.32760309998412,5,87.32761889998801,607555.639982,91.06105520005804,91.06108690006658,91.07762950006872,6,91.07764520007186,607559.3900076,93.06110360007733,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,10,0,1,1,0,10,3,93.07768370001577,,,,,,93.06121279997751,,,,2,93.07770760008134,607561.3900707,93.07768370001577,,95.06085150002036,95.09796420007478,95.1129778000759,3,95.11299360007979,607563.4253568,96.31121559999883,96.31124990002718,96.32778080005664,5,96.32779640005901,607564.6401592,100.06100470002275,100.06103460001759,100.07765900006052,6,100.07767280004919,607568.390035,102.06100860005245,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,11,1,1,1,1,11,5,102.07765730004758,,,,,,102.06111150002107,,,,2,102.0776751000667,607570.3900376,102.07765730004758,,104.06130190007389,104.10094630008098,104.11181829997804,4,104.11183050007094,607572.4241931,105.31132660002913,105.31136010005139,105.32790670008399,5,105.32792100007646,607573.6402832,109.06119330006186,109.06122530007269,109.07778829999734,6,109.07780119997915,607577.3901638,111.06144140008837,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,12,2,1,1,2,12,1,111.078071200056,,,,,,111.0615514999954,,,,2,111.07809490000363,607579.390458,111.078071200056,,113.06125190004241,113.09872470004484,113.11195170006249,3,113.11196290003136,607581.4243256,114.3115474000806,114.31157930009067,114.32809490000363,5,114.32810980000068,607582.6404718,118.0615391000174,118.06156980001833,118.07819690008182,6,118.07821649999823,607586.3905793,120.06158019998111,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,13,3,1,1,3,13,9,120.0782241000561,,,,,,120.06168430007529,,,,2,120.07824609999079,607588.3906088,120.0782241000561,,122.06156260007992,122.10020570002962,122.11213080002926,4,122.11214139999356,607590.4245042,123.31225469999481,123.3122868000064,123.3287355999928,5,123.32875139999669,607591.6411141,127.06153549998999,127.06156439997721,127.07808950007893,6,127.07810010004323,607595.390462,129.06152039999142,,,,,,573713,001,2026-06-22_14h44.11.651,Graz,,2025.1.1,60.09149532190163,2026-06-22 14h44.20.125038 -0300,
