img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.0675802999176085,0.06765350000932813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
,,,,,,,,,,,,,0.06768439989537,0.06772019993513823,,,,,,,,,,,,,,,,,,,,,,,,,,,,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.0901457997970283,,,,,,0.0724889999255538,1,0.09016809985041618,1275523.5659387,2,0.09021159983240068,1275523.5659788,3.0785972999874502,5.069620399968699,5.135759399970993,5.15234599984251,4,5.152367699891329,1275528.6281377,6.320403199875727,6.320439399918541,6.3371531998272985,5,6.337210599798709,1275529.8129902,10.074390099849552,10.074428799794987,10.090594299836084,6,10.09061329998076,1275533.5663832,12.07829049997963,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,0,12.095465800026432,,,,,,12.078436599811539,,,,2,12.095499099930748,1275535.5712702,12.095465800026432,14.085447899997234,14.144467599922791,14.15210309997201,3,14.152195299975574,1275537.6279821,15.320226599927992,15.320265899877995,15.33557689981535,5,15.335597999859601,1275538.8113676,19.074233799939975,19.074270199984312,19.091091400012374,6,19.091113399947062,1275542.5668834,21.079616399947554,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,21.096462999936193,,,,,,21.080072999931872,,,,2,21.09651770000346,1275544.5722932,21.096462999936193,23.08850449998863,23.1719776999671,23.184518999885768,4,23.184561099857092,1275546.6603337,24.3355048999656,24.335544499801472,24.350992999970913,5,24.351015100022778,1275547.8267848,28.073913799831644,28.073951700003818,28.09106419980526,6,28.091086499858648,1275551.5668561,30.07905719988048,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,5,30.09569829981774,,,,,,30.079390599858016,,,,2,30.09574589994736,1275553.57152,30.09569829981774,32.08306799991988,32.13130569993518,32.15022900002077,4,32.150250899838284,1275555.6260205,33.319677899824455,33.31972119980492,33.33378089987673,5,33.33380289981142,1275556.8095725,37.0738365999423,37.07387640001252,37.09069939982146,6,37.09072360000573,1275560.5664943,39.07700249995105,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,4,4,0,0,4,4,9,39.093774899840355,,,,,,39.07713809981942,,,,2,39.09380369982682,1275562.5695736,39.093774899840355,41.081914299866185,41.13286279980093,41.151599999982864,4,41.151623599929735,1275564.6273935,42.31819020002149,42.318249899894,42.33366489992477,5,42.333685899851844,1275565.809455,46.07468819990754,46.07472489983775,46.09114489983767,6,46.09116559987888,1275569.5669348,48.080648799892515,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,2,48.09408439998515,,,,,,48.08106689993292,,,,2,48.094114399980754,1275571.569885,48.09408439998515,50.08341529988684,50.14731449983083,50.16540249995887,3,50.16542560001835,1275573.6411954,51.33388209994882,51.33392079989426,51.34983089985326,5,51.349854399915785,1275574.8256241,55.0736701998394,55.07370679988526,55.09027079981752,6,55.090293099870905,1275578.5660625,57.07657089992426,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,57.093611799879,,,,,,57.076699799858034,,,,2,57.093644300010055,1275580.5694148,57.093611799879,59.08171850000508,59.13737399992533,59.150187799939886,4,59.15020909998566,1275582.6259794,60.31871369993314,60.31875590002164,60.333217199891806,5,60.3332386999391,1275583.8090085,64.07295769988559,64.07299429993145,64.08985919994302,6,64.08988089999184,1275587.5656506,66.07745139999315,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,7,7,0,0,7,7,3,66.09429139993154,,,,,,66.07763079996221,,,,2,66.09432499995455,1275589.570096,66.09429139993154,68.08135999995284,68.13975690002553,68.14849329995923,3,68.14851620001718,1275591.6242858,69.31991499988362,69.3200319998432,69.33291310002096,5,69.33293499983847,1275592.8087048,73.07386749982834,73.07393349986523,73.0893417999614,6,73.08936439990066,1275596.5651339,75.08134149992839,130613,001,2026-05-27_21h01.22.152,Graz,,2025.1.1,59.88325158816856,2026-05-27 21h01.43.012296 -0300,
