img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,attempt.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06600159998924937,0.06607369999983348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
,,,,,,,,,,,,,0.0661102000012761,0.06614759999501985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,0,0.09175479999976233,,,,,,0.07108829999924637,1,0.09177299999282695,74370.1234926,2,0.09181629998784047,74370.1235324,5.065306999997119,7.067787799998769,7.135795299996971,7.180532200000016,3,7.180558399995789,74377.2122782,8.337218499989831,8.33725479998975,8.365791899996111,5,8.365815999990446,74378.3975352,12.081949899991741,12.081990999999107,12.082046700001229,,,,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,2,12.084717599995201,,,,,,12.082155299998703,,,,2,12.08479829999851,74382.1165148,12.084717599995201,14.070175999993808,14.107478399993852,14.147332299995469,3,14.147361999988789,74384.1790815,15.34550009999657,15.345540599999367,15.348698599991621,5,15.348721199989086,74385.380441,19.098552999988897,19.098589699991862,19.09864440000092,6,12.084741499988013,74382.1164623,14.147332299995469,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,4,19.12602089998836,,,,,,19.09875039999315,,,,2,19.126106499999878,74389.1578238,19.12602089998836,21.12610749999294,21.16280929998902,21.203937999991467,3,21.203967299996293,74391.2356878,22.351451999988058,22.35149499999534,22.378382399998372,5,22.37840889999643,74392.4101281,26.104791599995224,26.104832199998782,26.104890799993882,6,19.126044099990395,74389.157764,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,7,26.10827069998777,,,,,,26.105006899990258,,,,2,26.108355499993195,74396.1400723,26.10827069998777,28.10940770000161,28.1479141000018,28.187154899991583,4,28.187182299996493,74398.2189022,29.359855099988636,29.359895599991432,29.411301799991634,5,29.411327699999674,74399.4430469,33.13267719998839,33.132716599997366,33.13277319999179,6,26.10829499999818,74396.1400145,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,6,33.158370999997715,,,,,,33.13290729999426,,,,2,33.15845059999265,74403.1901672,33.158370999997715,35.15763989998959,35.19623750000028,35.237569299992174,4,35.23759340000106,74405.2693124,36.3921682999935,36.392205700001796,36.41861059999792,5,36.41863619998912,74406.4503558,40.14141749999544,40.14145749999443,40.14151739999943,6,33.158394699989,74403.1901142,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,8,40.1935669999948,,,,,,40.14162669998768,,,,2,40.193643599995994,74410.2253601,40.1935669999948,42.159839499989175,42.19837509999343,42.215323899989016,4,42.21534559999418,74412.247065,43.393675599989365,43.39371469999605,43.39685959999042,5,43.396884399990086,74413.4286045,47.14712429999781,47.14716319998843,47.14721909999207,6,40.19359049999912,74410.2253099,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,5,47.17434169999615,,,,,,47.14732540000114,,,,2,47.17442169999413,74417.206138,47.17434169999615,49.172105899997405,49.209634799990454,49.276098299989826,4,49.276121299990336,74419.3078402,50.409482799994294,50.4095202999888,50.43552749999799,5,50.43555339999148,74420.4672728,54.15935370000079,54.15939129999606,54.15945069999725,6,47.17436759998964,74417.2060866,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,1,54.209805399994366,,,,,,54.1595612999954,,,,2,54.20988270000089,74424.2415988,54.209805399994366,56.17055049999908,56.20708329998888,56.248820399996475,3,56.248854499994195,74426.2805771,57.442847599988454,57.44288419999066,57.44540199999756,5,57.44542720000027,74427.4771476,61.16325009999855,61.16328870000143,61.16334339999594,6,54.209832099993946,74424.2415517,,,037055,001,2025-09-01_15h34.30.550,Graz,,2025.1.1,35.583414997681146,2025-09-01 15h34.34.467787 -0300,
