img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08340919995680451,0.08347779978066683,,,,,,,,,,,,,,,,,,088884,001,2025-08-28_17h25.35.836,Graz,,2025.1.1,60.35145060158005,2025-08-28 17h25.47.318088 -0300,
,,,,,,,,,,,,,0.08350829989649355,0.08354879985563457,,,,,,,,,,,,,,,,088884,001,2025-08-28_17h25.35.836,Graz,,2025.1.1,60.35145060158005,2025-08-28 17h25.47.318088 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,4,0.0907722997944802,,,,,,0.08904389990493655,1,0.09078639978542924,1241156.2787637,2,0.09081869991496205,1241156.2787936,5.093706499785185,7.142551499884576,7.081569499801844,7.135053299833089,7.142551499884576,3,7.142574299825355,1241163.3305519,,,,,,,,,
