img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,attempt.stopped,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,9,9,0,0,9,9,7,68.3180282000103,,,,,,68.28695100000186,,,,2,68.3181321000011,74740.6831442,68.3180282000103,,70.33523580001201,70.37530900001002,70.3882486000075,4,70.38826810001046,74742.7532802,71.59771700001147,71.59778650000226,71.75465899999836,5,71.75468240000191,74744.1196951,,75.37774310000532,75.37777990000905,75.37783520000812,6,68.31805929999973,74740.683074,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,10,0,1,1,0,10,3,75.42856060000486,,,,,,75.3779443000094,,,,2,75.42866679999861,74747.7936772,75.42856060000486,,77.40621270000702,77.44486770000367,77.59887510001136,3,77.59890040000028,74749.9639131,78.67371270000876,78.67375020000327,78.7460671000008,5,78.74609169999894,74751.1111036,,82.49958260000858,82.49961790000089,82.49967590000597,6,75.42858560000604,74747.7935978,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,11,1,1,1,1,11,2,82.54956710000988,,,,,,82.49978589999955,,,,2,82.54967140000372,74754.9146816,82.54956710000988,,84.50573640000948,84.54290080000646,84.60730050000711,3,84.60732470000221,74756.9723367,85.75407880000421,85.754119300007,85.8121497000102,5,85.81217340000148,74758.1771855,,89.5102651000052,89.51030449999962,89.51036130001012,6,82.54959160000726,74754.9146038,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,12,2,1,1,2,12,8,89.58161970000947,,,,,,89.51046879999922,,,,2,89.58169750000525,74761.9467066,89.58161970000947,,91.54138260000036,91.58822540000256,91.71096360000956,4,91.71098970000457,74764.0760012,92.78856300000916,92.78861220000545,92.90908950001176,5,92.90911290000076,74765.274125,,96.5439011999988,96.54393820000405,96.54399540000304,6,89.58164430000761,74761.9466595,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,13,3,1,1,3,13,0,96.64052780000202,,,,,,96.54410130000906,,,,2,96.64060460000474,74769.0056138,96.64052780000202,,98.55212330000359,98.59329070000967,98.74320740000985,3,98.74323210000875,74771.1082448,99.93605810000736,99.9360977000033,99.98588540000492,5,99.98590870000771,74772.3509205,,103.55285680000088,103.55289330000232,103.55295060000208,6,96.64055209999788,74769.0055652,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,14,4,1,1,4,14,9,103.62496510001074,,,,,,103.55305590000353,,,,2,103.62504090000584,74775.9900502,103.62496510001074,,105.5623753000109,105.60102050000569,105.753713099999,4,105.75373810000019,74778.118751,106.83763910000562,106.83767760000774,106.8872912000079,5,106.88731620000908,74779.2523281,,110.6031948000018,110.60323249999783,110.60329310000816,6,103.62498980000964,74775.9900022,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,15,5,1,1,5,15,6,110.65312890001223,,,,,,110.60340360000555,,,,2,110.6532070000103,74783.0182166,110.65312890001223,,112.62988690000202,112.67114030000812,112.81544130000111,4,112.81546969999908,74785.1804827,113.85877250001067,113.85882059999858,113.90920500000357,5,113.90922850000788,74786.2742403,,117.64950840000529,117.64954600000056,117.64960470001097,6,110.65315209999972,74783.0181642,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,16,6,1,1,6,16,1,117.70907009999792,,,,,,117.64971930001047,,,,2,117.70915330000571,74790.0741627,117.70907009999792,,119.67197650000162,119.7129311000026,119.8415212000109,3,119.84155890000693,74792.2065759,120.90246300000581,120.90250470000319,121.04692069999874,5,121.04695270000957,74793.4119662,,124.67436240000825,124.67440000000352,124.67446039999777,6,117.70909770000435,74790.0741106,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,17,7,1,1,7,17,4,124.7251924000011,,,,,,124.67457860001014,,,,2,124.72526720000315,74797.0902767,124.7251924000011,,126.67548900000111,126.71411549999902,126.86895980000554,3,126.86898970000038,74799.234004,128.0105159000086,128.0105567999999,128.06014680000953,5,128.0601813000103,74800.4251954,,131.75943109999935,131.75947900000028,131.75956320000114,6,124.72521679999772,74797.0902287,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,18,8,1,1,8,18,7,131.832788300002,,,,,,131.7597242000047,,,,2,131.8328632000048,74804.1978729,131.832788300002,,133.8688395000063,133.90700620001007,134.07337030000053,4,134.07339790000697,74806.4384112,135.12595149999834,135.125992900008,135.1542952000018,5,135.15432230000442,74807.5193354,,138.76143199999933,138.76149319999968,138.76157300001069,6,131.83281150000403,74804.1978237,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,19,9,1,1,9,19,5,138.79025320000073,,,,,,138.76172740000766,,,,2,138.79036050000286,74811.1553725,138.79025320000073,,140.82454800000414,140.8651080999989,141.00212540000211,4,141.00214969999797,74813.3671622,142.02617610000016,142.0262209000066,142.10184650000883,5,142.1018732000084,74814.4668851,,145.84183510000003,145.84187699999893,145.8419428000052,6,138.79028960000142,74811.1553044,697377,001,2025-09-01_15h39.33.168,Graz,,2025.1.1,37.252980144633916,2025-09-01 15h39.36.821782 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,145.89475150000362,74818.2597742,,,,,,,,,
