img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,attempt.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.09232380001049023,0.09239690001413692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
,,,,,,,,,,,,,0.09243060000881087,0.09246720001101494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,3,0.11454240001330618,,,,,,0.09684120000747498,1,0.11455850000493228,72675.0903341,2,0.1145946000033291,72675.0903677,5.114711100002751,7.204846800013911,7.357914800013532,7.542488700011745,3,7.542515300010564,72682.5182927,8.356018400008907,8.356059900004766,8.406370500000776,5,8.406399000014062,72683.3821766,12.113661500014132,12.113696000000346,12.113750700009405,,,,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,0,12.140214200000628,,,,,,12.113857000003918,,,,2,12.14028840001265,72687.116062,12.140214200000628,14.13451210000494,14.173328300006688,14.212734500004444,3,14.21275940000487,72689.1885383,15.373986500009778,15.374024100005045,15.39756060000218,5,15.397584100006497,72690.3733606,19.141942300004303,19.14197920000879,19.14203840000846,6,12.140237500003423,72687.1160138,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,9,19.144622700012405,,,,,,19.14214820000052,,,,2,19.144697400013683,72694.120471,19.144622700012405,21.15112370000861,21.190688300004695,21.205225000012433,4,21.205242000010912,72696.1810179,22.41831250001269,22.418353900007787,22.42072670000198,5,22.420746300005703,72697.3965228,26.186583600006998,26.186623500005226,26.18668740001158,6,19.14464530000987,72694.1204231,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,8,26.190082600005553,,,,,,26.18679800000973,,,,2,26.190149600006407,72701.1659229,26.190082600005553,28.200153900004807,28.238764800000354,28.25539240000944,4,28.25540570000885,72703.2311811,29.481676300012623,29.481729700011783,29.494264500011923,5,29.49428730001091,72704.4700637,33.19355999999971,33.193599000005634,33.193662200006656,6,26.190102900000056,72701.1658791,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,4,33.24630660000548,,,,,,33.19377370001166,,,,2,33.24638440000126,72708.2221581,33.24630660000548,35.21224840001378,35.24983610000345,35.26807070001087,3,35.26808650000021,72710.2438619,36.45358680000936,36.45362100000784,36.4821409000142,5,36.482167900001514,72711.4579443,40.20750390000467,40.20754170000146,40.2076029000018,6,33.246331900008954,72708.2221081,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,5,5,0,0,5,5,2,40.21093800000381,,,,,,40.207712700008415,,,,2,40.211011900013546,72715.1867853,40.21093800000381,42.21722800000862,42.25534100001096,42.39312230001087,3,42.393147800001316,72717.3689242,43.458726700002444,43.45876260001387,43.510213000001386,5,43.51023940001323,72718.4860156,47.22025250000297,47.22028940000746,47.22034590000112,6,40.21096070000203,72715.1867371,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,7,47.248089500004426,,,,,,47.220456700000796,,,,2,47.2481633000134,72722.2239367,47.248089500004426,49.239884800001164,49.27825780000421,49.341894400000456,4,49.34191790000477,72724.3176941,50.512466200001654,50.512503300007666,50.58824870000535,5,50.58828360000916,72725.564063,54.261928100007935,54.26198100000329,54.262056300009135,6,47.24811280000722,72722.2238883,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,1,54.36498019999999,,,,,,54.26219750000746,,,,2,54.365066400001524,72729.3408397,54.36498019999999,56.275980900012655,56.31317290000152,56.40245780000987,3,56.402484800011734,72731.3782615,57.547062000012374,57.5471019000106,57.59804920000897,5,57.5980891000072,72732.5738691,61.30733930000861,61.30738120000751,61.30744200000481,6,54.365010800000164,72729.3407886,,,763452,001,2025-09-01_15h06.15.681,Graz,,2025.1.1,36.07277176706821,2025-09-01 15h06.19.437942 -0300,
