img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.07966749998740852,0.07974379998631775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
,,,,,,,,,,,,,0.07977309997659177,0.07981709996238351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.09691550000570714,,,,,,0.08406050002668053,1,0.09693830006290227,612746.2417605,2,0.09699170000385493,612746.2418083,3.080050399992615,5.113401100039482,5.063368699979037,5.107326700002886,5.113401100039482,4,5.113429700024426,612751.2582488,6.330386999994516,6.330423300038092,6.346678100060672,5,6.346697999979369,612752.4915169,10.080509099992923,10.080557400011458,10.097477399976924,6,10.09750100004021,612756.2423197,12.080145600019023,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,0,12.096689800033346,,,,,,12.08032579999417,,,,2,12.096722100046463,612758.2415419,12.096689800033346,,14.081186100025661,14.119995499961078,14.132478400017135,3,14.132501099957153,612760.2773208,15.330876299994998,15.330926100024953,15.34766510000918,5,15.347697200020775,612761.4925178,19.080754299997352,19.080809799954295,19.09722740005236,6,19.09725710004568,612765.2420778,21.08064389997162,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,3,21.097810499952175,,,,,,21.080818900023587,,,,2,21.09783950005658,612767.2426579,21.097810499952175,,23.081163699971512,23.119984499993734,23.13217340002302,3,23.13219539995771,612769.2770141,24.33130970003549,24.331345099955797,24.347532400046475,5,24.347560900030658,612770.4923806,28.081383100012317,28.081420100061223,28.097897200030275,6,28.09792800003197,612774.2427486,30.081422599963844,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,5,30.097889499971643,,,,,,30.081532099982724,,,,2,30.09791819995735,612776.2427367,30.097889499971643,,32.08139599999413,32.12136220000684,32.13241089996882,4,32.132432400016114,612778.2772518,33.33152680005878,33.331573600065894,33.34796709998045,5,33.347992500057444,612779.4928117,37.08136159996502,37.08140010002535,37.09754400001839,6,37.09756570006721,612783.2423849,39.08158969995566,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,4,4,0,0,4,4,9,39.097683100029826,,,,,,39.08179810002912,,,,2,39.09771780006122,612785.2425377,39.097683100029826,,41.08106210001279,41.12025220005307,41.13253770000301,4,41.13256509997882,612787.2773859,42.33111230004579,42.33115129999351,42.348163999966346,5,42.34818680002354,612788.4930057,46.08116359997075,46.081212699995376,46.09832880005706,6,46.0983569000382,612792.2431773,48.08118059998378,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,2,48.09828280005604,,,,,,48.08130129997153,,,,2,48.098325000028126,612794.2431465,48.09828280005604,,50.08132860006299,50.12021600001026,50.13274030003231,3,50.132762299967,612796.2775812,51.3313089000294,51.33135920006316,51.34801660000812,5,51.34803950006608,612797.4928586,55.08195250004064,55.08198630006518,55.09796379995532,6,55.0979869000148,612801.242806,57.081834899960086,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,6,6,0,0,6,6,4,57.09838770003989,,,,,,57.08194880001247,,,,2,57.09841630002484,612803.2432357,57.09838770003989,,59.08159940002952,59.120670299977064,59.132986600045115,3,59.13301880005747,612805.2778405,60.331997100031,60.33203150006011,60.34805450006388,5,60.34808639995754,612806.4929075,64.0819768999936,64.08202430000529,64.09857489995193,6,64.09860599995591,612810.2434266,66.08203950000461,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,8,66.09855810005683,,,,,,66.0821632000152,,,,2,66.09860340005253,612812.2434258,66.09855810005683,,68.08199570002034,68.12077300006058,68.13361020002048,4,68.13363110006321,612814.2784502,69.33210530003998,69.33214139996562,69.34868010005448,5,69.34871190006379,612815.4935323,73.08221739996225,73.08226860000286,73.09875130001456,6,73.09877459995914,612819.2435935,75.08229060005397,,,,,,247171,001,2026-06-22_16h12.09.301,Graz,,2025.1.1,59.953440166770825,2026-06-22 16h12.17.978528 -0300,
