img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08022500015795231,0.08029650012031198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
,,,,,,,,,,,,,0.08033020002767444,0.08036740007810295,,,,,,,,,,,,,,,,,,,,,,,,,,,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,5,0.0862678000703454,,,,,,0.08460800000466406,1,0.08628000016324222,1240870.051263,2,0.08632040000520647,1240870.0513003,5.094272800022736,7.081466800067574,7.127589600160718,7.132735300110653,4,7.13275480014272,1240877.0977385,8.333739300025627,8.333779300097376,8.350224200170487,5,8.350247600115836,1240878.3152309,12.090822200058028,12.090860600117594,12.090915100183338,,,,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,3,12.1079699001275,,,,,,12.091022100066766,,,,2,12.10805490007624,1240882.0730355,12.1079699001275,14.094147100113332,14.130534500116482,14.13513489998877,3,14.135147200198844,1240884.1001294,15.347342099994421,15.34737870004028,15.363185200141743,5,15.363205700181425,1240885.3281885,19.10348920011893,19.103527600178495,19.103583300020546,6,12.107997700106353,1240882.0729814,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,19.1198677001521,,,,,,19.10369180003181,,,,2,19.119926900137216,1240889.0849071,19.1198677001521,21.10809320001863,21.14657300012186,21.15111630014144,4,21.151128200115636,1240891.1161112,22.361366500146687,22.361404899973422,22.375905900029466,5,22.375927400076762,1240892.3409103,26.11611090018414,26.116147299995646,26.116199700161815,6,19.11988480016589,1240889.0848672,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,8,26.13280830020085,,,,,,26.11630680016242,,,,2,26.1328806001693,1240896.0978607,26.13280830020085,28.119979800190777,28.161405000137165,28.16556190000847,4,28.165575199993327,1240898.1305581,29.37215180019848,29.372189400019124,29.388779200147837,5,29.388810600154102,1240899.3537958,33.12888650014065,33.128925800090656,33.12898510019295,6,26.132831200025976,1240896.0978144,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,1,33.14626930002123,,,,,,33.12910610018298,,,,2,33.14633920020424,1240903.111319,33.14626930002123,35.132668000180274,35.17178090009838,35.176812400110066,3,35.1768348000478,1240905.1418183,36.38499390007928,36.38503590016626,36.40149209997617,5,36.40151200001128,1240906.3664952,40.14276499999687,40.14284800016321,40.142950700130314,6,33.14628930017352,1240903.111273,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,5,5,0,0,5,5,4,40.15853380016051,,,,,,40.14314529998228,,,,2,40.158603199990466,1240910.1235835,40.15853380016051,42.14529820019379,42.18657360016368,42.19135950016789,3,42.19138460000977,1240912.156369,43.397578899981454,43.39762330008671,43.41424630000256,5,43.41426750016399,1240913.3792506,47.1544356001541,47.154490400105715,47.1545735001564,6,40.15855500008911,1240910.1235378,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,2,47.17101490008645,,,,,,47.154739800142124,,,,2,47.1710898000747,1240917.1360707,47.17101490008645,49.158281800104305,49.19557970017195,49.19969520019367,3,49.19970890018158,1240919.1646919,50.41122560016811,50.4112635999918,50.427065200172365,5,50.42708589998074,1240920.3920693,54.17049670009874,54.17055090004578,54.17062420002185,6,47.171038300031796,1240917.1360217,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,9,54.18396950000897,,,,,,54.170738600194454,,,,2,54.18404640001245,1240924.1490267,54.18396950000897,56.17756039998494,56.21714060008526,56.22265170002356,4,56.22268270002678,1240926.1876669,57.42319650016725,57.423239700030535,57.44076680019498,5,57.44078920013271,1240927.4057724,61.18034250009805,61.180397800169885,61.18048440013081,6,54.18399450019933,1240924.1489793,147604,001,2025-08-28_17h20.51.039,Graz,,2025.1.1,59.98901004141547,2025-08-28 17h21.01.092133 -0300,
