img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06056539999553934,0.06063380000705365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
,,,,,,,,,,,,,0.060664799995720387,0.06070000000181608,,,,,,,,,,,,,,,,,,,,,,,,,,,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,9,0.08401560000493191,,,,,,0.06504040000436362,1,0.08402860000205692,68065.4048675,2,0.08406269999977667,68065.4048995,5.087808399999631,7.06134070000553,7.118028500000946,7.158570500003407,4,7.158594699998503,68072.4794339,8.356271299999207,8.35632780000742,8.359434400001192,5,8.359462099993834,68073.6803035,12.071827099993243,12.071867999999085,12.071928000004846,,,,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,3,12.075199300001259,,,,,,12.072047900001053,,,,2,12.075318100003642,68077.3961574,12.075199300001259,14.069994399993448,14.106775299995206,14.112952099996619,3,14.112972400005674,68079.4338134,15.338580299998284,15.338615900007426,15.340953999999329,5,15.340979200002039,68080.6618229,19.096129199999268,19.09617010000511,19.096229000002495,6,12.075227900000755,68077.3960715,14.112952099996619,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,2,19.1438410999981,,,,,,19.096344699995825,,,,2,19.143920200003777,68084.4647578,19.1438410999981,21.100473400001647,21.136979400005657,21.153261600004043,3,21.15327850000176,68086.4741176,22.35253649999504,22.352573099997244,22.380176299993764,5,22.380199499995797,68087.7010391,26.11326709999412,26.113307099993108,26.113366899997345,6,19.143866500002332,68084.4647065,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,7,26.13840959999652,,,,,,26.11347979999846,,,,2,26.138489000004483,68091.4593259,26.13840959999652,28.120313699997496,28.15735080000013,28.171243799995864,4,28.17125670000678,68093.4920958,29.401445700001204,29.401483399997232,29.425670500000706,5,29.42569449999428,68094.7465343,33.12613129999954,33.126166999994894,33.12622570000531,6,26.138433400003123,68091.4592734,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,4,33.15231499999936,,,,,,33.126346300006844,,,,2,33.152392999996664,68098.4732305,33.15231499999936,35.16533950000303,35.20560650000698,35.21466080000391,3,35.21467410000332,68100.5355132,36.38370629999554,36.38374449999537,36.40940150000097,5,36.40942719999293,68101.7302688,40.126823800004786,40.12686249999388,40.1269195000059,6,33.15233929999522,68098.4731795,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,5,5,0,0,5,5,0,40.13709889999882,,,,,,40.12702949999948,,,,2,40.13718150000204,68105.4580188,40.13709889999882,42.12076700000034,42.159173000007286,42.197419400006765,3,42.19744869999704,68107.5182889,43.39506209999672,43.395132799996645,43.41930579999462,5,43.41933010000503,68108.7401704,47.128063900003326,47.12811989999318,47.12820259999717,6,40.137123900000006,68105.4579651,42.197419400006765,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,47.13139130000491,,,,,,47.12832410000556,,,,2,47.131502400006866,68112.4523435,47.13139130000491,49.122526299994206,49.16945420000411,49.195932400005404,4,49.19598420000693,68114.5168277,50.40609200000472,50.406137700003455,50.40853440000501,5,50.40855659999943,68115.7293968,54.16587549999531,54.16594839999743,54.166083300005994,6,47.13141919999907,68112.4522612,49.195932400005404,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,5,54.193754099993384,,,,,,54.16627010000229,,,,2,54.19386489999306,68119.5147049,54.193754099993384,56.168788199996925,56.207051599994884,56.26739370000723,4,56.26743000000715,68121.5882712,57.41957579999871,57.41964140000346,57.468827599994256,5,57.46885600000678,68122.789696,61.18774969999504,61.187803599998006,61.18788759999734,6,54.1937864000065,68119.5146287,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
