img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,8,8,0,0,8,8,6,61.2149303000042,,,,,,61.18804680000176,,,,2,61.21503049999592,68126.53587,61.2149303000042,63.196784100000514,63.23536570000579,63.29384559999744,4,63.29387379999389,68128.6147167,64.45339599999716,64.45343460000004,64.45573109999532,5,64.45576280000387,68129.7766065,68.2109563999984,68.21102659999451,68.21111770000425,6,61.21495700000378,68126.5357979,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,9,9,0,0,9,9,1,68.2386211999983,,,,,,68.21126900000672,,,,2,68.23870669999451,68133.5595438,68.2386211999983,70.23540809999395,70.27434810000705,70.33891429999494,3,70.33894469999359,68135.6597855,71.52163139999902,71.52170899999328,71.54731470000115,5,71.54734010000539,68136.86818,75.22776179999346,75.22780340000463,75.22787360000075,6,68.23864850000245,68133.5594886,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,10,0,1,1,0,10,7,75.23120449999988,,,,,,75.22799650000525,,,,2,75.23140520000015,68140.5522496,75.23120449999988,77.21559219999472,77.25645810000424,77.29185860000143,4,77.29188889999932,68142.6127294,78.5287493999931,78.52878930000588,78.53184019999753,5,78.53185840000515,68143.852699,82.26310280000325,82.26313999999547,82.26320200000191,6,75.23124379999354,68140.5520875,77.29185860000143,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,11,1,1,1,1,11,0,82.2666004000057,,,,,,82.26331399999617,,,,2,82.26667939999606,68147.5875171,82.2666004000057,84.2673000000068,84.30428130000655,84.34405119999428,3,84.34407750000537,68149.6649174,85.52298799999699,85.52302449999843,85.52598720000242,5,85.52601329999743,68150.8468544,89.26364800000738,89.26368560000265,89.26374490000308,6,82.26662500000384,68147.5874651,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,12,2,1,1,2,12,9,89.26642919999722,,,,,,89.2638547999959,,,,2,89.26652069999545,68154.5873586,89.26642919999722,91.26137670000026,91.29820710000058,91.31257399999595,4,91.31259370000043,68156.6334331,92.5322082000057,92.53224669999327,92.53446140000597,5,92.53453089999675,68157.8553803,96.27831880000303,96.278361699995,96.27842200000305,6,89.26645799999824,68154.5872986,91.31257399999595,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,13,3,1,1,3,13,2,96.30554149999807,,,,,,96.27853840000171,,,,2,96.3056196999969,68161.6264571,96.30554149999807,98.27911770000355,98.31743280000228,98.34802499999932,3,98.34804880000593,68163.6688888,99.54292740000528,99.54296809999505,99.54610849999881,5,99.5461318000016,68164.8669721,103.28453239999362,103.28457439999329,103.28463740000734,6,96.30556560000696,68161.6264063,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,14,4,1,1,4,14,1,103.28738759999396,,,,,,103.28475049999543,,,,2,103.28744159999769,68168.6082786,103.28738759999396,105.28726159999496,105.32334540000011,105.36480830000073,3,105.36483200000657,68170.6856718,106.55758530000458,106.55762370000593,106.56076560000656,5,106.56078420000267,68171.8816233,110.29882169999473,110.29886100000294,110.29892149999796,6,103.28739979999955,68168.6082393,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,15,5,1,1,5,15,5,110.32715270000335,,,,,,110.29904070000339,,,,2,110.32723169999372,68175.6480691,110.32715270000335,112.3120823000063,112.34921630000463,112.38708319999569,4,112.38710849999916,68177.7079488,113.56542830000399,113.56547370000044,113.59375480000745,5,113.59378120000474,68178.9146213,117.31348419999995,117.31352090000291,117.3135798000003,6,110.32717659999616,68175.6480167,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,16,6,1,1,6,16,8,117.33989440000732,,,,,,117.31369409999752,,,,2,117.33997460000683,68182.660812,117.33989440000732,119.34000219999871,119.37743399999454,119.39439250000578,4,119.39441870000155,68184.7152595,120.61464749999868,120.6146868999931,120.6185947000049,5,120.61861809999391,68185.939458,124.33665070000279,124.3366895999934,124.33675299999595,6,117.33991830000014,68182.6607581,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,17,7,1,1,7,17,3,124.34107480000239,,,,,,124.3368741000013,,,,2,124.34117770000012,68189.6620157,124.34107480000239,126.34542349999538,126.38186320000386,126.40108630000032,3,126.4011063999933,68191.7219461,127.59033019999333,127.59037000000535,127.59340959999827,5,127.59343700000318,68192.9142784,131.35365509999974,131.35369099999662,131.35375130000466,6,124.34110570000485,68189.6619469,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,18,8,1,1,8,18,6,131.35839589999523,,,,,,131.35386370000197,,,,2,131.35846940000192,68196.6793064,131.35839589999523,133.3578661000065,133.39489159999357,133.41651579999598,4,133.41654109999945,68198.737381,134.62106520000088,134.62110040000698,134.6470166999934,5,134.6470410000038,68199.9678811,138.36335430000327,138.3633908000047,138.36344909999752,6,131.35841770000116,68196.6792573,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,19,9,1,1,9,19,4,138.3661637000041,,,,,,138.36356470000464,,,,2,138.3662398000015,68203.6870771,138.3661637000041,140.39058829999703,140.4265613000025,140.44201739999698,3,140.44203330000164,68205.762873,141.63748730000225,141.6375268999982,141.64079439999477,5,141.64082299999427,68206.9616648,145.36938689999806,145.3694245999941,145.36948209999537,6,138.36618460000318,68203.687025,,344398,001,2025-09-01_13h49.26.242,Graz,,2025.1.1,40.2741542237824,2025-09-01 13h49.29.751951 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,145.3712627000059,68210.6921029,,,,,,,,,,
