20.2299 	INFO 	Loaded monitor calibration from ['2025_08_24 15:35']
20.6748 	INFO 	Using renderer 'GeForce GT 730/PCIe/SSE2' for graphics
20.6748 	INFO 	OpenGL version supported by driver is 4..
20.6907 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000203426F8B80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000203426F8FA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1.    , 0.9843, 0.7412]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020342780550>, multiSample=False, name='window1', numSamples=2, pos=[130.0, 540.0], screen=0, size=array([640, 360]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.6908 	EXP 	window1: backgroundImage = ''
20.6908 	EXP 	window1: backgroundFit = 'none'
21.0961 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
21.0962 	EXP 	window1: recordFrameIntervals = False
21.3386 	EXP 	window1: recordFrameIntervals = True
21.3930 	WARNING 	t of last frame was 21.64ms (=1/46)
21.5717 	EXP 	Screen (0) actual frame rate measured at 59.96Hz
21.5717 	EXP 	window1: recordFrameIntervals = False
21.6338 	INFO 	keyboard.Keyboard is using ptb backend.
21.6338 	EXP 	Graz: status = STARTED
21.7041 	EXP 	Created attention_cross = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='stims/cross.png', interpolate=True, mask=None, maskParams=None, name='attention_cross', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
21.7093 	EXP 	Created motor_cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='motor_cue', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
21.7560 	EXP 	Created attempt = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='stims/cross.png', interpolate=True, mask=None, maskParams=None, name='attempt', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
21.8083 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='stims/rest.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
0.0916 	EXP 	Imported stims_sequence.csv as conditions, 10 conditions, 2 params
0.0920 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png', 'event_label': 'LEFT_MI_STIM', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.0863 	EXP 	attention_cross: autoDraw = True
5.1264 	EXP 	attention_cross: autoDraw = False
5.1264 	EXP 	attention_cross: autoDraw = False
5.1264 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png'
5.1264 	EXP 	motor_cue: autoDraw = True
6.3588 	EXP 	motor_cue: autoDraw = False
6.3588 	EXP 	attempt: autoDraw = True
10.1269 	EXP 	attempt: autoDraw = False
10.1269 	EXP 	image_2: autoDraw = True
