img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08058249996975064,0.08065469982102513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
,,,,,,,,,,,,,0.08068579994142056,0.08072179998271167,,,,,,,,,,,,,,,,,,,,,,,,,,,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.08706899988465011,,,,,,0.08503389987163246,1,0.08708649990148842,1228086.0418475,2,0.08712589996866882,1228086.0418837,5.0956621000077575,7.08292209985666,7.131968799978495,7.13699149992317,4,7.137003900017589,1228093.0917647,8.335187199991196,8.33522989996709,8.35177389997989,5,8.351801199838519,1228094.3065636,12.092080099973828,12.092117999913171,12.092183099826798,,,,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,1,12.108601999934763,,,,,,12.092299100011587,,,,2,12.108699499862269,1228098.063459,12.108601999934763,14.095586099894717,14.134425099939108,14.140429999912158,3,14.140452299965546,1228100.0952149,15.347885699942708,15.347921299980953,15.364561999915168,5,15.364585899980739,1228101.3193471,19.10494969994761,19.105010699946433,19.105092599987984,6,12.10863359994255,1228098.0633953,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,19.121563999913633,,,,,,19.10521289985627,,,,2,19.121679299976677,1228105.0764397,19.121563999913633,21.10866090003401,21.15358479996212,21.15848380001262,4,21.158508399967104,1228107.1132702,22.360491399886087,22.360526700038463,22.377151099964976,5,22.377172600012273,1228108.3319343,26.117576299933717,26.117613699985668,26.117676599882543,6,19.12159419991076,1228105.076358,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,4,26.134118099929765,,,,,,26.11778560001403,,,,2,26.1342105998192,1228112.0889704,26.134118099929765,28.121210699900985,28.16111440001987,28.16590499994345,3,28.16592439985834,1228114.120686,29.37434889981523,29.37438920000568,29.391021099872887,5,29.391042300034314,1228115.3458031,33.130161999957636,33.130198299884796,33.13025509985164,6,26.134143099887297,1228112.0889062,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,5,33.146950299851596,,,,,,33.13036710000597,,,,2,33.147043499862775,1228119.1018034,33.146950299851596,35.13399969995953,35.172816399950534,35.177606999874115,4,35.1776296000462,1228121.1323914,36.386330999899656,36.386368899839,36.40292209992185,5,36.40294519998133,1228122.3577062,40.142921400023624,40.14296229998581,40.14302109996788,6,33.14697190001607,1228119.1017331,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,8,40.15962829999626,,,,,,40.14313029986806,,,,2,40.159726300043985,1228126.1144842,40.15962829999626,42.146604999899864,42.183239500038326,42.18784639984369,4,42.187862399965525,1228128.1426231,43.399745899951085,43.399780499981716,43.41570899984799,5,43.41573029989377,1228129.3704918,47.15602370002307,47.15606559999287,47.156125199981034,6,40.15966869983822,1228126.1144298,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,0,47.1725716998335,,,,,,47.15623259986751,,,,2,47.17270260001533,1228133.1275202,47.1725716998335,49.16024779994041,49.19572909991257,49.20046459999867,3,49.2004799998831,1228135.1552409,50.411904899869114,50.41194269992411,50.42914419993758,5,50.4291611998342,1228136.3839222,54.1685448999051,54.16858459985815,54.1686434999574,6,47.172609800007194,1228133.1273754,024606,001,2025-08-28_13h47.54.115,Graz,,2025.1.1,60.49284738886706,2025-08-28 13h47.57.082775 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,3,54.18527919985354,,,,,,54.16875789989717,,,,2,54.18536049989052,1228140.1401186,54.18527919985354,56.17267799982801,56.21049869991839,56.21568279992789,3,56.21569689991884,1228142.1704582,,,,,,,,,,6,54.18530109990388,1228140.1400623,,,,,,,,,
