img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.0822797000000719,0.08235340000828728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
,,,,,,,,,,,,,0.08238589999382384,0.08242570000584237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,9,0.09449770001810975,,,,,,0.08721759999752976,1,0.09451950000948273,179392.3129782,2,0.09456570001202635,179392.3130199,3.099016099993605,5.098269500012975,5.170376199996099,5.198009999992792,4,5.198034400003962,179397.4164924,6.3331490000127815,6.333188599994173,6.344957799999975,5,6.344979499990586,179398.5634367,10.101152000017464,10.101194399991073,10.127023500012001,6,10.12704870000016,179402.3455067,12.098270499991486,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,2,12.110589799995068,,,,,,12.09841979999328,,,,2,12.110618600010639,179404.3290795,12.110589799995068,14.096609700005502,14.143394000013359,14.16760690000956,3,14.167630900017684,179406.3860888,15.344291399989743,15.344351200008532,15.362458199990215,5,15.362482600001385,179407.5809402,19.094906400016043,19.094943800009787,19.11240800001542,6,19.11243179999292,179411.3308894,21.092624400014756,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,4,21.10962840000866,,,,,,21.092771399999037,,,,2,21.10965820000274,179413.3281161,21.10962840000866,23.09544599999208,23.14223339999444,23.166222100000596,3,23.166247300017858,179415.384705,24.34397170000011,24.34401090000756,24.366888599994127,5,24.36691380001139,179416.5853718,28.100680600007763,28.100723700015806,28.112467900005868,6,28.1124924000178,179420.3309504,30.09954180000932,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,3,3,0,0,3,3,1,30.111263900005724,,,,,,30.099676500016358,,,,2,30.11129460000666,179422.3297521,30.111263900005724,32.098437800013926,32.14585880000959,32.16409289999865,3,32.164118300017435,179424.3825768,33.33316880001803,33.33321340000839,33.34490409999853,5,33.34492730000056,179425.5633845,37.09348100001807,37.09353270000429,37.1111791000003,6,37.11120439998922,179429.3296622,39.093595400016056,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,3,39.11078540000017,,,,,,39.09374569999636,,,,2,39.110821300011594,179431.3292796,39.11078540000017,41.093460400006734,41.14048560001538,41.165517899993574,3,41.16554950000136,179433.3840101,42.34247350000078,42.34251429999131,42.367116500012344,5,42.3671417000005,179434.5855999,46.09022400001413,46.0902872000006,46.11256440001307,6,46.112621200009016,179438.3310844,48.09726939999382,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,5,5,0,0,5,5,6,48.108972999994876,,,,,,48.097412700008135,,,,2,48.109004800004186,179440.3274628,48.108972999994876,50.094713300000876,50.142992700013565,50.15813570001046,4,50.158159899991006,179442.3766169,51.340828200016404,51.34086689999094,51.357734299992444,5,51.35775670001749,179443.5762142,55.08971639999072,55.08975640000426,55.10628330000327,6,55.10630569999921,179447.3247633,57.090790699992795,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,6,6,0,0,6,6,0,57.10795100001269,,,,,,57.09093959999154,,,,2,57.10798319999594,179449.3264413,57.10795100001269,59.09357570001157,59.14201830001548,59.16777820000425,3,59.16780280001694,179451.3862607,60.34165099999518,60.341699200012954,60.3587581999891,5,60.35878100001719,179452.5772386,64.08980620000511,64.08984319999581,64.10684280001442,6,64.10686450000503,179456.325322,66.09394650001195,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,7,66.10565390001284,,,,,,66.09407620001002,,,,2,66.10568239999702,179458.3241399,66.10565390001284,68.09245799999917,68.14043679999304,68.1614605000068,4,68.16149080000469,179460.3799505,69.33921979999286,69.33926269999938,69.35635750001529,5,69.35638109999127,179461.5748385,73.09088940001675,73.09093269999721,73.10776139999507,6,73.10778610000852,179465.3262437,75.09322460001567,,,,,,313920,001,2026-08-10_19h32.51.159,Graz,,2025.1.1,None,2026-08-10 19h32.57.935664 -0300,
