img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08746120007708669,0.08752940013073385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
,,,,,,,,,,,,,0.0875598001293838,0.08759459992870688,,,,,,,,,,,,,,,,,,,,,,,,,,,,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,4,0.09787139995023608,,,,,,0.0930810000281781,1,0.09788900008425117,1170695.0680159,2,0.09792720014229417,1170695.0680514,3.1035979001317173,5.09144280012697,5.145366900134832,5.1589822000823915,3,5.1590068999212235,1170700.1291345,6.34328979998827,6.343324800021946,6.360489800106734,5,6.360511000035331,1170701.3306377,10.09996909997426,10.100003000115976,10.115979300113395,6,10.115999799920246,1170705.0861261,12.103089699987322,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,2,12.119395399931818,,,,,,12.103216200135648,,,,2,12.119421300012618,1170707.0895482,12.119395399931818,14.092126599978656,14.136429199948907,14.158432699972764,3,14.158456400036812,1170709.1285837,15.34277360001579,15.342815200099722,15.360502399969846,5,15.360522200120613,1170710.3306484,19.10005920007825,19.10009910003282,19.116224700119346,6,19.116243800148368,1170714.0863704,21.09189789998345,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,0,21.103046500124037,,,,,,21.092286200029776,,,,2,21.10307290009223,1170716.0731998,21.103046500124037,23.091348499991,23.137547200080007,23.158811999950558,3,23.158833800116554,1170718.128961,24.343395000090823,24.343434700043872,24.359741700114682,5,24.359762199921533,1170719.3298888,28.099813800072297,28.099850800121203,28.119922599988058,6,28.120034200139344,1170723.0901749,30.103114099940285,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,7,30.119705100078136,,,,,,30.10324650001712,,,,2,30.119735500076786,1170725.0898634,30.119705100078136,32.09137720009312,32.13705280004069,32.15845880005509,4,32.15848070010543,1170727.128608,33.34349070000462,33.34352839994244,33.35917120007798,5,33.35919210012071,1170728.3293188,37.09924710006453,37.09928239998408,37.11583720007911,6,37.11585750011727,1170732.0859842,39.10298640001565,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,1,39.119506099959835,,,,,,39.10310950013809,,,,2,39.11953189992346,1170734.0896591,39.119506099959835,41.09008019999601,41.133454099996015,41.141014100052416,3,41.141035499982536,1170736.1111633,42.34242759994231,42.34246419998817,42.35963060008362,5,42.359656600048766,1170737.3297839,46.09903439995833,46.09907039999962,46.11529650003649,6,46.115317000076175,1170741.0854441,48.10238970001228,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,5,5,0,0,5,5,8,48.11861140001565,,,,,,48.10252210008912,,,,2,48.11863819998689,1170743.0887652,48.11861140001565,50.09151479997672,50.13585810014047,50.157973899971694,4,50.158000899944454,1170745.1281283,51.34190839994699,51.34194579999894,51.35821869992651,5,51.35823850007728,1170746.3283649,55.09839870012365,55.09843509993516,55.116981900064275,6,55.11703979992308,1170750.0871782,57.10149880009703,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,6,6,0,0,6,6,3,57.11782249994576,,,,,,57.10163399996236,,,,2,57.11785309994593,1170752.0879816,57.11782249994576,59.08958510006778,59.13477270002477,59.160042700124905,3,59.16006419993937,1170754.1301915,60.342322499956936,60.34235990000889,60.35847029997967,5,60.35849010013044,1170755.3286168,64.09854519995861,64.09858430013992,64.11462499992922,6,64.11464600008912,1170759.0847729,66.10146609996445,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,6,66.11833570012823,,,,,,66.10158969997428,,,,2,66.11836250009947,1170761.0884892,66.11833570012823,68.0903620000463,68.13471590005793,68.14235089998692,4,68.14237269992009,1170763.1124996,69.34121869993396,69.34125649998896,69.35779720009305,5,69.35781930014491,1170764.3279461,73.09785629995167,73.09789149998687,73.11407080013305,6,73.11409069993533,1170768.0842171,75.10109349992126,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,8,8,0,0,8,8,5,75.12137169996276,,,,,,75.10121880006045,,,,2,75.12144979997538,1170770.0915887,75.12137169996276,77.09111330006272,77.13667979999445,77.15996509999968,4,77.15998660004698,1170772.1301139,78.34031360014342,78.34035199997015,78.35874950001016,5,78.3587696000468,1170773.3288959,82.09770749998279,82.09774570004083,82.11382860015146,6,82.11385080008768,1170777.0839783,84.1008637000341,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,9,9,0,0,9,9,9,84.11711090011522,,,,,,84.10099610011093,,,,2,84.11713770008646,1170779.0872649,84.11711090011522,86.09146540006623,86.13837380008772,86.16084900009446,4,86.16088209999725,1170781.1310129,87.34199490002356,87.34203419997357,87.35818070010282,5,87.35820330004208,1170782.3283304,91.09730389993638,91.09734100010246,91.11401319992729,6,91.11403289996088,1170786.0841596,93.1006664999295,718903,001,2025-12-03_17h09.04.067,Graz,,2025.1.1,59.90412948223178,2025-12-03 17h09.08.165864 -0300,
