img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.0869362999801524,0.08700419997330755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
,,,,,,,,,,,,,0.08703320001950487,0.08707050001248717,,,,,,,,,,,,,,,,,,,,,,,,,,,,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,8,0.10671299998648465,,,,,,0.0924603000166826,1,0.10673910001059994,520669.3625346,2,0.10680710000451654,520669.3626002,3.089808999968227,5.089083999977447,5.2238745000213385,5.237950599985197,4,5.23796980001498,520674.4937628,6.339156900008675,6.339186500001233,6.356155499990564,5,6.356185899989214,520675.6119806,10.088376900006551,10.08840930002043,10.10536410001805,6,10.105391299992334,520679.3611848,12.08891529997345,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,4,12.106072700000368,,,,,,12.08909640001366,,,,2,12.106102299992926,520681.3618953,12.106072700000368,14.090833999973256,14.168978400004562,14.171869800018612,3,14.171887499978766,520683.4276794,15.338847199978773,15.338895799999591,15.35547949996544,5,15.355508300010115,520684.6113026,19.08876539999619,19.088796099997126,19.10574379999889,6,19.105766499997117,520688.3615604,21.089632600022014,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,3,21.10625169996638,,,,,,21.089798800006974,,,,2,21.106285999994725,520690.3620806,21.10625169996638,23.09091049997369,23.13586599996779,23.142744500015397,3,23.14277380000567,520692.3985686,24.340155399986543,24.34018769999966,24.356242300011218,5,24.356267699971795,520693.6120623,28.089073100010864,28.089127800019924,28.11248589999741,6,28.112507899990305,520697.3683002,30.090420399967115,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,1,30.106242700014263,,,,,,30.09058439999353,,,,2,30.10633079998661,520699.3621283,30.106242700014263,32.08981610002229,32.13115749997087,32.1397804999724,3,32.13980760000413,520701.3956024,33.33916319999844,33.33921210002154,33.35602210002253,5,33.356050900008995,520702.6118451,37.09033109998563,37.090382599970326,37.10658179997699,6,37.106604899978265,520706.3623985,39.08906199998455,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,2,39.106137199967634,,,,,,39.08917120000115,,,,2,39.10617270000512,520708.3619673,39.106137199967634,41.089473099971656,41.134072399989236,41.13932020001812,3,41.139348299999256,520710.3951427,42.339428399980534,42.33947940001963,42.355937400017865,5,42.355963599984534,520711.6117594,46.089104200014845,46.08913739997661,46.106009599985555,6,46.10602840001229,520715.3618208,48.089185899996664,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,5,48.10588390001794,,,,,,48.089331900002435,,,,2,48.105918499990366,520717.3617131,48.10588390001794,50.089235199964605,50.13037849997636,50.14031290001003,4,50.14033969998127,520719.3961337,51.341073899995536,51.34112810000079,51.35639079997782,5,51.3564100000076,520720.6122024,55.089336599980015,55.08938089996809,55.10670860001119,6,55.10673709999537,520724.3625316,57.092306300008204,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,7,57.10667180002201,,,,,,57.092479299986735,,,,2,57.106707700004335,520726.3625027,57.10667180002201,59.08916259999387,59.137629900011234,59.157130200008396,4,59.157159199996386,520728.412954,60.33969090000028,60.339754200016614,60.35618150001392,5,60.35620719997678,520729.6120016,64.08949199999915,64.08953310002107,64.10577620001277,6,64.10579659999348,520733.3615896,66.09053210000275,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,6,66.1070575999911,,,,,,66.09069729998009,,,,2,66.10709720000159,520735.3628922,66.1070575999911,68.08925509999972,68.1314890999929,68.13972219999414,4,68.13975009997375,520737.3955447,69.342321300006,69.34237099997699,69.35589549998986,5,69.35591330000898,520738.6117058,73.09008779999567,73.09012090001488,73.1096701999777,6,73.10970009997254,520742.3654948,75.0908401000197,640996,001,2025-09-08_15h43.39.431,Graz,,2025.1.1,60.11913206238395,2025-09-08 15h43.43.499928 -0300,
