img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06448610010556877,0.06455380003899336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
,,,,,,,,,,,,,0.06458280002698302,0.06461810017935932,,,,,,,,,,,,,,,,,,,,,,,,,,,,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,0,0,0,0,0,0,9,0.07067560008727014,,,,,,0.06871120003052056,1,0.0706855000462383,1225489.6963357,2,0.07072070008143783,1225489.6963692,5.072321000043303,7.113409100100398,7.059371100040153,7.108237400185317,7.113409100100398,4,7.11342820012942,1225496.739079,8.329226500121877,8.329259800026193,8.345003900118172,5,8.345020700013265,1225497.9706717,12.069426600122824,12.069460600148886,12.069516200106591,,,,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,0,12.08514570002444,,,,,,12.069624500116333,,,,2,12.085225200047716,1225501.7108748,12.08514570002444,,14.072260200046003,14.108234400162473,14.113276600139216,3,14.113363099982962,1225503.7390205,15.325252400012687,15.32528720004484,15.341878600185737,5,15.341895600082353,1225504.9675461,19.08136330009438,19.0814106001053,19.081478100037202,6,12.0851660000626,1225501.7108175,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,2,2,0,0,2,2,6,19.098055300069973,,,,,,19.081600800156593,,,,2,19.09815079998225,1225508.7238038,19.098055300069973,,21.084962600143626,21.123224399983883,21.12735110009089,4,21.127366400090978,1225510.7530177,22.33726010005921,22.337296500103548,22.353870900114998,5,22.35389050003141,1225511.979542,26.094899400137365,26.094936000183225,26.094987699994817,6,19.098077800124884,1225508.72373,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,5,26.111550000030547,,,,,,26.0950945999939,,,,2,26.111615100177005,1225515.737264,26.111550000030547,,28.09859980014153,28.134827400092036,28.13942620018497,4,28.139440200058743,1225517.7650911,29.350830300012603,29.350865100044757,29.366664899978787,5,29.366682399995625,1225518.9923335,33.1079932001885,33.10802850010805,33.10808580019511,6,26.111566900042817,1225515.7372175,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,2,33.12343710009009,,,,,,33.10819589998573,,,,2,33.123496800195426,1225522.749146,33.12343710009009,,35.11051730019972,35.145955600077286,35.15073270001449,3,35.150745700113475,1225524.7763963,36.363674600142986,36.3637079000473,36.379543100018054,5,36.37956400006078,1225526.0052155,40.11965630017221,40.11969280010089,40.11975140008144,6,33.123451200081035,1225522.7491019,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,8,40.136256700148806,,,,,,40.11987360008061,,,,2,40.13632720010355,1225529.7619771,40.136256700148806,,42.123313300078735,42.15933890012093,42.16390649997629,4,42.163919100072235,1225531.7895699,43.376450600102544,43.376485100016,43.39305580011569,5,43.39307490014471,1225533.0187263,47.132470400072634,47.132506699999794,47.132562700193375,6,40.13627270003781,1225529.7619239,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,6,6,0,0,6,6,4,47.14904290018603,,,,,,47.13267970015295,,,,2,47.14912000019103,1225536.7747694,47.14904290018603,,49.136179300025105,49.172041200101376,49.17636750009842,3,49.176379800075665,1225538.8020306,50.38847420015372,50.38851279998198,50.405011400114745,5,50.40502810012549,1225540.0306791,54.14539940003306,54.14545450010337,54.14554479997605,6,47.149060800205916,1225536.7747119,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,7,54.16284830006771,,,,,,54.14572899998166,,,,2,54.1629218000453,1225543.7885708,54.16284830006771,,56.14895040006377,56.185204199980944,56.189987200079486,4,56.19000060018152,1225545.8156515,57.40139550017193,57.40144790010527,57.41777980001643,5,57.41780050005764,1225547.0434523,61.15812210016884,61.158158800099045,61.15821870020591,6,54.16286909999326,1225543.7885206,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,8,8,0,0,8,8,1,61.174589100060984,,,,,,61.158328500110656,,,,2,61.1746512001846,1225550.8003006,61.174589100060984,,63.161703100195155,63.19769240007736,63.20255689998157,3,63.20257279998623,1225552.8282243,64.41415750002488,64.41419240017422,64.43065550015308,5,64.43067620019428,1225554.0563269,68.1716373001691,68.17167160008103,68.17172099999152,6,61.17460440006107,1225550.8002554,522279,001,2025-08-28_13h04.33.545,Graz,,2025.1.1,59.886694375970094,2025-08-28 13h04.40.737650 -0300,
