img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06348110013641417,0.06355210021138191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
,,,,,,,,,,,,,0.06358340010046959,0.0636202001478523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,3,0.07314090011641383,,,,,,0.06837090011686087,1,0.07316210004501045,1265998.4955336,2,0.07320580002851784,1265998.4955736,3.062065100064501,5.116996500175446,5.049291000002995,5.100885200081393,5.116996500175446,3,5.11702200002037,1266003.5393927,6.318078500218689,6.318118300056085,6.334436400095001,5,6.334458400029689,1266004.7568296,10.074533900013193,10.074576100101694,10.091194300213829,6,10.091217000037432,1266008.5135879,12.078856200212613,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,1,1,0,0,1,1,6,12.095471600070596,,,,,,12.078992100199685,,,,2,12.095503900200129,1266010.5178767,12.095471600070596,,14.068392200162634,14.127251700032502,14.133604800095782,4,14.133627500152215,1266012.5559989,15.31835010019131,15.318387900013477,15.334563000127673,5,15.334584800060838,1266013.7569557,19.074927400099114,19.074966000160202,19.091692100046203,6,19.09171530022286,1266017.5140874,21.078435600036755,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,1,21.095139500219375,,,,,,21.07856640010141,,,,2,21.095168000087142,1266019.5175398,21.095139500219375,,23.06597140012309,23.10916079999879,23.11681510019116,3,23.116835300112143,1266021.5392072,24.318396700080484,24.318434400018305,24.335187600227073,5,24.33520930004306,1266022.7575801,28.075371600221843,28.075409300159663,28.092469800030813,6,28.092492500087246,1266026.514864,30.079757100204006,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,8,30.09627390000969,,,,,,30.079890900058672,,,,2,30.09631730010733,1266028.5186933,30.09627390000969,,32.065112500218675,32.10956580005586,32.11620350019075,4,32.1162243001163,1266030.538595,33.31746180006303,33.31750120013021,33.333895300049335,5,33.33391720009968,1266031.7562886,37.07430760003626,37.07434970000759,37.091635200195014,6,37.091668700100854,1266035.5140435,39.07879540021531,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,4,4,0,0,4,4,7,39.09491760004312,,,,,,39.07899230020121,,,,2,39.09495240007527,1266037.517326,39.09491760004312,,41.06556920008734,41.116237100213766,41.13248920021579,4,41.13251100014895,1266039.5548825,42.317605999996886,42.317649200093,42.33403650019318,5,42.33406170015223,1266040.7564338,46.07386580016464,46.07390260021202,46.09067910001613,6,46.090700700180605,1266044.5130717,48.077851000009105,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,4,48.09473380004056,,,,,,48.07800090010278,,,,2,48.09476950019598,1266046.5171431,48.09473380004056,,50.06426210002974,50.10781510011293,50.11571730021387,3,50.11573800002225,1266048.5381084,51.32000720012002,51.32004800019786,51.33514260011725,5,51.335163600044325,1266049.7575343,55.07387030008249,55.07391680008732,55.091389200184494,6,55.09142579999752,1266053.5138023,57.07887389999814,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,6,6,0,0,6,6,2,57.095279700122774,,,,,,57.07909390004352,,,,2,57.095327200135216,1266055.5177038,57.095279700122774,,59.06484390003607,59.11166170006618,59.13208740018308,3,59.13210960011929,1266057.5544814,60.31722090020776,60.31726250005886,60.33324610022828,5,60.33326690015383,1266058.7556377,64.07326090009883,64.07330070016906,64.08994090021588,6,64.08996290015057,1266062.5123341,66.07742330012843,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,9,66.09342580009252,,,,,,66.0775752000045,,,,2,66.09345440007746,1266064.5158262,66.09342580009252,,68.06452570017427,68.1150135002099,68.13184580020607,4,68.1318682001438,1266066.5542397,69.32013540016487,69.32025330001488,69.33642040006816,5,69.33648490021005,1266067.7588686,73.07414290006272,73.07419890002348,73.08992870012298,6,73.08995520020835,1266071.512327,75.07679350022227,255898,001,2026-05-27_18h22.50.567,Graz,,2025.1.1,59.999844069066576,2026-05-27 18h22.57.992737 -0300,
