img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.07092139999986102,0.07098459999997431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
,,,,,,,,,,,,,0.0710108000002947,0.07105260000025737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.08603459999994811,,,,,,0.07537469999988389,1,0.08605850000003556,2090.8230675,2,0.08612200000015946,2090.8231268,3.0838926999999785,5.1189846000002035,5.067381299999852,5.110101300000224,5.1189846000002035,4,5.119005399999878,2095.8560101,6.3340744000001905,6.334103199999845,6.350604100000055,5,6.350620199999867,2097.0876245,10.083976700000221,10.084005900000193,10.100519600000098,6,10.100534199999856,2100.8375385,12.084006099999897,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,4,12.100592000000233,,,,,,12.084111799999846,,,,2,12.100612000000183,2102.8376163,12.100592000000233,,14.084046800000124,14.120452099999966,14.135260900000048,3,14.13527460000023,2104.872279,15.33424980000018,15.334283099999993,15.350769799999853,5,15.350785900000119,2106.0877905,19.084814899999856,19.084847399999944,19.100882199999887,6,19.1008968000001,2109.8379011,21.085874299999887,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,0,21.103113699999994,,,,,,21.08599099999992,,,,2,21.103136799999902,2111.8401422,21.103113699999994,,23.084545600000183,23.120874000000185,23.136000500000137,3,23.1360181,2113.8730229,24.335564599999998,24.33559779999996,24.35163250000005,5,24.35164900000018,2115.0886535,28.084573900000123,28.084605099999862,28.101194400000168,6,28.101209299999937,2118.8382133,30.084607100000085,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,3,3,0,0,3,3,3,30.101364999999987,,,,,,30.084709300000213,,,,2,30.101389200000085,2120.8383952,30.101364999999987,,32.084677100000135,32.121948599999996,32.13693460000013,3,32.13695540000026,2122.8739612,33.335188800000196,33.3352232000002,33.35189910000008,5,33.351915799999915,2124.0889212,37.08544970000003,37.085481099999924,37.101834600000075,6,37.10185390000015,2127.8388598,39.084663699999965,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,4,4,0,0,4,4,7,39.10163640000019,,,,,,39.08477679999987,,,,2,39.10166160000017,2129.8386672,39.10163640000019,,41.08538270000008,41.12378940000008,41.13660770000024,4,41.13662710000017,2131.8736328,42.33492380000007,42.334962800000085,42.35140129999991,5,42.351421200000004,2133.0884277,46.08626009999989,46.086291900000106,46.10270390000005,6,46.102722000000085,2136.8397279,48.08492209999986,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,1,48.101548300000104,,,,,,48.0850461,,,,2,48.10157079999999,2138.8385756,48.101548300000104,,50.08625650000022,50.12426260000029,50.137794400000075,3,50.13781139999992,2140.874816,51.33578690000013,51.335820799999965,51.353437600000234,5,51.35345589999997,2142.0904623,55.08516719999989,55.08519750000005,55.10160059999998,6,55.101621199999954,2145.8386276,57.08664660000022,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,5,57.10314419999986,,,,,,57.086752799999886,,,,2,57.10317070000019,2147.8401766,57.10314419999986,,59.08595809999997,59.12570240000014,59.13714209999989,4,59.137159599999904,2149.8741644,60.33692680000013,60.33696140000029,60.35292639999989,5,60.35294539999995,2151.089951,64.08559659999992,64.08562919999986,64.10219110000025,6,64.1022081000001,2154.8392134,66.08574219999991,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,9,66.10250859999996,,,,,,66.08585560000029,,,,2,66.10253030000013,2156.8395353,66.10250859999996,,68.08557659999997,68.12344759999996,68.13770199999999,4,68.13772300000028,2158.874729,69.33607389999997,69.33610570000019,69.35256819999995,5,69.35258449999992,2160.0895891,73.08552970000028,73.08555840000008,73.10214200000019,6,73.10215730000027,2163.8391612,75.08583129999988,270940,001,2026-05-07_12h50.39.078,Graz,,2025.1.1,59.836634021856334,2026-05-07 12h51.07.030360 -0300,
