img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08134260005317628,0.08624530001543462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
,,,,,,,,,,,,,0.08630640001501888,0.08638630004134029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,9,0.10965220001526177,,,,,,0.09195819997694343,1,0.10967490007169545,612998.0297803,2,0.10975319996941835,612998.0298609,3.0937733000610024,5.092173399985768,5.136825500056148,5.142417200026102,4,5.1424391000764444,613003.0625438,6.342170300078578,6.342202999978326,6.358748200000264,5,6.3587658000178635,613004.2788688,10.092289200052619,10.092325399979018,10.10901360004209,6,10.109032300068066,613008.0291361,12.093085600063205,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,1,1,0,0,1,1,7,12.109747500042431,,,,,,12.093201500014402,,,,2,12.109771699993871,613010.0298761,12.109747500042431,14.09308390005026,14.133248900063336,14.144040400045924,4,14.144058000063524,613012.0641612,15.34290150005836,15.342935200082138,15.359420699998736,5,15.3594441000605,613013.2795488,19.093268100055866,19.093300300068222,19.10963299998548,6,19.109659500070848,613017.0297645,21.09282110002823,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,6,21.110058999969624,,,,,,21.092934200074524,,,,2,21.110092299990356,613019.0301986,21.110058999969624,23.092903700075112,23.135974199976772,23.144227600074373,4,23.14424739999231,613021.0643512,24.343596199993044,24.343629600014538,24.359503700048663,5,24.359521400067024,613022.2796248,28.092937899986282,28.092973500024527,28.110255500068888,6,28.110279700020328,613026.0303834,30.094225400011055,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,3,3,0,0,3,3,2,30.109915400040336,,,,,,30.094381500035524,,,,2,30.10994190000929,613028.0300458,30.109915400040336,32.09306069999002,32.13115120003931,32.1447468000697,3,32.14476649998687,613030.0648697,33.34316160005983,33.34319669997785,33.35972369997762,5,33.35974049998913,613031.2798434,37.09311370004434,37.0931446000468,37.11011700006202,6,37.11013520008419,613035.0302383,39.093573400052264,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,3,39.109792400035076,,,,,,39.093688199995086,,,,2,39.109817199991085,613037.029921,39.109792400035076,41.09368569997605,41.132012400077656,41.14510349999182,3,41.14513309998438,613039.0652393,42.34389879996888,42.343930599978194,42.36029730003793,5,42.360316100064665,613040.280419,46.09323880006559,46.09327000007033,46.109911900013685,6,46.10993030003738,613044.0300336,48.093376800068654,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,1,48.109904600074515,,,,,,48.093483700067736,,,,2,48.10993100004271,613046.0300353,48.109904600074515,50.09324369998649,50.13094389997423,50.14479030005168,3,50.14480850007385,613048.0649118,51.34345020004548,51.34348460007459,51.36041069997009,5,51.36042909999378,613049.2805327,55.09364870004356,55.093679500045255,55.11002220003866,6,55.11003940005321,613053.0301428,57.09368450008333,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,57.11027130007278,,,,,,57.09384900005534,,,,2,57.11029540002346,613055.0303995,57.11027130007278,59.0940597000299,59.136585899977945,59.14496120007243,4,59.14497999998275,613057.0650838,60.34364870004356,60.343681600061245,60.36028410005383,5,60.36030419997405,613058.2804076,64.09351050003897,64.09354030003306,64.11024120007642,6,64.1102587999776,613062.0303615,66.0937786999857,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,7,7,0,0,7,7,0,66.1106719999807,,,,,,66.09390590002295,,,,2,66.11069620004855,613064.0308003,66.1106719999807,68.09425470000133,68.1337741999887,68.14537699997891,3,68.1453959000064,613066.0654988,69.3444623000687,69.34449799999129,69.36049870005809,5,69.3605160000734,613067.2806198,73.09396039997227,73.09400719997939,73.1104376000585,6,73.11045550007839,613071.0305593,75.09388270007912,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,8,8,0,0,8,8,4,75.11045789998025,,,,,,75.09399810002651,,,,2,75.11049370002002,613073.0305991,75.11045789998025,77.09449330007192,77.13237780006602,77.14542199997231,3,77.14544490003027,613075.0655493,78.34409759996925,78.34413069998845,78.36084980005398,5,78.36086590006016,613076.2809684,82.09416039998177,82.09422179998364,82.11084920004942,6,82.11087630002294,613080.0309829,84.09406320005655,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,9,9,0,0,9,9,5,84.11058910004795,,,,,,84.09417669998948,,,,2,84.11061289999634,613082.030717,84.11058910004795,86.09403889998794,86.13423560000956,86.14546739996877,4,86.1454856999917,613084.0655888,87.34424220002256,87.34427570004482,87.36068759998307,5,87.3607050999999,613085.2808079,91.0941720000701,91.09420260007028,91.11119620001409,6,91.11121290002484,613089.0313165,93.09418860008009,,,,,,234990,001,2026-06-22_16h16.18.398,Graz,,2025.1.1,60.13974070136788,2026-06-22 16h16.29.755912 -0300,
