img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06314790000033099,0.06321760000719223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
,,,,,,,,,,,,,0.06324810000660364,0.06328410000423901,,,,,,,,,,,,,,,,,,,,,,,,,,,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,2,0.08733820001361892,,,,,,0.06786940000893082,1,0.08735470000829082,67495.8187147,2,0.0873971000110032,67495.8187524,5.115224000008311,7.073007300001336,7.154586500008008,7.1972757000039564,3,7.19729960001132,67502.9286588,8.326991800000542,8.327029899999616,8.352889000001596,5,8.35291380000126,67504.0842724,12.084397700004047,12.084437400000752,12.08449510000355,,,,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,9,12.087759500005632,,,,,,12.08461520000128,,,,2,12.087867400012328,67507.8192273,12.087759500005632,14.089523100003134,14.127529500008677,14.14511590001348,4,14.145141700006207,67509.8765012,15.353956100007053,15.35399220000545,15.35627660001046,5,15.356302100000903,67511.0876636,19.108120500008226,19.10815710001043,19.10822150000604,6,12.087789200013503,67507.819151,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,4,19.134475600003498,,,,,,19.108329300011974,,,,2,19.134551700000884,67514.8659073,19.134475600003498,21.12903080000251,21.164908700011438,21.18327290000161,3,21.18328970001312,67516.9146481,22.37013900000602,22.37017680000281,22.372626200012746,5,22.372644700008095,67518.104004,26.11786350001057,26.117903300008038,26.1179633000138,6,19.13449880000553,67514.8658574,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,1,26.121274800010724,,,,,,26.118076500002644,,,,2,26.121363800004474,67521.8527211,26.121274800010724,28.108442000011564,28.144751200001338,28.160082600006717,3,28.160101000001305,67523.8914589,29.385023100010585,29.385065599999507,29.388121200012392,5,29.38814490000368,67525.1195043,33.11823180000647,33.11827180000546,33.118329200005974,6,26.121300900005735,67521.8526606,28.160082600006717,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,4,4,0,0,4,4,3,33.14372750000621,,,,,,33.11851320001006,,,,2,33.14382970001316,67528.8751887,33.14372750000621,35.14044910001394,35.17702149999968,35.217470200004755,3,35.217497000005096,67530.9488569,36.39276729999983,36.39280960000178,36.42052500000864,5,36.42055040001287,67532.151909,40.129661000013584,40.129699700002675,40.12975870000082,6,33.14375640000799,67528.8751161,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,7,40.132390400001896,,,,,,40.129869100012,,,,2,40.132464400012395,67535.8638197,40.132390400001896,42.13707170000998,42.17439460000605,42.18872720000218,4,42.18874760001199,67537.9201066,43.395883600009256,43.39592180000909,43.42233580000175,5,43.422361600009026,67539.1537201,47.1302083000046,47.13024920001044,47.130311200002325,6,40.132412500010105,67535.8637711,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,6,47.155784100003075,,,,,,47.130433500002255,,,,2,47.1558592000074,67542.887215,47.155784100003075,49.1335456000088,49.170590600013384,49.23911070000031,4,49.239135400013765,67544.970494,50.394625700006145,50.39472419999947,50.420534400007455,5,50.42055790001177,67546.1519167,54.13674070000707,54.13677930000995,54.13683590000437,6,47.15580820001196,67542.8871666,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,5,54.13955280001392,,,,,,54.13694460000261,,,,2,54.13962780000293,67549.8709836,54.13955280001392,56.123824000009336,56.17499650000536,56.21012800000608,4,56.21015970000008,67551.9415187,57.40124000000651,57.401281800004654,57.4036758000002,5,57.40369260001171,67553.1350507,61.13737970001239,61.13741610001307,61.1374741000036,6,54.1395760000014,67549.8709355,56.21012800000608,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,8,8,0,0,8,8,0,61.16404410000541,,,,,,61.13758059999964,,,,2,61.16412340001261,67556.8954794,61.16404410000541,63.16400520000025,63.20102880000195,63.23726930000703,3,63.23729760000424,67558.9686571,64.40046640000946,64.40050570000312,64.42736030000378,5,64.42738450001343,67560.1587431,68.15523300001223,68.15527240000665,68.15533090000099,6,61.16406840000127,67556.8954271,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,9,9,0,0,9,9,8,68.15793510001095,,,,,,68.15543340001022,,,,2,68.15805820000242,67563.8894182,68.15793510001095,70.15650510000705,70.1925814000133,70.19687790000171,4,70.19690150000679,67565.9282597,71.4105195000011,71.41060570000263,71.43876540000201,5,71.4389261000033,67567.1703005,75.18791220001003,75.18795479999972,75.18801209999947,6,68.15797580000071,67563.8893393,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,10,0,1,1,0,10,9,75.19069030000537,,,,,,75.18812620000972,,,,2,75.19076810000115,67570.9221241,75.19069030000537,77.18870500000776,77.22821700001077,77.26700520000304,4,77.26702900000964,67572.9983875,78.4502072000032,78.45027390000178,78.50236330000916,5,78.50239000000875,67574.2337497,82.19282030001341,82.1928573000041,82.19291610000073,6,75.19071530000656,67570.9220749,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,11,1,1,1,1,11,8,82.22073000000091,,,,,,82.19302679999964,,,,2,82.22080640000058,67577.9521629,82.22073000000091,84.20964070000628,84.2471302000049,84.28435600000375,4,84.2843797000096,67580.0157379,85.46810690000711,85.46814340000856,85.49390549999953,5,85.49392920000537,67581.2252877,89.20679999999993,89.20683930000814,89.20690040000773,6,82.22075320000295,67577.9521116,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,12,2,1,1,2,12,2,89.21172410000872,,,,,,89.20702120001079,,,,2,89.21185080001305,67584.9432113,89.21172410000872,91.19548510000459,91.23242330001085,91.27246190000733,3,91.27249870001106,67587.0038576,92.4693183000054,92.469356600006,92.49582350000856,5,92.49584890001279,67588.2272083,96.2249615000037,96.22500210000726,96.22505930000625,6,89.21176190000551,67584.9431239,91.27246190000733,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,13,3,1,1,3,13,7,96.25326490000589,,,,,,96.22517300001346,,,,2,96.25334250000014,67591.9846981,96.25326490000589,98.245018600006,98.28235230001155,98.29650540000875,4,98.29653090001375,67594.0278896,99.49060180000379,99.49064090001048,99.49370980000822,5,99.49373159999959,67595.2250906,103.23973990000377,103.23979020000843,103.23985180001182,6,96.25328889999946,67591.9846485,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,14,4,1,1,4,14,1,103.2434426000109,,,,,,103.23996460001217,,,,2,103.24350710000726,67598.9748644,103.2434426000109,105.24850880001031,105.28682980001031,105.33583710000676,3,105.33586570000625,67601.0672251,106.51343500000075,106.51347430000897,106.51583450000908,5,106.51586060000409,67602.247241,110.2435145000054,110.24355780000042,110.24362400000973,6,103.24345620001259,67598.9748146,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,15,5,1,1,5,15,3,110.24701620000997,,,,,,110.24374340000213,,,,2,110.24716140000965,67605.9785205,110.24701620000997,112.25164930000028,112.2881699000136,112.3044430000009,3,112.30447030000505,67608.0358292,113.50427380000474,113.50434670000686,113.5066943000129,5,113.50671860000875,67609.2380781,117.2444017000089,117.2444405999995,117.24450179999985,6,110.24706240001251,67605.9784268,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,16,6,1,1,6,16,5,117.27156310000282,,,,,,117.2446159000101,,,,2,117.27164250001078,67613.0029986,117.27156310000282,119.24829450000834,119.28495440000552,119.29996080001001,4,119.29997640001238,67615.0313344,120.51267180001014,120.51272040000185,120.51499080000212,5,120.51501470000949,67616.2463746,124.26917260000482,124.26920940000855,124.26926780000213,6,117.27158800000325,67613.002947,,942092,001,2025-09-01_13h39.41.821,Graz,,2025.1.1,35.70909514183945,2025-09-01 13h40.00.164398 -0300,
