img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,image_2.stopped,attempt.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.07059619999927236,0.07534879999911936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
,,,,,,,,,,,,,0.07539589999942109,0.07547899999917718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,1,0.09086329999990994,,,,,,0.07977149999896938,1,0.09088410000003933,10533.6909373,2,0.09093229999962205,10533.6909822,3.0879606999988027,5.132886999999755,5.071999199999482,5.116855299998861,5.132886999999755,3,5.1329096999998,10538.7329619,6.338691799999651,6.338721299998724,6.3552529999997205,5,6.355270899999596,10539.9553233,10.088867799999207,10.088898699999845,10.105487699998775,6,10.105507799999032,10543.705561,12.08887329999925,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,1,1,0,0,1,1,7,12.10580089999894,,,,,,12.088981400000193,,,,2,12.105826199998774,10545.7058787,12.10580089999894,,14.08890269999938,14.1297169999998,14.140269599998646,4,14.140289299999495,10547.7403422,15.338969200000065,15.339004100000238,15.355843199999072,5,15.355864600000132,10548.9559174,19.089109499998813,19.08914360000017,19.105712599999606,6,19.105730699999185,10552.7057831,21.08914949999962,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,2,2,0,0,2,2,4,21.10531069999888,,,,,,21.089265699998577,,,,2,21.1053340999988,10554.7053859,21.10531069999888,,23.088992099999814,23.129286899998988,23.141618699999526,3,23.141638299999613,10556.7416913,24.33913549999852,24.33916919999865,24.35517769999933,5,24.355202099999588,10557.9552571,28.089235199999166,28.08926900000006,28.105790899999192,6,28.105811199999152,10561.7058639,30.088792399999875,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,8,30.10638199999994,,,,,,30.088900400000057,,,,2,30.10640609999973,10563.7064583,30.10638199999994,,32.089410799999314,32.12900089999857,32.140558499999315,4,32.14057799999864,10565.7406312,33.33943389999877,33.3394816,33.35572719999982,5,33.35574709999855,10566.9557998,37.08995549999963,37.089988300000186,37.106281799999124,6,37.10629979999976,10570.7063518,39.08971609999935,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,4,4,0,0,4,4,2,39.1064237999999,,,,,,39.08982229999856,,,,2,39.106450699999186,10572.7065035,39.1064237999999,,41.089303499999005,41.12894699999924,41.14123209999889,3,41.14125160000003,10574.7413047,42.34018169999945,42.340215700000044,42.35627719999866,5,42.356298400000014,10575.9563514,46.089832300000126,46.0898631,46.10653779999848,6,46.10655929999848,10579.7066122,48.089929399999164,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,5,5,0,0,5,5,9,48.10611329999847,,,,,,48.09003589999884,,,,2,48.106138699999065,10581.7061912,48.10611329999847,,50.08951909999996,50.131120199999714,50.14146189999883,4,50.14148199999909,10583.7415352,51.33960539999862,51.33963799999947,51.35654429999886,5,51.356562799999665,10584.9566148,55.08957609999925,55.08960809999917,55.1062493999998,6,55.106270700000096,10588.7063232,57.090129700000034,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,6,6,0,0,6,6,6,57.10626469999988,,,,,,57.09024580000005,,,,2,57.106289399998786,10590.7063418,57.10626469999988,,59.08983959999932,59.13645339999857,59.14166010000008,4,59.14167769999949,10592.7417306,60.339393199999904,60.3394260999994,60.355905799999164,5,60.35592480000014,10593.955977,64.09051699999873,64.09055970000009,64.1064580000002,6,64.10647739999877,10597.70653,66.08947609999996,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,7,7,0,0,7,7,0,66.1064013999985,,,,,,66.08962359999896,,,,2,66.10642469999948,10599.7064766,66.1064013999985,,68.08949509999911,68.13248639999983,68.14131180000004,3,68.14133719999882,10601.7413922,69.34025959999963,69.34029089999967,69.35611830000016,5,69.35614089999945,10602.956197,73.08999909999875,73.09003229999871,73.10693739999988,6,73.10695929999929,10606.7070129,75.09007279999969,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
