img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,image_2.stopped,attempt.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,8,8,0,0,8,8,5,75.10656019999988,,,,,,75.09022489999916,,,,2,75.10658340000009,10608.7066357,75.10656019999988,,77.0900131999988,77.1291870999994,77.14142959999845,4,77.14145009999993,10610.7415029,78.34014109999953,78.34017439999843,78.35743829999956,5,78.35745919999863,10611.9575117,82.0903373000001,82.0903703999993,82.10664050000014,6,82.10665799999879,10615.7067098,84.0902817999995,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,9,9,0,0,9,9,3,84.1067536999999,,,,,,84.09038539999892,,,,2,84.10677919999944,10617.7068318,84.1067536999999,,86.09024279999903,86.12914009999986,86.14154629999939,3,86.14156569999977,10619.741619,87.34027049999895,87.34031369999866,87.35723460000008,5,87.35725809999894,10620.9573113,91.09017649999987,91.09020719999899,91.10703180000019,6,91.10705419999977,10624.7071077,93.09099470000001,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,10,0,1,1,0,10,0,93.10740780000015,,,,,,93.09111870000015,,,,2,93.10743289999846,10626.7074848,93.10740780000015,,95.09055819999958,95.13562699999966,95.1414380999995,3,95.14146119999896,10628.7415161,96.34050810000008,96.34054130000004,96.35696039999857,5,96.35697849999997,10629.9570303,100.09146939999846,100.09149999999863,100.10732199999984,6,100.10734090000005,10633.7073928,102.09165079999912,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,11,1,1,1,1,11,2,102.10785629999918,,,,,,102.09175340000002,,,,2,102.10788139999931,10635.7079346,102.10785629999918,,104.09091409999928,104.12963679999848,104.14200759999949,3,104.1420266999994,10637.7420799,105.34101059999921,105.34104479999951,105.35761289999937,5,105.35763179999958,10638.9576842,109.09060789999967,109.09063939999942,109.10721629999898,6,109.10723569999936,10642.7072886,111.09064919999946,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,12,2,1,1,2,12,6,111.1073679000001,,,,,,111.09075529999973,,,,2,111.10739309999917,10644.7074456,111.1073679000001,,113.0903029000001,113.13059470000007,113.14223169999968,4,113.14225259999876,10646.742306,114.34050229999957,114.34053769999991,114.35744969999905,5,114.35747300000003,10647.9575262,118.09155939999982,118.09159189999991,118.10739659999854,6,118.10741429999871,10651.7074668,120.09082940000008,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,13,3,1,1,3,13,3,120.10748869999952,,,,,,120.09094799999912,,,,2,120.1075149999997,10653.7075675,120.10748869999952,,122.09127699999954,122.13062549999995,122.1430049999999,3,122.14302679999855,10655.7430799,123.34149470000011,123.34152729999914,123.35749399999986,5,123.35751279999931,10656.9575649,127.09106809999867,127.09110030000011,127.10751999999957,6,127.10753769999974,10660.7075891,129.09154829999898,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,14,4,1,1,4,14,7,129.107623599999,,,,,,129.09170119999908,,,,2,129.10764930000005,10662.7077017,129.107623599999,,131.09107210000002,131.1299498999997,131.1430865000002,4,131.1431068999991,10664.7431603,132.34118809999927,132.3412217999994,132.3580105000001,5,132.3580282999992,10665.9580802,136.09119329999885,136.0912243999992,136.10770199999934,6,136.10772449999968,10669.7077779,138.09291529999973,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,15,5,1,1,5,15,8,138.10850129999926,,,,,,138.0930245999989,,,,2,138.10853099999986,10671.7085847,138.10850129999926,,140.0913544999985,140.13036349999857,140.1431002999998,4,140.1431217999998,10673.7431756,141.34129969999958,141.34133119999933,141.35780739999973,5,141.3578265999986,10674.9578787,145.09135739999874,145.0913899999996,145.10786409999855,6,145.10788239999965,10678.7079349,147.09085849999974,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,16,6,1,1,6,16,9,147.10813489999964,,,,,,147.09096019999924,,,,2,147.10816109999905,10680.7082136,147.10813489999964,,149.091364599999,149.13472959999854,149.14273019999928,4,149.14274939999996,10682.742802,150.34189399999923,150.34192679999978,150.35845319999862,5,150.35847269999977,10683.9585249,154.0920298000001,154.09206129999984,154.1084142999989,6,154.10843289999866,10687.7084853,156.0922118999988,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,17,7,1,1,7,17,1,156.10809329999938,,,,,,156.09232689999953,,,,2,156.10811939999985,10689.7081717,156.10809329999938,,158.0915733999991,158.12942759999896,158.14357219999874,3,158.14359100000001,10691.7436437,159.3416271999995,159.34166039999945,159.35853339999994,5,159.35855169999923,10692.9586038,163.07543049999913,163.07546229999934,163.09162849999848,6,163.09164859999873,10696.6917006,165.07508199999938,165.09154599999965,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,18,8,1,1,8,18,5,165.09154599999965,,,,,,165.0751865000002,,,,2,165.09157439999944,10698.6916271,165.09154599999965,167.12640519999877,167.07508289999896,167.11490389999926,167.12640519999877,4,167.12642999999844,10700.7264834,168.32564079999975,168.32567199999903,168.34167669999988,5,168.3417008999986,10701.9417547,172.07529689999865,172.0753210999992,172.09175719999985,6,172.09178710000015,10705.691841,174.07501469999988,174.09244559999934,172.09175719999985,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,19,9,1,1,9,19,4,174.09244559999934,,,,,,174.0751096999993,,,,2,174.09247309999955,10707.6925258,174.09244559999934,,176.09189979999974,176.13044079999963,176.1441307999994,3,176.14415199999894,10709.7442053,177.3419544999997,177.34198659999856,177.3584813999987,5,177.35849999999846,10710.958552,181.09156649999932,181.0916103999989,181.108134099999,6,181.10815569999977,10714.7082089,183.0754476000002,,,,,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.07551909999893,183.07556769999974,,,,794054,001,2026-07-20_17h02.35.579,Graz,,2025.1.1,61.27030497882228,2026-07-20 17h02.37.888678 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,183.09181129999888,10716.6918633,,,,,,,,,
