img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06568239990156144,0.06576119991950691,,,,,,,,,,,,,253419,001,2026-06-22_14h35.14.554,Graz,,2025.1.1,59.866724714089386,2026-06-22 14h35.46.848066 -0300,
,,,,,,,,,,,,,0.06579519994556904,0.0658318999921903,,,,,,,,,,,253419,001,2026-06-22_14h35.14.554,Graz,,2025.1.1,59.866724714089386,2026-06-22 14h35.46.848066 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,0,0,0,0,0,0,5,0.08569199999328703,,,,,,0.07025709992740303,1,0.08571099990513176,606955.1139674,2,0.08575779991224408,606955.1140046,3.0665087999077514,,5.049817099934444,,,,,,,,,
