img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.09134839987382293,0.09141739993356168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
,,,,,,,,,,,,,0.0914489000570029,0.09148529986850917,,,,,,,,,,,,,,,,,,,,,,,,,,,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,3,0.09835109999403358,,,,,,0.0958215999417007,1,0.09836749988608062,1241837.3336265,2,0.09840669995173812,1241837.333663,5.105585299897939,7.092497899895534,7.143330399878323,7.147755200043321,3,7.147768700029701,1241844.3830276,8.344674800056964,8.344714999897406,8.361481899861246,5,8.36151949991472,1241845.5967835,12.101814900059253,12.101877799956128,12.101982499938458,,,,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,1,1,0,0,1,1,9,12.118221499957144,,,,,,12.102189400000498,,,,2,12.118387199938297,1241849.3536517,12.118221499957144,14.105388199910522,14.148517400026321,14.152490200009197,4,14.15250979992561,1241851.3877717,15.357506899861619,15.357543000020087,15.374092899961397,5,15.374120000051335,1241852.6093818,19.115445300005376,19.115641599986702,19.11582209984772,6,12.11824780004099,1241849.3535082,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,0,19.13193119992502,,,,,,19.116192399989814,,,,2,19.132175900042057,1241856.3674516,19.13193119992502,21.1189061999321,21.197408099891618,21.201414899900556,3,21.20145779987797,1241858.4367257,22.371329999994487,22.371366299921647,22.38718970003538,5,22.387211499968544,1241859.6224709,26.127221799921244,26.127266200026497,26.12733619986102,6,19.131990500027314,1241856.3672604,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,3,3,0,0,3,3,6,26.143823999911547,,,,,,26.127462799893692,,,,2,26.143921399954706,1241863.37918,26.143823999911547,28.131159799871966,28.169423599960282,28.1739139999263,4,28.17393109994009,1241865.4091903,29.383488199906424,29.383539099944755,29.400093500036746,5,29.400118899997324,1241866.6353794,33.14005559985526,33.14009579992853,33.140160099836066,6,26.143851700006053,1241863.3791124,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,5,33.156587600009516,,,,,,33.14027399988845,,,,2,33.15670279995538,1241870.391962,33.156587600009516,35.14353140001185,35.17975110001862,35.18367479997687,4,35.18368769995868,1241872.4189464,36.39605850004591,36.39612779999152,36.41254599997774,5,36.41256919992156,1241873.6478302,40.15318749984726,40.153225200017914,40.15328549989499,6,33.15661980002187,1241870.3918831,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,5,5,0,0,5,5,2,40.16943069989793,,,,,,40.15339570003562,,,,2,40.16953229997307,1241877.4047914,40.16943069989793,42.15659569995478,42.191726400051266,42.19568769983016,3,42.19570089993067,1241879.4309597,43.40863159997389,43.40866860002279,43.42520609986968,5,43.42522979993373,1241880.66049,47.16585909994319,47.16591039998457,47.165984199848026,6,40.16946049989201,1241877.4047216,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,8,47.18220779998228,,,,,,47.16612820001319,,,,2,47.18230240000412,1241884.4175621,47.18220779998228,49.169711800059304,49.210873199859634,49.21480369986966,4,49.21481959987432,1241886.4500787,50.42183359991759,50.421884999843314,50.43841029983014,5,50.43844880000688,1241887.6737103,54.17838869988918,54.17843690002337,54.17850479995832,6,47.18223150004633,1241884.417492,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,7,7,0,0,7,7,1,54.19498410006054,,,,,,54.17862779996358,,,,2,54.19506910000928,1241891.4303262,54.19498410006054,56.182302800007164,56.22249249997549,56.22645159997046,3,56.22646539984271,1241893.4617247,57.435886499937624,57.4360034998972,57.45095509989187,5,57.450980299850926,1241894.6862409,61.1914470999036,61.19149750005454,61.19156969990581,6,54.1950085000135,1241891.4302691,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,8,8,0,0,8,8,7,61.20804010005668,,,,,,61.19169680005871,,,,2,61.208130799932405,1241898.4433901,61.20804010005668,63.19516279990785,63.23185690003447,63.235955599928275,4,63.23597999988124,1241900.4712402,64.4470497998409,64.44708690000698,64.46364489989355,5,64.46366759994999,1241901.6989275,68.20424039987847,68.2042894999031,68.2043695000466,6,61.20806430000812,1241898.443325,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,9,9,0,0,9,9,4,68.22163169994019,,,,,,68.20451279985718,,,,2,68.22170499991626,1241905.4569619,68.22163169994019,70.20756600005552,70.24699789984152,70.25097439996898,3,70.25101460004225,1241907.4862779,71.45983299985528,71.45987170003355,71.47675310005434,5,71.47677710000426,1241908.7120377,75.2060777998995,75.20621269987896,75.2064274000004,6,68.22165349987336,1241905.456913,861113,001,2025-08-28_17h36.51.789,Graz,,2025.1.1,59.95052880984449,2025-08-28 17h37.08.373677 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,75.21712429984473,1241912.4523955,,,,,,,,,
