img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.053798099999767146,0.053861500000493834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
,,,,,,,,,,,,,0.05388810000022204,0.05392660000052274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,0,0,0,0,0,0,3,0.0740114000000176,,,,,,0.058799800000088,1,0.07402920000004087,4356.322376,2,0.07407039999998233,4356.3224141,3.0561763000005158,5.090878599999996,5.039659799999754,5.081576300000052,5.090878599999996,3,5.090901600000507,4361.3392474,6.306272900000295,6.306303200000002,6.322838600000068,5,6.322854500000176,4362.5712003,10.056309600000532,10.056342300000324,10.07291720000012,6,10.072937699999784,4366.3212841,12.056349299999965,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,1,1,0,0,1,1,2,12.072961800000485,,,,,,12.056455099999766,,,,2,12.07298660000015,4368.3213326,12.072961800000485,,14.056438600000547,14.093465699999797,14.107540500000141,3,14.107558300000164,4370.3559042,15.306471200000487,15.306506099999751,15.323086399999738,5,15.323103900000206,4371.5714502,19.05652950000058,19.056562400000075,19.07312129999991,6,19.073139199999787,4375.3214854,21.056547500000306,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,2,2,0,0,2,2,7,21.07315110000036,,,,,,21.056651699999748,,,,2,21.073175000000447,4377.3215213,21.07315110000036,,23.05656960000033,23.094679700000597,23.10771079999995,4,23.107728300000417,4379.3560753,24.306669600000532,24.30670360000022,24.32321140000022,5,24.323228799999924,4380.5715752,28.056752500000584,28.056785499999933,28.07362009999997,6,28.073638599999867,4384.3219853,30.05677250000008,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,3,3,0,0,3,3,8,30.07335090000015,,,,,,30.056882300000325,,,,2,30.073374000000513,4386.3217201,30.07335090000015,,32.05681580000055,32.09882389999984,32.107874000000265,4,32.107892200000606,4388.3562382,33.306874800000514,33.30690890000005,33.323445699999866,5,33.32346430000052,4389.5718105,37.05689059999986,37.05692210000052,37.073493699999744,6,37.073511300000064,4393.3218571,39.05693849999989,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,4,4,0,0,4,4,9,39.07357210000009,,,,,,39.05704500000047,,,,2,39.07359489999999,4395.3219406,39.07357210000009,,41.05699139999979,41.094763400000375,41.10814140000002,4,41.10816140000043,4397.3565079,42.30710490000001,42.30713890000061,42.32363810000061,5,42.323655500000314,4398.5720012,46.057083100000455,46.057114600000205,46.07370749999973,6,46.073725500000364,4402.322072,48.05714009999974,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,5,5,0,0,5,5,4,48.07385870000053,,,,,,48.05724460000056,,,,2,48.073882599999706,4404.3222295,48.07385870000053,,50.05717900000036,50.094154000000344,50.10827250000057,3,50.1082907,4406.356637,51.30729770000016,51.30733229999987,51.32379880000008,5,51.323815800000375,4407.5721615,55.05729289999999,55.057324500000504,55.073945099999946,6,55.073962200000096,4411.3223086,57.057348999999704,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,6,6,0,0,6,6,0,57.073945000000094,,,,,,57.0574531000002,,,,2,57.073968000000605,4413.3223141,57.073945000000094,,59.05740820000028,59.09440230000018,59.108811900000546,3,59.108835,4415.3571842,60.30751659999987,60.307549900000595,60.32404039999983,5,60.324060400000235,4416.5724068,64.05750660000012,64.05753950000053,64.07408130000022,6,64.07410170000003,4420.3224482,66.05755630000021,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,7,7,0,0,7,7,5,66.0741410999999,,,,,,66.05766099999983,,,,2,66.07416550000016,4422.3225118,66.0741410999999,,68.05756230000043,68.09560500000043,68.1086806000003,4,68.10869790000015,4424.3570443,69.30765760000031,69.30768890000036,69.32424919999994,5,69.32426600000053,4425.572612,73.05767519999972,73.05770740000025,73.0743392000004,6,73.07435700000042,4429.3227038,75.05773760000011,175192,001,2026-05-07_13h28.36.693,Graz,,2025.1.1,59.73326706937353,2026-05-07 13h28.52.524568 -0300,
