img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06361579988151789,0.06368239992298186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
,,,,,,,,,,,,,0.06371689983643591,0.063752599991858,,,,,,,,,,,,,,,,,,,,,,,,,,,,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,0,0,0,0,0,0,1,0.07059490005485713,,,,,,0.0678485999815166,1,0.0706082999240607,1503975.1761432,2,0.07064249995164573,1503975.1761753,5.072474000044167,7.109811799833551,7.059925599955022,7.103927199961618,7.109811799833551,3,7.109835899900645,1503982.2153722,8.318450799910352,8.318496299907565,8.328987499931827,5,8.329021799843758,1503983.4345614,12.068399099865928,12.06843309989199,12.068479900015518,,,,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,1,1,0,0,1,1,0,12.085205900017172,,,,,,12.068590099923313,,,,2,12.085258199833333,1503987.1907907,12.085205900017172,,14.072272799909115,14.108110599918291,14.11278699990362,3,14.112800099886954,1503989.2183352,15.324589699972421,15.32462459988892,15.341121499892324,5,15.34113679989241,1503990.4466723,19.081327799940482,19.081366499885917,19.08141850004904,6,12.085220099892467,1503987.1907556,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,2,2,0,0,2,2,4,19.09790419996716,,,,,,19.08152349991724,,,,2,19.097967699868605,1503994.2035002,19.09790419996716,,21.08506129984744,21.12092769984156,21.12545629986562,3,21.125467899953946,1503996.231003,22.337166199926287,22.337200799956918,22.353951500030234,5,22.353969499934465,1503997.459505,26.094363699899986,26.094405099982396,26.094464999856427,6,19.097925700014457,1503994.2034614,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,3,3,0,0,3,3,3,26.11088990001008,,,,,,26.09457499999553,,,,2,26.11096419999376,1504001.2164968,26.11088990001008,,28.097673899959773,28.136014000047,28.140142499934882,3,28.1401571999304,1504003.2456927,29.349960699910298,29.349995899945498,29.366620699875057,5,29.36664059991017,1504004.4721762,33.10706699988805,33.10710270004347,33.107156899990514,6,26.11091859987937,1504001.2164559,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,4,4,0,0,4,4,6,33.12355739995837,,,,,,33.10726369987242,,,,2,33.12361119990237,1504008.2291437,33.12355739995837,,35.110602899920195,35.15128559991717,35.155394499888644,4,35.15540689998306,1504010.2609423,36.362937399884686,36.362970900023356,36.379451900022104,5,36.379466499900445,1504011.4850017,40.1197269000113,40.11976070003584,40.11981239984743,6,33.12357329996303,1504008.2291084,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,5,5,0,0,5,5,9,40.13628669991158,,,,,,40.11991809983738,,,,2,40.13633599993773,1504015.2418684,40.13628669991158,,42.12355470005423,42.161878699902445,42.16619500005618,4,42.166209100047126,1504017.2717455,43.3757266998291,43.375760699855164,43.392334099859,5,43.39234729995951,1504018.4978823,47.13261649990454,47.132651099935174,47.13271529995836,6,40.13630050001666,1504015.2418356,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,6,6,0,0,6,6,7,47.14915940002538,,,,,,47.13282229984179,,,,2,47.14922140003182,1504022.2547541,47.14915940002538,,49.13599049998447,49.172279899939895,49.17711679986678,4,49.17713029985316,1504024.2826653,50.38821140001528,50.38824520003982,50.40482779988088,5,50.404839999973774,1504025.5103751,54.145295599941164,54.14532979996875,54.14538050000556,6,47.14918229985051,1504022.2547182,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,7,7,0,0,7,7,8,54.16198079986498,,,,,,54.145487000001594,,,,2,54.16202769987285,1504029.2675601,54.16198079986498,,56.14873409993015,56.184886399889365,56.189464499941096,4,56.18947899993509,1504031.2950141,57.40115149994381,57.40118689998053,57.4177381999325,5,57.41775320004672,1504032.5232887,61.15792130003683,61.15795539994724,61.157999800052494,6,54.16199339996092,1504029.2675284,292876,001,2025-08-31_18h25.43.486,Graz,,2025.1.1,59.92527318737854,2025-08-31 18h25.53.523566 -0300,
