img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,attempt.stopped,image_2.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
../stims/left_foot.png,LEFT_MI_STIM,8,8,0,0,8,8,4,75.10353620000387,,,,,,75.090543600003,,,,2,75.10356619999948,54920.6601181,75.10353620000387,,77.09276640000462,77.12797120000323,77.1607984000002,3,77.16082340000139,54922.7173758,78.34479439999996,78.3448372999992,78.35863610000524,5,78.35865909999848,54923.9152104,82.09288160000142,82.09292280000227,82.10647800000152,6,82.10650100000203,54927.663052,84.08723770000506,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/both_feet.png,BOTH_MI_STIM,9,9,0,0,9,9,14,84.11357169999974,,,,,,84.08736820000195,,,,2,84.11360229999991,54929.670154,84.11357169999974,,86.11316710000392,86.15003560000332,86.18028069999855,7,86.18030450000515,54931.7368562,87.34279719999904,87.342865300001,87.35634250000294,5,87.35636779999913,54932.9129195,91.09899720000249,91.09903670000494,91.11298679999891,6,91.11301130000356,54936.6695643,93.09172989999934,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,10,10,0,0,10,10,6,93.10565720000159,,,,,,93.09189250000054,,,,2,93.10568920000514,54938.6622423,93.10565720000159,,95.09079650000058,95.12517279999884,95.17415720000281,4,95.17418190000171,54940.7307347,96.34101970000484,96.34106109999993,96.354963400001,5,96.35498720000032,54941.9115389,100.0899400000053,100.08997950000048,100.10372110000026,6,100.10374589999992,54945.6602974,102.09033730000374,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/both_feet.png,BOTH_MI_STIM,11,11,0,0,11,11,11,102.10431020000397,,,,,,102.09046550000494,,,,2,102.10434019999957,54947.6608926,102.10431020000397,,104.08820679999917,104.12491510000109,104.17326150000008,7,104.17328560000169,54949.7298374,105.34709909999947,105.34713940000074,105.36286729999847,5,105.36289090000355,54950.919442,109.09389660000306,109.09395890000451,109.10729230000288,6,109.10731600000145,54954.6638682,111.11285910000151,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/left_foot.png,LEFT_MI_STIM,12,12,0,0,12,12,0,111.12686329999997,,,,,,111.11298910000187,,,,2,111.1268979000015,54956.6834506,111.12686329999997,,113.09278289999929,113.12925850000465,113.13985150000372,3,113.13987279999856,54958.6964245,114.34491649999836,114.34495620000234,114.35879320000095,5,114.35881650000374,54959.9153682,118.09583330000169,118.09587250000186,118.10937160000321,6,118.10939650000364,54963.6659479,120.09467510000104,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,13,13,0,0,13,13,8,120.11103559999901,,,,,,120.09479880000436,,,,2,120.11106580000342,54965.6676181,120.11103559999901,,122.09329430000071,122.12770810000075,122.14821590000065,4,122.14824030000455,54967.704792,123.34094180000102,123.34098700000322,123.36697510000522,5,123.36700060000294,54968.9235525,127.0887928000011,127.08883040000364,127.10195720000047,6,127.1019809999998,54972.6585321,129.09522519999882,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/left_foot.png,LEFT_MI_STIM,14,14,0,0,14,14,3,129.1091607000053,,,,,,129.09534810000332,,,,2,129.10918949999905,54974.6657416,129.1091607000053,,131.09411760000512,131.13424930000474,131.15682840000227,3,131.15685450000456,54976.7134062,132.37456219999876,132.3746020000035,132.388117100003,5,132.38814170000114,54977.9446931,136.11074650000228,136.11078490000364,136.12468300000182,6,136.12471060000098,54981.6812626,138.09074890000193,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/left_foot.png,LEFT_MI_STIM,15,0,1,1,0,15,4,138.10390059999918,,,,,,138.0908741000021,,,,2,138.1039310999986,54983.6604829,138.10390059999918,,140.08974120000494,140.12552249999862,140.15764840000338,3,140.1576728,54985.7142245,141.34395800000493,141.34399760000088,141.35735730000306,5,141.35738120000315,54986.9139324,145.10071920000337,145.10075750000397,145.1279932000034,6,145.12801810000383,54990.6845701,147.1110239000045,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/both_feet.png,BOTH_MI_STIM,16,1,1,1,1,16,12,147.13194179999846,,,,,,147.1111732999998,,,,2,147.13208390000364,54992.6886576,147.13194179999846,,149.09229490000143,149.1287095000007,149.13443600000028,7,149.13446390000172,54994.6910168,150.3502473000044,150.3502884000045,150.3665933000011,5,150.36661740000272,54995.923169,154.09430770000472,154.09434680000413,154.1079391000021,6,154.10796530000516,54999.6645171,156.09434310000506,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/left_foot.png,LEFT_MI_STIM,17,2,1,1,2,17,3,156.10862720000296,,,,,,156.09454330000153,,,,2,156.10867529999814,55001.665232,156.10862720000296,,158.0947626000052,158.1418935000038,158.15128350000305,3,158.15130820000195,55003.7078599,159.35126149999996,159.35130210000352,159.38331209999888,5,159.3833816000042,55004.9399383,163.1065791000001,163.10662009999942,163.12045840000064,6,163.12048260000302,55008.6770347,165.089398600001,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/both_feet.png,BOTH_MI_STIM,18,3,1,1,3,18,14,165.10333420000097,,,,,,165.0895307000028,,,,2,165.1033619000009,55010.6599132,165.10333420000097,,167.08819239999866,167.12321959999827,167.15609560000303,7,167.15611960000388,55012.7126722,168.33871599999839,168.3387589999984,168.35337260000233,5,168.35339699999895,55013.9099486,172.086166400004,172.08619760000147,172.09915040000487,6,172.09917880000285,55017.6557308,174.08587320000515,172.09915040000487,174.10240340000018,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/left_foot.png,LEFT_MI_STIM,19,4,1,1,4,19,1,174.10240340000018,,,,,,174.08598999999958,,,,2,174.10243630000332,55019.6589884,174.10240340000018,,176.09326390000206,176.13085950000095,176.16054969999823,3,176.16057569999975,55021.7171277,177.36038050000207,177.36042860000452,177.3749983000016,5,177.37503419999848,55022.9315891,181.0969133000035,181.09698449999996,181.11628460000065,6,181.11632510000345,55026.6728811,183.09995740000159,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,20,5,1,1,5,20,6,183.12964900000225,,,,,,183.10009340000397,,,,2,183.12969169999997,55028.686247,183.12964900000225,,185.08996969999862,185.133731300004,185.15640820000408,4,185.15643510000518,55030.7129873,186.3368122000029,186.3368546999991,186.35018290000153,5,186.35021029999916,55031.906762,190.1063914000042,190.10644880000473,190.12023939999926,6,190.12026400000468,55035.6768153,192.09118370000215,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,21,6,1,1,6,21,5,192.10511190000398,,,,,,192.091319500003,,,,2,192.10514310000144,55037.6616952,192.10511190000398,,194.09120760000224,194.12925250000262,194.16168360000302,4,194.1617241999993,55039.7182798,195.3594205000045,195.35946089999925,195.3865089000028,5,195.38653239999985,55040.943086,199.09947620000457,199.09951369999908,199.1134596999982,6,199.11348210000142,55044.6700335,201.0903868000023,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/left_foot.png,LEFT_MI_STIM,22,7,1,1,7,22,2,201.1039419000008,,,,,,201.09051360000012,,,,2,201.10397250000096,55046.660524,201.1039419000008,,203.08869530000084,203.1251803999985,203.14309810000123,3,203.1431242000035,55048.6996763,204.34939770000346,204.34943520000525,204.36340270000073,5,204.3634252000047,55049.9199765,208.1072626000023,208.10737470000458,208.12187280000217,6,208.12194960000488,55053.6785134,210.09294619999855,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/both_feet.png,BOTH_MI_STIM,23,8,1,1,8,23,10,210.10608940000384,,,,,,210.09307680000347,,,,2,210.10611960000097,55055.6626712,210.10608940000384,,212.0997172999996,212.13587080000434,212.15445239999826,7,212.1544753000053,55057.711027,213.33792679999897,213.33796979999897,213.3514542000048,5,213.35147739999957,55058.9080287,217.0871602000043,217.08719969999947,217.10058099999878,6,217.10060610000073,55062.6571576,219.0904714999997,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/left_foot.png,LEFT_MI_STIM,24,9,1,1,9,24,0,219.1043490000011,,,,,,219.0906374000042,,,,2,219.10437919999822,55064.6609315,219.1043490000011,,221.09014770000067,221.12458360000164,221.1313089000032,3,221.1313267000005,55066.6878781,222.34712830000353,222.3471675000037,222.38702520000516,5,222.38705000000482,55067.943601,226.1073738999985,226.10741870000493,226.122469300004,6,226.12249620000512,55071.6790476,228.10735320000094,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/both_feet.png,BOTH_MI_STIM,25,10,1,1,10,25,13,228.1207119000028,,,,,,228.1074798000045,,,,2,228.12074099999882,55073.6772927,228.1207119000028,,230.0987129999994,230.13354770000296,230.1539086000048,7,230.15393200000108,55075.7104833,231.35543300000427,231.35547270000097,231.3688531000007,5,231.36887660000502,55076.9254283,235.09655570000177,235.09659620000457,235.12292710000474,6,235.12295319999976,55080.6795053,237.09938800000236,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,26,11,1,1,11,26,8,237.11277939999854,,,,,,237.09951480000018,,,,2,237.11280909999914,55082.6693608,237.11277939999854,,239.11231899999984,239.1467765999987,239.16682800000126,4,239.16685100000177,55084.7234028,240.36236530000315,240.36240620000171,240.38828289999947,5,240.38830790000065,55085.9448597,244.09001490000082,244.0900537999987,244.10388709999825,6,244.10391030000028,55089.6604617,246.09970910000266,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/both_feet.png,BOTH_MI_STIM,27,12,1,1,12,27,11,246.12593819999893,,,,,,246.09983490000013,,,,2,246.1259743000046,55091.6825283,246.12593819999893,,248.09758970000257,248.13381759999902,248.16580180000165,7,248.16582650000055,55093.7223784,249.34485069999937,249.34489269999904,249.37073339999915,5,249.37075829999958,55094.9273104,253.10557659999904,253.10561730000336,253.1185620000033,6,253.11858510000457,55098.6751365,255.1044236000016,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,28,13,1,1,13,28,7,255.12270420000277,,,,,,255.1045499000029,,,,2,255.12297850000323,55100.6796153,255.12270420000277,,257.10503350000363,257.139276599999,257.1464808000019,4,257.14650039999833,55102.7030524,258.3496832000019,258.3497247999985,258.3631255,5,258.363148299999,55103.9197013,262.0956925999999,262.0957305000047,262.12238870000147,6,262.12241370000265,55107.6789653,264.0988099000024,,,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,29,14,1,1,14,29,9,264.11229920000187,,,,,,264.0989355999991,,,,2,264.1123284999994,55109.6688802,264.11229920000187,,266.1032448000042,266.1398810000028,266.15852040000027,4,266.15854850000323,55111.7151011,267.34498560000065,267.3450279000026,267.37225800000306,5,267.3722840000046,55112.9288356,271.08865869999863,271.08870670000033,271.10257390000334,6,271.1025970999981,55116.6591484,273.08586240000295,,273.0995519999997,,,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.08593929999915,273.0859788000016,,,,TT000,1,2026-09-07_23h25.47.607,Graz,,2025.1.1,60.01954236157345,2026-09-07 23h25.49.963549 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,273.0995830000029,55118.6561348,,,,,,,,,
