img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,attempt.stopped,attention_cross.stopped,image_2.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.09407890000147745,0.09415640000224812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
,,,,,,,,,,,,,0.09419080000225222,0.09423209999658866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/both_feet.png,BOTH_MI_STIM,0,0,0,0,0,0,14,0.17391099999804283,,,,,,0.15980649999983143,1,0.17393849999643862,55536.2543838,2,0.17400430000270717,55536.2544456,3.2569478000004892,5.1051783000002615,5.3570484000010765,5.504252600003383,7,5.504278300002625,55541.5847215,6.373225099996489,6.373264399997424,6.401862400001846,5,6.401890100001765,55542.4823341,10.104941199999303,10.10498180000286,10.130965399999695,6,10.130990400000883,55546.2114339,12.10442619999958,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/left_foot.png,LEFT_MI_STIM,1,1,0,0,1,1,4,12.130828200002725,,,,,,12.10457409999799,,,,2,12.130882999997993,55548.2113273,12.130828200002725,14.125454699998954,14.167928599999868,14.242514099998516,3,14.242546399997082,55550.3229925,15.379603200002748,15.379666000000725,15.418423600000096,5,15.418451500001538,55551.4988952,19.114655700002913,19.114704400002665,19.14100199999666,6,19.14102719999937,55555.2214701,21.184983599996485,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/left_foot.png,LEFT_MI_STIM,2,2,0,0,2,2,1,21.210901799997373,,,,,,21.18511739999667,,,,2,21.210936099996616,55557.2913801,21.210901799997373,23.108918999998423,23.14633419999882,23.241842600000382,3,23.24186799999734,55559.3223118,24.42679930000304,24.426847700000508,24.491576899999927,5,24.491603399997985,55560.5720468,28.114623399997072,28.1146676999997,28.143369799996435,6,28.14339540000219,55564.2238389,30.11655179999798,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/both_feet.png,BOTH_MI_STIM,3,3,0,0,3,3,12,30.14244139999937,,,,,,30.116709699999774,,,,2,30.142474599997513,55566.2229186,30.14244139999937,32.136836999998195,32.17576399999962,32.21520949999831,7,32.215238700002374,55568.2956836,33.36802339999849,33.368063699999766,33.39313389999734,5,33.39316040000267,55569.4736042,37.10738770000171,37.10744849999901,37.20085290000134,6,37.20087999999669,55573.2813235,39.11174200000096,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,4,4,0,0,4,4,6,39.13912939999864,,,,,,39.11194989999785,,,,2,39.1391638999994,55575.2196081,39.13912939999864,41.12189300000318,41.17973830000119,41.22941169999831,4,41.22944060000009,55577.3098849,42.35982669999794,42.35988150000048,42.46150160000252,5,42.46153259999846,55578.541978,46.12347530000261,46.123519799999485,46.13582370000222,6,46.13584950000222,55582.2162932,48.098636599999736,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/left_foot.png,LEFT_MI_STIM,5,5,0,0,5,5,0,48.12534710000182,,,,,,48.09879309999815,,,,2,48.125382700003684,55584.2058268,48.12534710000182,50.11277140000311,50.15732730000309,50.30369690000225,3,50.3037273000009,55586.3841708,51.35183600000164,51.35188180000114,51.377378500001214,5,51.37740949999716,55587.4578534,55.124640900001395,55.124681399996916,55.13823930000217,6,55.13826259999769,55591.2187062,57.131363300002704,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/both_feet.png,BOTH_MI_STIM,6,6,0,0,6,6,10,57.15695119999873,,,,,,57.1315523000012,,,,2,57.156988900002034,55593.2374323,57.15695119999873,59.11279910000303,59.14956279999751,59.256951199997275,7,59.25698260000354,55595.3374284,60.415202999996836,60.41525769999862,60.44232909999846,5,60.442354999999225,55596.5227982,64.11901780000335,64.1190609999976,64.13196340000286,6,64.1319891000021,55600.2124329,66.15566060000128,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/both_feet.png,BOTH_MI_STIM,7,7,0,0,7,7,11,66.18214080000325,,,,,,66.15582420000283,,,,2,66.1821762000036,55602.2626195,66.18214080000325,68.0991789999971,68.13814580000326,68.31533460000355,7,68.31536139999662,55604.395805,69.41355450000265,69.41359579999698,69.43910519999918,5,69.43913099999918,55605.519574,73.10700609999913,73.10704760000226,73.1217009000029,6,73.1217300999997,55609.2021743,75.1205278999987,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/left_foot.png,LEFT_MI_STIM,8,8,0,0,8,8,2,75.14681579999888,,,,,,75.12067139999999,,,,2,75.14685160000226,55611.2272958,75.14681579999888,77.10140289999981,77.13853509999899,77.25765420000243,3,77.25768139999855,55613.3381248,78.35057329999836,78.3506148000015,78.378326500002,5,78.37835320000158,55614.4587969,82.10483209999802,82.10487229999853,82.13530290000199,6,82.13532970000233,55618.2157737,84.18395890000102,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,9,9,0,0,9,9,8,84.21133749999717,,,,,,84.18410589999985,,,,2,84.2113892999987,55620.2918355,84.21133749999717,86.09550740000122,86.13137560000177,86.17284059999656,4,86.17287119999673,55622.2533155,87.36243809999723,87.36247790000198,87.49073050000152,5,87.49076090000017,55623.5712044,91.09517090000008,91.09521420000237,91.12445090000256,6,91.12447719999909,55627.2049206,93.09511930000008,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,10,10,0,0,10,10,7,93.12004989999696,,,,,,93.0952546999979,,,,2,93.12008610000339,55629.2005303,93.12004989999696,95.09946499999933,95.14049890000024,95.14854309999646,4,95.14857250000205,55631.229017,96.35432520000177,96.35436640000262,96.3672716000001,5,96.36729809999815,55632.4477416,100.11131549999845,100.11135440000362,100.13151810000272,6,100.13154119999672,55636.211984,102.09975439999835,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,11,11,0,0,11,11,9,102.12324600000284,,,,,,102.09990210000251,,,,2,102.12327789999836,55638.203721,102.12324600000284,104.10024059999705,104.13893480000115,104.16151990000071,4,104.16154700000334,55640.2419908,105.34700029999658,105.34704139999667,105.37014610000188,5,105.37019339999824,55641.4506373,109.09834720000072,109.09838380000292,109.11072209999838,6,109.1107434000005,55645.1911863,111.0947570999997,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/left_foot.png,LEFT_MI_STIM,12,12,0,0,12,12,3,111.11789190000127,,,,,,111.09488550000242,,,,2,111.11792660000356,55647.1983707,111.11789190000127,113.0959412000011,113.1326629000032,113.15647059999901,3,113.15649729999859,55649.2369412,114.35521709999739,114.35525760000019,114.36770850000175,5,114.36773109999922,55650.4481742,118.10992830000032,118.10996809999779,118.13387459999649,6,118.13389800000004,55654.214342,120.09963730000163,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,13,13,0,0,13,13,5,120.12379689999943,,,,,,120.09976610000012,,,,2,120.12383240000054,55656.2042763,120.12379689999943,122.10684400000173,122.14303259999724,122.16880400000082,4,122.16882639999676,55658.2492698,123.34492060000048,123.34496119999676,123.36820850000367,5,123.3682340000014,55659.4486772,127.10257850000198,127.10261639999953,127.11510499999713,6,127.1151280999984,55663.1955713,129.1000886999973,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/both_feet.png,BOTH_MI_STIM,14,14,0,0,14,14,13,129.11252509999758,,,,,,129.10021399999823,,,,2,129.11255450000317,55665.1929977,129.11252509999758,131.09515439999814,131.13165519999893,131.15596709999954,7,131.15599769999972,55667.2364424,132.34610319999774,132.34614339999825,132.3588177999991,5,132.35884069999884,55668.4392835,136.11516239999764,136.11520449999807,136.12764250000328,6,136.12766569999803,55672.2081112,138.09678189999977,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/both_feet.png,BOTH_MI_STIM,15,0,1,1,0,15,12,138.10904509999818,,,,,,138.09690820000105,,,,2,138.1090742000015,55674.1895177,138.10904509999818,140.10716829999728,140.14353049999772,140.16880449999735,7,140.16882839999744,55676.2492715,141.34640059999947,141.34644090000074,141.3581239999985,5,141.35814570000366,55677.4385887,145.09327510000003,145.09330610000325,145.11691740000242,6,145.11694780000107,55681.1973916,147.10123770000064,145.11691740000242,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,16,1,1,1,1,16,8,147.11371820000204,,,,,,147.10136410000268,,,,2,147.11374739999883,55683.1941908,147.11371820000204,149.11502389999805,149.15278740000213,149.17634450000332,4,149.1763706999991,55685.2568143,150.34853860000294,150.34857829999964,150.36129159999837,5,150.36131510000268,55686.4417582,154.13179559999844,154.13183320000098,154.14455299999827,6,154.14458300000115,55690.2250289,156.10148849999678,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
../stims/left_foot.png,LEFT_MI_STIM,17,2,1,1,2,17,3,156.11396819999936,,,,,,156.10161389999848,,,,2,156.11399740000343,55692.1944411,156.11396819999936,158.09957250000298,158.1355900999988,158.1491851000028,3,158.14920890000212,55694.2296519,159.34710330000235,159.34714389999863,159.35917969999718,5,159.35920340000303,55695.4396465,163.11675280000054,163.11679030000232,163.12980360000074,6,163.1298276000016,55699.2102715,165.09433480000007,,,,,,,,,TT000,1,2026-09-07_23h37.15.034,Graz,,2025.1.1,None,2026-09-07 23h37.20.498382 -0300,
