3.8438 	INFO 	Loaded monitor calibration from ['2025_08_24 15:35']
4.1943 	INFO 	Using renderer 'GeForce GT 730/PCIe/SSE2' for graphics
4.1943 	INFO 	OpenGL version supported by driver is 4..
4.2150 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000250825B0FD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000250825B0F70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1.    , 0.9843, 0.7412]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000250828854C0>, multiSample=False, name='window1', numSamples=2, pos=[130.0, 540.0], screen=0, size=array([640, 360]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.2151 	EXP 	window1: backgroundImage = ''
4.2151 	EXP 	window1: backgroundFit = 'none'
4.6100 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.6100 	EXP 	window1: recordFrameIntervals = False
4.8683 	EXP 	window1: recordFrameIntervals = True
4.9419 	WARNING 	t of last frame was 36.43ms (=1/27)
4.9627 	WARNING 	t of last frame was 20.77ms (=1/48)
4.9853 	WARNING 	t of last frame was 22.60ms (=1/44)
5.0580 	WARNING 	t of last frame was 35.54ms (=1/28)
5.0789 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
5.5841 	EXP 	Screen (0) actual frame rate measured at 57.23Hz
5.5842 	EXP 	window1: recordFrameIntervals = False
5.6481 	INFO 	keyboard.Keyboard is using ptb backend.
5.6481 	EXP 	Graz: status = STARTED
5.7253 	EXP 	Created attention_cross = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='../stims/cross.png', interpolate=True, mask=None, maskParams=None, name='attention_cross', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
5.7338 	EXP 	Created motor_cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='motor_cue', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
5.8151 	EXP 	Created attempt = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='../stims/cross.png', interpolate=True, mask=None, maskParams=None, name='attempt', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
5.8901 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='../stims/rest.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
0.0642 	EXP 	Imported stims_sequence.csv as conditions, 15 conditions, 2 params
0.0646 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'img': '../stims/right_foot.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.0712 	EXP 	attention_cross: autoDraw = True
5.1713 	EXP 	attention_cross: autoDraw = False
5.1713 	EXP 	motor_cue: image = '../stims/right_foot.png'
5.1713 	EXP 	motor_cue: autoDraw = True
6.3315 	EXP 	motor_cue: autoDraw = False
6.3315 	EXP 	attempt: autoDraw = True
10.0792 	EXP 	attempt: autoDraw = False
10.0792 	EXP 	image_2: autoDraw = True
12.0676 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'img': '../stims/left_foot.png', 'event_label': 'LEFT_MI_STIM', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
12.1021 	EXP 	image_2: autoDraw = False
12.1021 	EXP 	attention_cross: autoDraw = True
14.1149 	EXP 	attention_cross: autoDraw = False
14.1149 	EXP 	motor_cue: image = '../stims/left_foot.png'
14.1149 	EXP 	motor_cue: autoDraw = True
15.3374 	EXP 	motor_cue: autoDraw = False
15.3374 	EXP 	attempt: autoDraw = True
19.0774 	EXP 	attempt: autoDraw = False
19.0774 	EXP 	image_2: autoDraw = True
21.0729 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'img': '../stims/both_feet.png', 'event_label': 'BOTH_MI_STIM', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
21.0902 	EXP 	image_2: autoDraw = False
21.0902 	EXP 	attention_cross: autoDraw = True
23.1279 	EXP 	attention_cross: autoDraw = False
23.1279 	EXP 	motor_cue: image = '../stims/both_feet.png'
23.1279 	EXP 	motor_cue: autoDraw = True
24.3294 	EXP 	motor_cue: autoDraw = False
24.3294 	EXP 	attempt: autoDraw = True
28.0866 	EXP 	attempt: autoDraw = False
28.0866 	EXP 	image_2: autoDraw = True
30.0833 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'img': '../stims/both_feet.png', 'event_label': 'BOTH_MI_STIM', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
30.1027 	EXP 	image_2: autoDraw = False
30.1027 	EXP 	attention_cross: autoDraw = True
32.1192 	EXP 	attention_cross: autoDraw = False
32.1192 	EXP 	motor_cue: image = '../stims/both_feet.png'
32.1192 	EXP 	motor_cue: autoDraw = True
33.3350 	EXP 	motor_cue: autoDraw = False
33.3350 	EXP 	attempt: autoDraw = True
37.0791 	EXP 	attempt: autoDraw = False
37.0791 	EXP 	image_2: autoDraw = True
39.0761 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'img': '../stims/left_foot.png', 'event_label': 'LEFT_MI_STIM', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
39.0935 	EXP 	image_2: autoDraw = False
39.0935 	EXP 	attention_cross: autoDraw = True
41.1375 	EXP 	attention_cross: autoDraw = False
41.1375 	EXP 	motor_cue: image = '../stims/left_foot.png'
41.1375 	EXP 	motor_cue: autoDraw = True
42.3434 	EXP 	motor_cue: autoDraw = False
42.3434 	EXP 	attempt: autoDraw = True
46.0793 	EXP 	attempt: autoDraw = False
46.0793 	EXP 	image_2: autoDraw = True
48.0706 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'img': '../stims/left_foot.png', 'event_label': 'LEFT_MI_STIM', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
48.0879 	EXP 	image_2: autoDraw = False
48.0879 	EXP 	attention_cross: autoDraw = True
50.1200 	EXP 	attention_cross: autoDraw = False
50.1200 	EXP 	motor_cue: image = '../stims/left_foot.png'
50.1200 	EXP 	motor_cue: autoDraw = True
51.3284 	EXP 	motor_cue: autoDraw = False
51.3284 	EXP 	attempt: autoDraw = True
55.0851 	EXP 	attempt: autoDraw = False
55.0851 	EXP 	image_2: autoDraw = True
57.0765 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'img': '../stims/right_foot.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
57.0940 	EXP 	image_2: autoDraw = False
57.0940 	EXP 	attention_cross: autoDraw = True
59.1246 	EXP 	attention_cross: autoDraw = False
59.1246 	EXP 	motor_cue: image = '../stims/right_foot.png'
59.1246 	EXP 	motor_cue: autoDraw = True
60.3474 	EXP 	motor_cue: autoDraw = False
60.3474 	EXP 	attempt: autoDraw = True
64.0930 	EXP 	attempt: autoDraw = False
64.0930 	EXP 	image_2: autoDraw = True
66.0679 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'img': '../stims/right_foot.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
66.0852 	EXP 	image_2: autoDraw = False
66.0852 	EXP 	attention_cross: autoDraw = True
68.1172 	EXP 	attention_cross: autoDraw = False
68.1172 	EXP 	motor_cue: image = '../stims/right_foot.png'
68.1172 	EXP 	motor_cue: autoDraw = True
69.3359 	EXP 	motor_cue: autoDraw = False
69.3359 	EXP 	attempt: autoDraw = True
73.0774 	EXP 	attempt: autoDraw = False
73.0774 	EXP 	image_2: autoDraw = True
75.0739 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'img': '../stims/right_foot.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
75.0915 	EXP 	image_2: autoDraw = False
75.0915 	EXP 	attention_cross: autoDraw = True
77.1273 	EXP 	attention_cross: autoDraw = False
77.1273 	EXP 	motor_cue: image = '../stims/right_foot.png'
77.1273 	EXP 	motor_cue: autoDraw = True
78.3378 	EXP 	motor_cue: autoDraw = False
78.3378 	EXP 	attempt: autoDraw = True
82.1001 	EXP 	attempt: autoDraw = False
82.1001 	EXP 	image_2: autoDraw = True
84.0629 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'img': '../stims/both_feet.png', 'event_label': 'BOTH_MI_STIM', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
84.0962 	EXP 	image_2: autoDraw = False
84.0962 	EXP 	attention_cross: autoDraw = True
86.1210 	EXP 	attention_cross: autoDraw = False
86.1210 	EXP 	motor_cue: image = '../stims/both_feet.png'
86.1210 	EXP 	motor_cue: autoDraw = True
87.3283 	EXP 	motor_cue: autoDraw = False
87.3283 	EXP 	attempt: autoDraw = True
91.0797 	EXP 	attempt: autoDraw = False
91.0797 	EXP 	image_2: autoDraw = True
93.0623 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'img': '../stims/right_foot.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
93.0959 	EXP 	image_2: autoDraw = False
93.0959 	EXP 	attention_cross: autoDraw = True
95.1171 	EXP 	attention_cross: autoDraw = False
