img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.05936620000284165,0.059449200009112246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
,,,,,,,,,,,,,0.05948730000818614,0.059528099998715334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,0,0,0,0,0,0,6,0.07567560000461526,,,,,,0.06463670000084676,1,0.07569890000740997,95649.7096454,2,0.0757551999995485,95649.709698,3.071215800009668,5.083308900007978,5.160125700000208,5.171310500008985,4,5.1713319000118645,95654.805277,6.3139266000071075,6.313963699998567,6.331483500005561,5,6.331505499998457,95655.9654507,10.061611600001925,10.06167650000134,10.079167700008838,6,10.079192000004696,95659.7131374,12.067529200008721,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
../stims/left_foot.png,LEFT_MI_STIM,1,1,0,0,1,1,1,12.102116499998374,,,,,,12.067665900001884,,,,2,12.102147400000831,95661.7360932,12.102116499998374,14.061312999998336,14.096520799997961,14.114930700001423,3,14.114953000011155,95663.7488983,15.320787900011055,15.320831100005307,15.337392100002035,5,15.337413400004152,95664.9713587,19.05965370000922,19.059693300005165,19.077372200001264,6,19.077407700009644,95668.7113531,21.072756599998684,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
../stims/both_feet.png,BOTH_MI_STIM,2,2,0,0,2,2,12,21.090169600007357,,,,,,21.07292600000801,,,,2,21.090205800006515,95670.7241529,21.090169600007357,23.075091500009876,23.11230360000627,23.127875600010157,7,23.127898500009906,95672.7618442,24.311887400006526,24.311927500006277,24.329420499998378,5,24.329457400002866,95673.963403,28.069911300000967,28.069951099998434,28.086573500011582,6,28.086594599997625,95677.7205398,30.08323210000526,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
../stims/both_feet.png,BOTH_MI_STIM,3,3,0,0,3,3,10,30.102676200011047,,,,,,30.083368000006885,,,,2,30.10270680001122,95679.7366526,30.102676200011047,32.064697300011176,32.10175880001043,32.119228200012,7,32.119269800008624,95681.753216,33.31552030000603,33.315563800002565,33.33501419999811,5,33.335040100006154,95682.9689862,37.0615964000026,37.06164179999905,37.079094200002146,6,37.079119400004856,95686.7130651,39.0760134000011,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
../stims/left_foot.png,LEFT_MI_STIM,4,4,0,0,4,4,4,39.09348400001181,,,,,,39.07616740000958,,,,2,39.093536100001074,95688.7274855,39.09348400001181,41.06837410001026,41.11543610000808,41.13754470000276,3,41.13756670001021,95690.7715117,42.32547120000527,42.325510300011956,42.343404200000805,5,42.343426400009776,95691.9773713,46.06166740000481,46.06170590000693,46.07928650001122,6,46.07930870000564,95695.713254,48.07047859999875,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
../stims/left_foot.png,LEFT_MI_STIM,5,5,0,0,5,5,0,48.08786310000869,,,,,,48.07065910000529,,,,2,48.087900700003956,95697.7218482,48.08786310000869,50.06828010000754,50.10316860000603,50.11998850000964,3,50.120025199998054,95699.7539712,51.3104003000044,51.310441100009484,51.32836980000138,5,51.328392900002655,95700.9623383,55.0670805000118,55.06712220000918,55.085112800006755,6,55.08513459999813,95704.71908,57.07638700000825,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,6,6,0,0,6,6,7,57.09398489999876,,,,,,57.076517599998624,,,,2,57.09402860001137,95706.7279743,57.09398489999876,59.07144810000318,59.10632050001004,59.124582200005534,4,59.124603700009175,95708.7585486,60.31423810000706,60.314283100000466,60.347417299999506,5,60.34744290000526,95709.9813889,64.075465300004,64.07552240000223,64.09297520000837,6,64.09299730000203,95713.7269424,66.06782350000867,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
../stims/right_foot.png,RIGHT_MI_STIM,7,7,0,0,7,7,8,66.08515100000659,,,,,,66.06797260000894,,,,2,66.08517940000456,95715.7191252,66.08515100000659,68.06369760000962,68.09894789999817,68.11724610000965,4,68.11726860000635,95717.7512138,69.31804070000362,69.31808070000261,69.33586659999855,5,69.33588830000372,95718.9698332,73.05972970000585,73.0597681000072,73.07739420000871,6,73.07741710000846,95722.7113624,75.07383449999907,,,,,,TT000,1,2026-09-08_10h45.49.147,Graz,,2025.1.1,57.23164795604923,2026-09-08 10h45.51.256636 -0300,
